  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.87241
      Tau        exp. factor        a1             a2             a3         exp. ratio   
      0.577350      0.100000      1.000000      0.900000      0.800000      1.000000
      0.612781      0.104050      1.063152      0.962121      0.861795      1.040505
      0.648212      0.108024      1.126304      1.024242      0.923589      1.080236
      0.683643      0.111925      1.189456      1.086363      0.985384      1.119249
      0.719074      0.115759      1.252607      1.148484      1.047179      1.157594
      0.754505      0.119531      1.315759      1.210604      1.108974      1.195314
      0.789936      0.123245      1.378911      1.272725      1.170768      1.232448
      0.825367      0.126903      1.442063      1.334846      1.232563      1.269030
      0.860798      0.130509      1.505215      1.396967      1.294358      1.305093
      0.896229      0.134066      1.568367      1.459088      1.356153      1.340664
      0.931660      0.137577      1.631518      1.521209      1.417947      1.375769
      0.967091      0.141043      1.694670      1.583330      1.479742      1.410432
      1.002522      0.144467      1.757822      1.645451      1.541537      1.444674
      1.037953      0.147851      1.820974      1.707572      1.603332      1.478515
      1.073384      0.151197      1.884126      1.769693      1.665126      1.511973
      1.108815      0.154506      1.947278      1.831813      1.726921      1.545064
      1.144246      0.157781      2.010429      1.893934      1.788716      1.577805
      1.179677      0.161021      2.073581      1.956055      1.850511      1.610210
      1.215108      0.164229      2.136733      2.018176      1.912305      1.642292
      1.250539      0.167406      2.199885      2.080297      1.974100      1.674064
      1.285970      0.170554      2.263037      2.142418      2.035895      1.705537
      1.321401      0.173672      2.326189      2.204539      2.097690      1.736722
      1.356832      0.176763      2.389340      2.266660      2.159484      1.767629
      1.392263      0.179827      2.452492      2.328781      2.221279      1.798269
      1.427694      0.182865      2.515644      2.390901      2.283074      1.828650
      1.463125      0.185878      2.578796      2.453022      2.344869      1.858780
      1.498556      0.188867      2.641948      2.515143      2.406663      1.888669
      1.533987      0.191832      2.705100      2.577264      2.468458      1.918322
      1.569418      0.194775      2.768251      2.639385      2.530253      1.947749
      1.604849      0.197695      2.831403      2.701506      2.592048      1.976954
      1.640280      0.200595      2.894555      2.763627      2.653842      2.005945
      1.675711      0.203473      2.957707      2.825748      2.715637      2.034729
      1.711142      0.206331      3.020859      2.887869      2.777432      2.063310
      1.746573      0.209169      3.084011      2.949989      2.839227      2.091695
      1.782004      0.211989      3.147162      3.012110      2.901021      2.119888
      1.817435      0.214789      3.210314      3.074231      2.962816      2.147895
      1.852866      0.217572      3.273466      3.136352      3.024611      2.175721
      1.888297      0.220337      3.336618      3.198473      3.086406      2.203369
      1.923728      0.223085      3.399770      3.260594      3.148200      2.230846
      1.959159      0.225815      3.462922      3.322715      3.209995      2.258154
      1.994590      0.228530      3.526073      3.384836      3.271790      2.285298
      2.030021      0.231228      3.589225      3.446957      3.333585      2.312282
      2.065452      0.233911      3.652377      3.509078      3.395379      2.339109
      2.100883      0.236578      3.715529      3.571198      3.457174      2.365784
      2.136314      0.239231      3.778681      3.633319      3.518969      2.392308
      2.171745      0.241869      3.841833      3.695440      3.580764      2.418687
      2.207176      0.244492      3.904984      3.757561      3.642558      2.444922
      2.242607      0.247102      3.968136      3.819682      3.704353      2.471018
      2.278038      0.249698      4.031288      3.881803      3.766148      2.496976
      2.313469      0.252280      4.094440      3.943924      3.827943      2.522800
      2.348900      0.254849      4.157592      4.006045      3.889737      2.548493
      2.384331      0.257406      4.220744      4.068166      3.951532      2.574057
      2.419762      0.259949      4.283895      4.130286      4.013327      2.599494
      2.455193      0.262481      4.347047      4.192407      4.075122      2.624808
      2.490624      0.265000      4.410199      4.254528      4.136916      2.650000
      2.526055      0.267507      4.473351      4.316649      4.198711      2.675073
      2.561486      0.270003      4.536503      4.378770      4.260506      2.700029
      2.596917      0.272487      4.599655      4.440891      4.322301      2.724870
      2.632348      0.274960      4.662806      4.503012      4.384095      2.749599
      2.667779      0.277422      4.725958      4.565133      4.445890      2.774216
      2.703210      0.279873      4.789110      4.627254      4.507685      2.798725
      2.738641      0.282313      4.852262      4.689374      4.569480      2.823128
      2.774072      0.284742      4.915414      4.751495      4.631274      2.847425
      2.809503      0.287162      4.978566      4.813616      4.693069      2.871619
      2.844934      0.289571      5.041717      4.875737      4.754864      2.895711
      2.880365      0.291970      5.104869      4.937858      4.816659      2.919704
      2.915796      0.294360      5.168021      4.999979      4.878453      2.943598
      2.951227      0.296740      5.231173      5.062100      4.940248      2.967396
      2.986658      0.299110      5.294325      5.124221      5.002043      2.991099
      3.022089      0.301471      5.357477      5.186342      5.063838      3.014708
      3.057520      0.303823      5.420628      5.248463      5.125632      3.038225
      3.092951      0.306165      5.483780      5.310583      5.187427      3.061652
      3.128382      0.308499      5.546932      5.372704      5.249222      3.084989
      3.163813      0.310824      5.610084      5.434825      5.311017      3.108238
      3.199244      0.313140      5.673236      5.496946      5.372811      3.131401
      3.234675      0.315448      5.736388      5.559067      5.434606      3.154478
      3.270106      0.317747      5.799539      5.621188      5.496401      3.177471
      3.305537      0.320038      5.862691      5.683309      5.558196      3.200382
      3.340968      0.322321      5.925843      5.745430      5.619990      3.223210
      3.376399      0.324596      5.988995      5.807551      5.681785      3.245958
      3.411830      0.326863      6.052147      5.869671      5.743580      3.268627
      3.447261      0.329122      6.115299      5.931792      5.805375      3.291217
      3.482692      0.331373      6.178450      5.993913      5.867169      3.313730
      3.518123      0.333617      6.241602      6.056034      5.928964      3.336167
      3.553554      0.335853      6.304754      6.118155      5.990759      3.358529
      3.588985      0.338082      6.367906      6.180276      6.052554      3.380816
      3.624416      0.340303      6.431058      6.242397      6.114348      3.403030
      3.659847      0.342517      6.494210      6.304518      6.176143      3.425172
      3.695278      0.344724      6.557361      6.366639      6.237938      3.447243
