  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.40345
      Tau        exp. factor        a1             a2             a3         exp. ratio   
      0.577350      0.100000      1.000000      0.900000      0.800000      1.000000
      0.612781      0.104050      1.057582      0.955784      0.854515      1.040505
      0.648212      0.108024      1.115163      1.011569      0.909030      1.080236
      0.683643      0.111925      1.172745      1.067353      0.963545      1.119249
      0.719074      0.115759      1.230327      1.123137      1.018060      1.157594
      0.754505      0.119531      1.287908      1.178921      1.072576      1.195314
      0.789936      0.123245      1.345490      1.234706      1.127091      1.232448
      0.825367      0.126903      1.403072      1.290490      1.181606      1.269030
      0.860798      0.130509      1.460653      1.346274      1.236121      1.305093
      0.896229      0.134066      1.518235      1.402058      1.290636      1.340664
      0.931660      0.137577      1.575817      1.457843      1.345151      1.375769
      0.967091      0.141043      1.633399      1.513627      1.399666      1.410432
      1.002522      0.144467      1.690980      1.569411      1.454181      1.444674
      1.037953      0.147851      1.748562      1.625195      1.508697      1.478515
      1.073384      0.151197      1.806144      1.680980      1.563212      1.511973
      1.108815      0.154506      1.863725      1.736764      1.617727      1.545064
      1.144246      0.157781      1.921307      1.792548      1.672242      1.577805
      1.179677      0.161021      1.978889      1.848333      1.726757      1.610210
      1.215108      0.164229      2.036470      1.904117      1.781272      1.642292
      1.250539      0.167406      2.094052      1.959901      1.835787      1.674064
      1.285970      0.170554      2.151634      2.015685      1.890302      1.705537
      1.321401      0.173672      2.209215      2.071470      1.944817      1.736722
      1.356832      0.176763      2.266797      2.127254      1.999333      1.767629
      1.392263      0.179827      2.324379      2.183038      2.053848      1.798269
      1.427694      0.182865      2.381960      2.238822      2.108363      1.828650
      1.463125      0.185878      2.439542      2.294607      2.162878      1.858780
      1.498556      0.188867      2.497124      2.350391      2.217393      1.888669
      1.533987      0.191832      2.554705      2.406175      2.271908      1.918322
      1.569418      0.194775      2.612287      2.461959      2.326423      1.947749
      1.604849      0.197695      2.669869      2.517744      2.380938      1.976954
      1.640280      0.200595      2.727451      2.573528      2.435454      2.005945
      1.675711      0.203473      2.785032      2.629312      2.489969      2.034729
      1.711142      0.206331      2.842614      2.685096      2.544484      2.063310
      1.746573      0.209169      2.900196      2.740881      2.598999      2.091695
      1.782004      0.211989      2.957777      2.796665      2.653514      2.119888
      1.817435      0.214789      3.015359      2.852449      2.708029      2.147895
      1.852866      0.217572      3.072941      2.908234      2.762544      2.175721
      1.888297      0.220337      3.130522      2.964018      2.817059      2.203369
      1.923728      0.223085      3.188104      3.019802      2.871575      2.230846
      1.959159      0.225815      3.245686      3.075586      2.926090      2.258154
      1.994590      0.228530      3.303267      3.131371      2.980605      2.285298
      2.030021      0.231228      3.360849      3.187155      3.035120      2.312282
      2.065452      0.233911      3.418431      3.242939      3.089635      2.339109
      2.100883      0.236578      3.476012      3.298723      3.144150      2.365784
      2.136314      0.239231      3.533594      3.354508      3.198665      2.392308
      2.171745      0.241869      3.591176      3.410292      3.253180      2.418687
      2.207176      0.244492      3.648758      3.466076      3.307695      2.444922
      2.242607      0.247102      3.706339      3.521860      3.362211      2.471018
      2.278038      0.249698      3.763921      3.577645      3.416726      2.496976
      2.313469      0.252280      3.821503      3.633429      3.471241      2.522800
      2.348900      0.254849      3.879084      3.689213      3.525756      2.548493
      2.384331      0.257406      3.936666      3.744998      3.580271      2.574057
      2.419762      0.259949      3.994248      3.800782      3.634786      2.599494
      2.455193      0.262481      4.051829      3.856566      3.689301      2.624808
      2.490624      0.265000      4.109411      3.912350      3.743816      2.650000
