  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.43103
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.415454      1.525136      1.678697      1.000000
      0.612781      0.104050      1.420082      1.523660      1.667213      1.040505
      0.648212      0.108024      1.424230      1.522348      1.657116      1.080236
      0.683643      0.111925      1.427968      1.521173      1.648168      1.119249
      0.719074      0.115759      1.431355      1.520116      1.640185      1.157594
      0.754505      0.119531      1.434438      1.519159      1.633019      1.195314
      0.789936      0.123245      1.437255      1.518289      1.626549      1.232448
      0.825367      0.126903      1.439841      1.517495      1.620680      1.269030
      0.860798      0.130509      1.442222      1.516767      1.615330      1.305093
      0.896229      0.134066      1.444421      1.516097      1.610435      1.340664
      0.931660      0.137577      1.446459      1.515478      1.605939      1.375769
      0.967091      0.141043      1.448353      1.514906      1.601794      1.410432
      1.002522      0.144467      1.450118      1.514374      1.597962      1.444674
      1.037953      0.147851      1.451766      1.513879      1.594407      1.478515
      1.073384      0.151197      1.453309      1.513416      1.591102      1.511973
      1.108815      0.154506      1.454756      1.512984      1.588020      1.545064
      1.144246      0.157781      1.456115      1.512579      1.585140      1.577805
      1.179677      0.161021      1.457396      1.512198      1.582442      1.610210
      1.215108      0.164229      1.458604      1.511839      1.579910      1.642292
      1.250539      0.167406      1.459745      1.511501      1.577529      1.674064
      1.285970      0.170554      1.460826      1.511182      1.575286      1.705537
      1.321401      0.173672      1.461849      1.510880      1.573169      1.736722
      1.356832      0.176763      1.462821      1.510594      1.571167      1.767629
      1.392263      0.179827      1.463744      1.510322      1.569272      1.798269
      1.427694      0.182865      1.464623      1.510065      1.567476      1.828650
      1.463125      0.185878      1.465460      1.509819      1.565770      1.858780
      1.498556      0.188867      1.466258      1.509586      1.564149      1.888669
      1.533987      0.191832      1.467020      1.509363      1.562605      1.918322
      1.569418      0.194775      1.467749      1.509150      1.561134      1.947749
      1.604849      0.197695      1.468446      1.508947      1.559731      1.976954
      1.640280      0.200595      1.469113      1.508753      1.558390      2.005945
      1.675711      0.203473      1.469753      1.508566      1.557109      2.034729
      1.711142      0.206331      1.470367      1.508388      1.555882      2.063310
      1.746573      0.209169      1.470957      1.508217      1.554707      2.091695
      1.782004      0.211989      1.471523      1.508053      1.553581      2.119888
      1.817435      0.214789      1.472068      1.507895      1.552500      2.147895
      1.852866      0.217572      1.472592      1.507743      1.551461      2.175721
      1.888297      0.220337      1.473097      1.507597      1.550463      2.203369
      1.923728      0.223085      1.473584      1.507456      1.549503      2.230846
      1.959159      0.225815      1.474054      1.507321      1.548579      2.258154
      1.994590      0.228530      1.474507      1.507190      1.547688      2.285298
      2.030021      0.231228      1.474944      1.507064      1.546830      2.312282
      2.065452      0.233911      1.475367      1.506942      1.546002      2.339109
      2.100883      0.236578      1.475776      1.506825      1.545203      2.365784
      2.136314      0.239231      1.476171      1.506711      1.544431      2.392308
      2.171745      0.241869      1.476554      1.506601      1.543685      2.418687
      2.207176      0.244492      1.476924      1.506495      1.542964      2.444922
      2.242607      0.247102      1.477283      1.506392      1.542266      2.471018
      2.278038      0.249698      1.477631      1.506292      1.541590      2.496976
      2.313469      0.252280      1.477969      1.506195      1.540936      2.522800
      2.348900      0.254849      1.478296      1.506101      1.540302      2.548493
      2.384331      0.257406      1.478614      1.506010      1.539687      2.574057
      2.419762      0.259949      1.478923      1.505922      1.539091      2.599494
      2.455193      0.262481      1.479223      1.505836      1.538512      2.624808
      2.490624      0.265000      1.479515      1.505753      1.537951      2.650000
      2.526055      0.267507      1.479798      1.505672      1.537405      2.675073
      2.561486      0.270003      1.480074      1.505593      1.536875      2.700029
      2.596917      0.272487      1.480342      1.505516      1.536360      2.724870
      2.632348      0.274960      1.480603      1.505442      1.535858      2.749599
      2.667779      0.277422      1.480858      1.505369      1.535371      2.774216
      2.703210      0.279873      1.481105      1.505299      1.534897      2.798725
      2.738641      0.282313      1.481347      1.505230      1.534435      2.823128
      2.774072      0.284742      1.481582      1.505163      1.533985      2.847425
      2.809503      0.287162      1.481811      1.505098      1.533547      2.871619
      2.844934      0.289571      1.482035      1.505034      1.533120      2.895711
      2.880365      0.291970      1.482254      1.504972      1.532704      2.919704
      2.915796      0.294360      1.482467      1.504911      1.532298      2.943598
