  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.70690
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.495542      1.626368      1.809530      1.000000
      0.612781      0.104050      1.495799      1.618484      1.788194      1.040505
      0.648212      0.108024      1.496028      1.611526      1.769610      1.080236
      0.683643      0.111925      1.496233      1.605340      1.753278      1.119249
      0.719074      0.115759      1.496418      1.599804      1.738811      1.157594
      0.754505      0.119531      1.496586      1.594821      1.725908      1.195314
      0.789936      0.123245      1.496739      1.590312      1.714327      1.232448
      0.825367      0.126903      1.496879      1.586213      1.703876      1.269030
      0.860798      0.130509      1.497007      1.582469      1.694397      1.305093
      0.896229      0.134066      1.497125      1.579037      1.685760      1.340664
      0.931660      0.137577      1.497234      1.575879      1.677858      1.375769
      0.967091      0.141043      1.497335      1.572964      1.670601      1.410432
      1.002522      0.144467      1.497429      1.570264      1.663913      1.444674
      1.037953      0.147851      1.497517      1.567757      1.657729      1.478515
      1.073384      0.151197      1.497599      1.565423      1.651995      1.511973
      1.108815      0.154506      1.497675      1.563245      1.646663      1.545064
      1.144246      0.157781      1.497747      1.561206      1.641693      1.577805
      1.179677      0.161021      1.497815      1.559295      1.637049      1.610210
      1.215108      0.164229      1.497878      1.557500      1.632699      1.642292
      1.250539      0.167406      1.497938      1.555810      1.628617      1.674064
      1.285970      0.170554      1.497995      1.554217      1.624778      1.705537
      1.321401      0.173672      1.498049      1.552712      1.621162      1.736722
      1.356832      0.176763      1.498100      1.551289      1.617750      1.767629
      1.392263      0.179827      1.498148      1.549940      1.614525      1.798269
      1.427694      0.182865      1.498194      1.548661      1.611471      1.828650
      1.463125      0.185878      1.498238      1.547445      1.608577      1.858780
      1.498556      0.188867      1.498279      1.546289      1.605828      1.888669
      1.533987      0.191832      1.498319      1.545187      1.603216      1.918322
      1.569418      0.194775      1.498357      1.544137      1.600729      1.947749
      1.604849      0.197695      1.498393      1.543135      1.598360      1.976954
      1.640280      0.200595      1.498428      1.542177      1.596099      2.005945
      1.675711      0.203473      1.498461      1.541260      1.593940      2.034729
      1.711142      0.206331      1.498493      1.540383      1.591875      2.063310
      1.746573      0.209169      1.498523      1.539542      1.589900      2.091695
      1.782004      0.211989      1.498553      1.538736      1.588008      2.119888
      1.817435      0.214789      1.498581      1.537961      1.586193      2.147895
      1.852866      0.217572      1.498608      1.537218      1.584452      2.175721
      1.888297      0.220337      1.498634      1.536502      1.582780      2.203369
      1.923728      0.223085      1.498659      1.535814      1.581173      2.230846
      1.959159      0.225815      1.498683      1.535151      1.579627      2.258154
      1.994590      0.228530      1.498707      1.534512      1.578139      2.285298
      2.030021      0.231228      1.498729      1.533896      1.576705      2.312282
      2.065452      0.233911      1.498751      1.533302      1.575324      2.339109
      2.100883      0.236578      1.498772      1.532728      1.573991      2.365784
      2.136314      0.239231      1.498793      1.532174      1.572704      2.392308
      2.171745      0.241869      1.498812      1.531638      1.571461      2.418687
      2.207176      0.244492      1.498831      1.531119      1.570260      2.444922
