  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.12759
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.900000      0.800000      1.000000
      0.104050      1.054305      0.952057      0.850233      1.040505
      0.108024      1.108610      1.004114      0.900466      1.080236
      0.111925      1.162915      1.056171      0.950699      1.119249
      0.115759      1.217221      1.108227      1.000932      1.157594
      0.119531      1.271526      1.160284      1.051165      1.195314
      0.123245      1.325831      1.212341      1.101398      1.232448
      0.126903      1.380136      1.264398      1.151631      1.269030
      0.130509      1.434441      1.316455      1.201864      1.305093
      0.134066      1.488746      1.368512      1.252097      1.340664
      0.137577      1.543051      1.420568      1.302330      1.375769
      0.141043      1.597356      1.472625      1.352563      1.410432
      0.144467      1.651662      1.524682      1.402796      1.444674
      0.147851      1.705967      1.576739      1.453029      1.478515
      0.151197      1.760272      1.628796      1.503262      1.511973
      0.154506      1.814577      1.680853      1.553495      1.545064
      0.157781      1.868882      1.732909      1.603728      1.577805
      0.161021      1.923187      1.784966      1.653961      1.610210
      0.164229      1.977492      1.837023      1.704194      1.642292
      0.167406      2.031797      1.889080      1.754427      1.674064
      0.170554      2.086103      1.941137      1.804660      1.705537
      0.173672      2.140408      1.993194      1.854893      1.736722
      0.176763      2.194713      2.045250      1.905126      1.767629
      0.179827      2.249018      2.097307      1.955359      1.798269
      0.182865      2.303323      2.149364      2.005592      1.828650
      0.185878      2.357628      2.201421      2.055825      1.858780
      0.188867      2.411933      2.253478      2.106058      1.888669
      0.191832      2.466238      2.305535      2.156291      1.918322
      0.194775      2.520544      2.357591      2.206524      1.947749
      0.197695      2.574849      2.409648      2.256757      1.976954
      0.200595      2.629154      2.461705      2.306989      2.005945
      0.203473      2.683459      2.513762      2.357222      2.034729
      0.206331      2.737764      2.565819      2.407455      2.063310
      0.209169      2.792069      2.617876      2.457688      2.091695
      0.211989      2.846374      2.669932      2.507921      2.119888
      0.214789      2.900679      2.721989      2.558154      2.147895
      0.217572      2.954985      2.774046      2.608387      2.175721
      0.220337      3.009290      2.826103      2.658620      2.203369
      0.223085      3.063595      2.878160      2.708853      2.230846
      0.225815      3.117900      2.930217      2.759086      2.258154
      0.228530      3.172205      2.982273      2.809319      2.285298
      0.231228      3.226510      3.034330      2.859552      2.312282
      0.233911      3.280815      3.086387      2.909785      2.339109
      0.236578      3.335120      3.138444      2.960018      2.365784
      0.239231      3.389426      3.190501      3.010251      2.392308
      0.241869      3.443731      3.242558      3.060484      2.418687
      0.244492      3.498036      3.294614      3.110717      2.444922
      0.247102      3.552341      3.346671      3.160950      2.471018
      0.249698      3.606646      3.398728      3.211183      2.496976
      0.252280      3.660951      3.450785      3.261416      2.522800
      0.254849      3.715256      3.502842      3.311649      2.548493
      0.257406      3.769561      3.554899      3.361882      2.574057
      0.259949      3.823867      3.606956      3.412115      2.599494
      0.262481      3.878172      3.659012      3.462348      2.624808
      0.265000      3.932477      3.711069      3.512581      2.650000
      0.267507      3.986782      3.763126      3.562814      2.675073
      0.270003      4.041087      3.815183      3.613047      2.700029
      0.272487      4.095392      3.867240      3.663280      2.724870
      0.274960      4.149697      3.919297      3.713513      2.749599
      0.277422      4.204002      3.971353      3.763746      2.774216
      0.279873      4.258308      4.023410      3.813979      2.798725
      0.282313      4.312613      4.075467      3.864212      2.823128
      0.284742      4.366918      4.127524      3.914445      2.847425
      0.287162      4.421223      4.179581      3.964678      2.871619
      0.289571      4.475528      4.231638      4.014911      2.895711
      0.291970      4.529833      4.283694      4.065144      2.919704
      0.294360      4.584138      4.335751      4.115377      2.943598
      0.296740      4.638443      4.387808      4.165610      2.967396
      0.299110      4.692749      4.439865      4.215843      2.991099
      0.301471      4.747054      4.491922      4.266076      3.014708
      0.303823      4.801359      4.543979      4.316309      3.038225
      0.306165      4.855664      4.596035      4.366542      3.061652
      0.308499      4.909969      4.648092      4.416775      3.084989
      0.310824      4.964274      4.700149      4.467008      3.108238
      0.313140      5.018579      4.752206      4.517241      3.131401
      0.315448      5.072884      4.804263      4.567474      3.154478
      0.317747      5.127190      4.856320      4.617707      3.177471
      0.320038      5.181495      4.908376      4.667940      3.200382
      0.322321      5.235800      4.960433      4.718173      3.223210
      0.324596      5.290105      5.012490      4.768406      3.245958
      0.326863      5.344410      5.064547      4.818639      3.268627
      0.329122      5.398715      5.116604      4.868872      3.291217
      0.331373      5.453020      5.168661      4.919105      3.313730
      0.333617      5.507325      5.220717      4.969338      3.336167
      0.335853      5.561631      5.272774      5.019571      3.358529
      0.338082      5.615936      5.324831      5.069804      3.380816
      0.340303      5.670241      5.376888      5.120037      3.403030
      0.342517      5.724546      5.428945      5.170270      3.425172
      0.344724      5.778851      5.481002      5.220503      3.447243
      0.346924      5.833156      5.533058      5.270736      3.469243
      0.349117      5.887461      5.585115      5.320968      3.491173
      0.351304      5.941766      5.637172      5.371201      3.513035
      0.353483      5.996072      5.689229      5.421434      3.534829
      0.355656      6.050377      5.741286      5.471667      3.556556
      0.357822      6.104682      5.793343      5.521900      3.578217
      0.359981      6.158987      5.845399      5.572133      3.599813
      0.362134      6.213292      5.897456      5.622366      3.621344
      0.364281      6.267597      5.949513      5.672599      3.642811
      0.366422      6.321902      6.001570      5.722832      3.664215
      0.368556      6.376208      6.053627      5.773065      3.685557
      0.370684      6.430513      6.105684      5.823298      3.706837
      0.372806      6.484818      6.157741      5.873531      3.728057
      0.374922      6.539123      6.209797      5.923764      3.749216
      0.377032      6.593428      6.261854      5.973997      3.770315
      0.379136      6.647733      6.313911      6.024230      3.791356
      0.381234      6.702038      6.365968      6.074463      3.812338
      0.383326      6.756343      6.418025      6.124696      3.833263
      0.385413      6.810649      6.470082      6.174929      3.854131
      0.387494      6.864954      6.522138      6.225162      3.874942
      0.389570      6.919259      6.574195      6.275395      3.895698
      0.391640      6.973564      6.626252      6.325628      3.916399
      0.393705      7.027869      6.678309      6.375861      3.937045
      0.395764      7.082174      6.730366      6.426094      3.957637
      0.397818      7.136479      6.782423      6.476327      3.978176
      0.399866      7.190784      6.834479      6.526560      3.998662
      0.401910      7.245090      6.886536      6.576793      4.019095
      0.403948      7.299395      6.938593      6.627026      4.039477
      0.405981      7.353700      6.990650      6.677259      4.059807
      0.408009      7.408005      7.042707      6.727492      4.080087
      0.410032      7.462310      7.094764      6.777725      4.100316
      0.412050      7.516615      7.146820      6.827958      4.120495
      0.414063      7.570920      7.198877      6.878191      4.140626
      0.416071      7.625225      7.250934      6.928424      4.160707
      0.418074      7.679531      7.302991      6.978657      4.180740
