  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.40345
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.900000      0.800000      1.000000
      0.104050      1.057582      0.955784      0.854515      1.040505
      0.108024      1.115163      1.011569      0.909030      1.080236
      0.111925      1.172745      1.067353      0.963545      1.119249
      0.115759      1.230327      1.123137      1.018060      1.157594
      0.119531      1.287908      1.178921      1.072576      1.195314
      0.123245      1.345490      1.234706      1.127091      1.232448
      0.126903      1.403072      1.290490      1.181606      1.269030
      0.130509      1.460653      1.346274      1.236121      1.305093
      0.134066      1.518235      1.402058      1.290636      1.340664
      0.137577      1.575817      1.457843      1.345151      1.375769
      0.141043      1.633399      1.513627      1.399666      1.410432
      0.144467      1.690980      1.569411      1.454181      1.444674
      0.147851      1.748562      1.625195      1.508697      1.478515
      0.151197      1.806144      1.680980      1.563212      1.511973
      0.154506      1.863725      1.736764      1.617727      1.545064
      0.157781      1.921307      1.792548      1.672242      1.577805
      0.161021      1.978889      1.848333      1.726757      1.610210
      0.164229      2.036470      1.904117      1.781272      1.642292
      0.167406      2.094052      1.959901      1.835787      1.674064
      0.170554      2.151634      2.015685      1.890302      1.705537
      0.173672      2.209215      2.071470      1.944817      1.736722
      0.176763      2.266797      2.127254      1.999333      1.767629
      0.179827      2.324379      2.183038      2.053848      1.798269
      0.182865      2.381960      2.238822      2.108363      1.828650
      0.185878      2.439542      2.294607      2.162878      1.858780
      0.188867      2.497124      2.350391      2.217393      1.888669
      0.191832      2.554705      2.406175      2.271908      1.918322
      0.194775      2.612287      2.461959      2.326423      1.947749
      0.197695      2.669869      2.517744      2.380938      1.976954
      0.200595      2.727451      2.573528      2.435454      2.005945
      0.203473      2.785032      2.629312      2.489969      2.034729
      0.206331      2.842614      2.685096      2.544484      2.063310
