  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.76207
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.900000      0.800000      1.000000
      0.104050      1.061841      0.960630      0.860082      1.040505
      0.108024      1.123682      1.021260      0.920164      1.080236
      0.111925      1.185524      1.081890      0.980246      1.119249
      0.115759      1.247365      1.142520      1.040328      1.157594
      0.119531      1.309206      1.203150      1.100409      1.195314
      0.123245      1.371047      1.263780      1.160491      1.232448
      0.126903      1.432888      1.324409      1.220573      1.269030
      0.130509      1.494730      1.385039      1.280655      1.305093
      0.134066      1.556571      1.445669      1.340737      1.340664
      0.137577      1.618412      1.506299      1.400819      1.375769
      0.141043      1.680253      1.566929      1.460901      1.410432
      0.144467      1.742095      1.627559      1.520983      1.444674
      0.147851      1.803936      1.688189      1.581065      1.478515
      0.151197      1.865777      1.748819      1.641147      1.511973
      0.154506      1.927618      1.809449      1.701228      1.545064
      0.157781      1.989459      1.870079      1.761310      1.577805
      0.161021      2.051301      1.930709      1.821392      1.610210
      0.164229      2.113142      1.991339      1.881474      1.642292
      0.167406      2.174983      2.051969      1.941556      1.674064
      0.170554      2.236824      2.112598      2.001638      1.705537
      0.173672      2.298665      2.173228      2.061720      1.736722
      0.176763      2.360507      2.233858      2.121802      1.767629
      0.179827      2.422348      2.294488      2.181884      1.798269
      0.182865      2.484189      2.355118      2.241965      1.828650
      0.185878      2.546030      2.415748      2.302047      1.858780
      0.188867      2.607871      2.476378      2.362129      1.888669
      0.191832      2.669713      2.537008      2.422211      1.918322
      0.194775      2.731554      2.597638      2.482293      1.947749
      0.197695      2.793395      2.658268      2.542375      1.976954
      0.200595      2.855236      2.718898      2.602457      2.005945
      0.203473      2.917078      2.779528      2.662539      2.034729
      0.206331      2.978919      2.840157      2.722621      2.063310
      0.209169      3.040760      2.900787      2.782703      2.091695
      0.211989      3.102601      2.961417      2.842784      2.119888
      0.214789      3.164442      3.022047      2.902866      2.147895
      0.217572      3.226284      3.082677      2.962948      2.175721
      0.220337      3.288125      3.143307      3.023030      2.203369
      0.223085      3.349966      3.203937      3.083112      2.230846
      0.225815      3.411807      3.264567      3.143194      2.258154
      0.228530      3.473648      3.325197      3.203276      2.285298
      0.231228      3.535490      3.385827      3.263358      2.312282
      0.233911      3.597331      3.446457      3.323440      2.339109
      0.236578      3.659172      3.507087      3.383521      2.365784
      0.239231      3.721013      3.567717      3.443603      2.392308
      0.241869      3.782854      3.628346      3.503685      2.418687
      0.244492      3.844696      3.688976      3.563767      2.444922
      0.247102      3.906537      3.749606      3.623849      2.471018
      0.249698      3.968378      3.810236      3.683931      2.496976
      0.252280      4.030219      3.870866      3.744013      2.522800
      0.254849      4.092061      3.931496      3.804095      2.548493
      0.257406      4.153902      3.992126      3.864177      2.574057
      0.259949      4.215743      4.052756      3.924259      2.599494
      0.262481      4.277584      4.113386      3.984340      2.624808
      0.265000      4.339425      4.174016      4.044422      2.650000
      0.267507      4.401267      4.234646      4.104504      2.675073
      0.270003      4.463108      4.295276      4.164586      2.700029
      0.272487      4.524949      4.355906      4.224668      2.724870
      0.274960      4.586790      4.416535      4.284750      2.749599
      0.277422      4.648631      4.477165      4.344832      2.774216
      0.279873      4.710473      4.537795      4.404914      2.798725
      0.282313      4.772314      4.598425      4.464996      2.823128
      0.284742      4.834155      4.659055      4.525077      2.847425
      0.287162      4.895996      4.719685      4.585159      2.871619
      0.289571      4.957838      4.780315      4.645241      2.895711
      0.291970      5.019679      4.840945      4.705323      2.919704
      0.294360      5.081520      4.901575      4.765405      2.943598
      0.296740      5.143361      4.962205      4.825487      2.967396
      0.299110      5.205202      5.022835      4.885569      2.991099
      0.301471      5.267044      5.083465      4.945651      3.014708
      0.303823      5.328885      5.144095      5.005733      3.038225
      0.306165      5.390726      5.204724      5.065815      3.061652
      0.308499      5.452567      5.265354      5.125896      3.084989
      0.310824      5.514408      5.325984      5.185978      3.108238
      0.313140      5.576250      5.386614      5.246060      3.131401
      0.315448      5.638091      5.447244      5.306142      3.154478
      0.317747      5.699932      5.507874      5.366224      3.177471
      0.320038      5.761773      5.568504      5.426306      3.200382
      0.322321      5.823614      5.629134      5.486388      3.223210
      0.324596      5.885456      5.689764      5.546470      3.245958
      0.326863      5.947297      5.750394      5.606552      3.268627
      0.329122      6.009138      5.811024      5.666633      3.291217
      0.331373      6.070979      5.871654      5.726715      3.313730
      0.333617      6.132821      5.932284      5.786797      3.336167
      0.335853      6.194662      5.992913      5.846879      3.358529
      0.338082      6.256503      6.053543      5.906961      3.380816
      0.340303      6.318344      6.114173      5.967043      3.403030
      0.342517      6.380185      6.174803      6.027125      3.425172
      0.344724      6.442027      6.235433      6.087207      3.447243
      0.346924      6.503868      6.296063      6.147289      3.469243
      0.349117      6.565709      6.356693      6.207371      3.491173
      0.351304      6.627550      6.417323      6.267452      3.513035
      0.353483      6.689391      6.477953      6.327534      3.534829
      0.355656      6.751233      6.538583      6.387616      3.556556
      0.357822      6.813074      6.599213      6.447698      3.578217
      0.359981      6.874915      6.659843      6.507780      3.599813
      0.362134      6.936756      6.720472      6.567862      3.621344
      0.364281      6.998597      6.781102      6.627944      3.642811
      0.366422      7.060439      6.841732      6.688026      3.664215
