  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.37586
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.900000      0.800000      1.000000
      0.104050      1.057254      0.955412      0.854087      1.040505
      0.108024      1.114508      1.010823      0.908174      1.080236
      0.111925      1.171762      1.066235      0.962261      1.119249
      0.115759      1.229016      1.121646      1.016348      1.157594
      0.119531      1.286270      1.177058      1.070435      1.195314
      0.123245      1.343524      1.232469      1.124521      1.232448
      0.126903      1.400778      1.287881      1.178608      1.269030
      0.130509      1.458032      1.343292      1.232695      1.305093
      0.134066      1.515286      1.398704      1.286782      1.340664
      0.137577      1.572540      1.454115      1.340869      1.375769
      0.141043      1.629794      1.509527      1.394956      1.410432
      0.144467      1.687048      1.564938      1.449043      1.444674
      0.147851      1.744302      1.620350      1.503130      1.478515
      0.151197      1.801556      1.675761      1.557217      1.511973
      0.154506      1.858810      1.731173      1.611304      1.545064
      0.157781      1.916064      1.786584      1.665390      1.577805
      0.161021      1.973318      1.841996      1.719477      1.610210
      0.164229      2.030573      1.897407      1.773564      1.642292
      0.167406      2.087827      1.952819      1.827651      1.674064
      0.170554      2.145081      2.008230      1.881738      1.705537
      0.173672      2.202335      2.063642      1.935825      1.736722
      0.176763      2.259589      2.119053      1.989912      1.767629
      0.179827      2.316843      2.174465      2.043999      1.798269
      0.182865      2.374097      2.229877      2.098086      1.828650
      0.185878      2.431351      2.285288      2.152173      1.858780
      0.188867      2.488605      2.340700      2.206260      1.888669
      0.191832      2.545859      2.396111      2.260346      1.918322
      0.194775      2.603113      2.451523      2.314433      1.947749
      0.197695      2.660367      2.506934      2.368520      1.976954
      0.200595      2.717621      2.562346      2.422607      2.005945
      0.203473      2.774875      2.617757      2.476694      2.034729
      0.206331      2.832129      2.673169      2.530781      2.063310
      0.209169      2.889383      2.728580      2.584868      2.091695
      0.211989      2.946637      2.783992      2.638955      2.119888
      0.214789      3.003891      2.839403      2.693042      2.147895
      0.217572      3.061145      2.894815      2.747129      2.175721
      0.220337      3.118399      2.950226      2.801215      2.203369
      0.223085      3.175653      3.005638      2.855302      2.230846
      0.225815      3.232907      3.061049      2.909389      2.258154
