  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.78966
      Tau        exp. factor        a1             a2             a3         exp. ratio   
      0.577350      0.100000      1.000000      0.900000      0.800000      1.000000
      0.612781      0.104050      1.062169      0.961003      0.860510      1.040505
      0.648212      0.108024      1.124338      1.022005      0.921020      1.080236
      0.683643      0.111925      1.186507      1.083008      0.981530      1.119249
      0.719074      0.115759      1.248675      1.144011      1.042040      1.157594
      0.754505      0.119531      1.310844      1.205013      1.102551      1.195314
      0.789936      0.123245      1.373013      1.266016      1.163061      1.232448
      0.825367      0.126903      1.435182      1.327019      1.223571      1.269030
      0.860798      0.130509      1.497351      1.388021      1.284081      1.305093
      0.896229      0.134066      1.559520      1.449024      1.344591      1.340664
      0.931660      0.137577      1.621689      1.510027      1.405101      1.375769
      0.967091      0.141043      1.683858      1.571029      1.465611      1.410432
      1.002522      0.144467      1.746026      1.632032      1.526121      1.444674
      1.037953      0.147851      1.808195      1.693035      1.586631      1.478515
      1.073384      0.151197      1.870364      1.754037      1.647142      1.511973
      1.108815      0.154506      1.932533      1.815040      1.707652      1.545064
      1.144246      0.157781      1.994702      1.876043      1.768162      1.577805
      1.179677      0.161021      2.056871      1.937045      1.828672      1.610210
      1.215108      0.164229      2.119040      1.998048      1.889182      1.642292
      1.250539      0.167406      2.181208      2.059051      1.949692      1.674064
      1.285970      0.170554      2.243377      2.120053      2.010202      1.705537
      1.321401      0.173672      2.305546      2.181056      2.070712      1.736722
      1.356832      0.176763      2.367715      2.242059      2.131222      1.767629
      1.392263      0.179827      2.429884      2.303061      2.191732      1.798269
      1.427694      0.182865      2.492053      2.364064      2.252243      1.828650
      1.463125      0.185878      2.554222      2.425067      2.312753      1.858780
      1.498556      0.188867      2.616391      2.486069      2.373263      1.888669
      1.533987      0.191832      2.678559      2.547072      2.433773      1.918322
      1.569418      0.194775      2.740728      2.608075      2.494283      1.947749
      1.604849      0.197695      2.802897      2.669077      2.554793      1.976954
      1.640280      0.200595      2.865066      2.730080      2.615303      2.005945
      1.675711      0.203473      2.927235      2.791083      2.675813      2.034729
      1.711142      0.206331      2.989404      2.852085      2.736323      2.063310
      1.746573      0.209169      3.051573      2.913088      2.796834      2.091695
      1.782004      0.211989      3.113741      2.974091      2.857344      2.119888
      1.817435      0.214789      3.175910      3.035093      2.917854      2.147895
      1.852866      0.217572      3.238079      3.096096      2.978364      2.175721
      1.888297      0.220337      3.300248      3.157099      3.038874      2.203369
      1.923728      0.223085      3.362417      3.218101      3.099384      2.230846
      1.959159      0.225815      3.424586      3.279104      3.159894      2.258154
      1.994590      0.228530      3.486755      3.340107      3.220404      2.285298
      2.030021      0.231228      3.548924      3.401109      3.280914      2.312282
      2.065452      0.233911      3.611092      3.462112      3.341425      2.339109
      2.100883      0.236578      3.673261      3.523115      3.401935      2.365784
      2.136314      0.239231      3.735430      3.584117      3.462445      2.392308
      2.171745      0.241869      3.797599      3.645120      3.522955      2.418687
      2.207176      0.244492      3.859768      3.706123      3.583465      2.444922
      2.242607      0.247102      3.921937      3.767125      3.643975      2.471018
      2.278038      0.249698      3.984106      3.828128      3.704485      2.496976
      2.313469      0.252280      4.046274      3.889131      3.764995      2.522800
      2.348900      0.254849      4.108443      3.950133      3.825505      2.548493
      2.384331      0.257406      4.170612      4.011136      3.886016      2.574057
      2.419762      0.259949      4.232781      4.072139      3.946526      2.599494
      2.455193      0.262481      4.294950      4.133141      4.007036      2.624808
      2.490624      0.265000      4.357119      4.194144      4.067546      2.650000
      2.526055      0.267507      4.419288      4.255147      4.128056      2.675073
      2.561486      0.270003      4.481457      4.316149      4.188566      2.700029
      2.596917      0.272487      4.543625      4.377152      4.249076      2.724870
      2.632348      0.274960      4.605794      4.438155      4.309586      2.749599
      2.667779      0.277422      4.667963      4.499157      4.370096      2.774216
      2.703210      0.279873      4.730132      4.560160      4.430606      2.798725
      2.738641      0.282313      4.792301      4.621163      4.491117      2.823128
      2.774072      0.284742      4.854470      4.682165      4.551627      2.847425
      2.809503      0.287162      4.916639      4.743168      4.612137      2.871619
      2.844934      0.289571      4.978807      4.804171      4.672647      2.895711
      2.880365      0.291970      5.040976      4.865173      4.733157      2.919704
      2.915796      0.294360      5.103145      4.926176      4.793667      2.943598
      2.951227      0.296740      5.165314      4.987179      4.854177      2.967396
      2.986658      0.299110      5.227483      5.048181      4.914687      2.991099
      3.022089      0.301471      5.289652      5.109184      4.975197      3.014708
      3.057520      0.303823      5.351821      5.170187      5.035708      3.038225
      3.092951      0.306165      5.413990      5.231189      5.096218      3.061652
      3.128382      0.308499      5.476158      5.292192      5.156728      3.084989
      3.163813      0.310824      5.538327      5.353195      5.217238      3.108238
      3.199244      0.313140      5.600496      5.414197      5.277748      3.131401
      3.234675      0.315448      5.662665      5.475200      5.338258      3.154478
      3.270106      0.317747      5.724834      5.536203      5.398768      3.177471
      3.305537      0.320038      5.787003      5.597205      5.459278      3.200382
      3.340968      0.322321      5.849172      5.658208      5.519788      3.223210
      3.376399      0.324596      5.911340      5.719210      5.580299      3.245958
      3.411830      0.326863      5.973509      5.780213      5.640809      3.268627
      3.447261      0.329122      6.035678      5.841216      5.701319      3.291217
      3.482692      0.331373      6.097847      5.902218      5.761829      3.313730
      3.518123      0.333617      6.160016      5.963221      5.822339      3.336167
      3.553554      0.335853      6.222185      6.024224      5.882849      3.358529
      3.588985      0.338082      6.284354      6.085226      5.943359      3.380816
      3.624416      0.340303      6.346523      6.146229      6.003869      3.403030
      3.659847      0.342517      6.408691      6.207232      6.064379      3.425172
      3.695278      0.344724      6.470860      6.268234      6.124890      3.447243
      3.730709      0.346924      6.533029      6.329237      6.185400      3.469243
      3.766140      0.349117      6.595198      6.390240      6.245910      3.491173
      3.801571      0.351304      6.657367      6.451242      6.306420      3.513035
      3.837002      0.353483      6.719536      6.512245      6.366930      3.534829
      3.872433      0.355656      6.781705      6.573248      6.427440      3.556556
      3.907864      0.357822      6.843873      6.634250      6.487950      3.578217
      3.943295      0.359981      6.906042      6.695253      6.548460      3.599813
      3.978726      0.362134      6.968211      6.756256      6.608970      3.621344
      4.014157      0.364281      7.030380      6.817258      6.669481      3.642811
      4.049588      0.366422      7.092549      6.878261      6.729991      3.664215
      4.085019      0.368556      7.154718      6.939264      6.790501      3.685557
      4.120450      0.370684      7.216887      7.000266      6.851011      3.706837
      4.155881      0.372806      7.279056      7.061269      6.911521      3.728057
      4.191312      0.374922      7.341224      7.122272      6.972031      3.749216
      4.226743      0.377032      7.403393      7.183274      7.032541      3.770315
      4.262174      0.379136      7.465562      7.244277      7.093051      3.791356
      4.297605      0.381234      7.527731      7.305280      7.153561      3.812338
      4.333036      0.383326      7.589900      7.366282      7.214071      3.833263
      4.368467      0.385413      7.652069      7.427285      7.274582      3.854131
      4.403898      0.387494      7.714238      7.488288      7.335092      3.874942
      4.439329      0.389570      7.776406      7.549290      7.395602      3.895698
      4.474760      0.391640      7.838575      7.610293      7.456112      3.916399
      4.510191      0.393705      7.900744      7.671296      7.516622      3.937045
      4.545622      0.395764      7.962913      7.732298      7.577132      3.957637
      4.581053      0.397818      8.025082      7.793301      7.637642      3.978176
      4.616484      0.399866      8.087251      7.854304      7.698152      3.998662
      4.651915      0.401910      8.149420      7.915306      7.758662      4.019095
      4.687346      0.403948      8.211589      7.976309      7.819173      4.039477
      4.722777      0.405981      8.273757      8.037312      7.879683      4.059807
      4.758208      0.408009      8.335926      8.098314      7.940193      4.080087
      4.793639      0.410032      8.398095      8.159317      8.000703      4.100316
      4.829070      0.412050      8.460264      8.220320      8.061213      4.120495
      4.864501      0.414063      8.522433      8.281322      8.121723      4.140626
      4.899932      0.416071      8.584602      8.342325      8.182233      4.160707
      4.935363      0.418074      8.646771      8.403328      8.242743      4.180740
      4.970794      0.420073      8.708940      8.464330      8.303253      4.200725
      5.006225      0.422066      8.771108      8.525333      8.363764      4.220663
      5.041656      0.424055      8.833277      8.586336      8.424274      4.240554
      5.077087      0.426040      8.895446      8.647338      8.484784      4.260398
      5.112518      0.428020      8.957615      8.708341      8.545294      4.280196
      5.147949      0.429995      9.019784      8.769344      8.605804      4.299948
      5.183380      0.431966      9.081953      8.830346      8.666314      4.319656
      5.218811      0.433932      9.144122      8.891349      8.726824      4.339318
      5.254242      0.435894      9.206290      8.952352      8.787334      4.358936
      5.289673      0.437851      9.268459      9.013354      8.847844      4.378510
      5.325104      0.439804      9.330628      9.074357      8.908355      4.398040
      5.360535      0.441753      9.392797      9.135360      8.968865      4.417527
      5.395966      0.443697      9.454966      9.196362      9.029375      4.436971
      5.431397      0.445637      9.517135      9.257365      9.089885      4.456372
      5.466828      0.447573      9.579304      9.318368      9.150395      4.475732
      5.502259      0.449505      9.641473      9.379370      9.210905      4.495049
      5.537690      0.451433      9.703641      9.440373      9.271415      4.514325
      5.573121      0.453356      9.765810      9.501376      9.331925      4.533560
      5.608552      0.455275      9.827979      9.562378      9.392435      4.552755
      5.643983      0.457191      9.890148      9.623381      9.452945      4.571909
      5.679414      0.459102      9.952317      9.684384      9.513456      4.591023
      5.714845      0.461010     10.014486      9.745386      9.573966      4.610097
      5.750276      0.462913     10.076655      9.806389      9.634476      4.629132
      5.785707      0.464813     10.138823      9.867392      9.694986      4.648128
      5.821138      0.466708     10.200992      9.928394      9.755496      4.667085
      5.856569      0.468600     10.263161      9.989397      9.816006      4.686003
      5.892000      0.470488     10.325330     10.050400      9.876516      4.704884
      5.927431      0.472373     10.387499     10.111402      9.937026      4.723727
      5.962862      0.474253     10.449668     10.172405      9.997536      4.742532
      5.998293      0.476130     10.511837     10.233408     10.058047      4.761300
      6.033724      0.478003     10.574006     10.294410     10.118557      4.780031
      6.069155      0.479873     10.636174     10.355413     10.179067      4.798725
      6.104586      0.481738     10.698343     10.416416     10.239577      4.817384
      6.140017      0.483601     10.760512     10.477418     10.300087      4.836006
      6.175448      0.485459     10.822681     10.538421     10.360597      4.854592
      6.210879      0.487314     10.884850     10.599424     10.421107      4.873143
      6.246310      0.489166     10.947019     10.660426     10.481617      4.891658
      6.281741      0.491014     11.009188     10.721429     10.542127      4.910139
      6.317172      0.492858     11.071356     10.782432     10.602638      4.928585
      6.352603      0.494700     11.133525     10.843434     10.663148      4.946996
      6.388034      0.496537     11.195694     10.904437     10.723658      4.965373
      6.423465      0.498372     11.257863     10.965440     10.784168      4.983716
      6.458896      0.500203     11.320032     11.026442     10.844678      5.002026
      6.494327      0.502030     11.382201     11.087445     10.905188      5.020302
      6.529758      0.503855     11.444370     11.148448     10.965698      5.038545
      6.565189      0.505675     11.506539     11.209450     11.026208      5.056755
      6.600620      0.507493     11.568707     11.270453     11.086718      5.074932
      6.636051      0.509308     11.630876     11.331456     11.147229      5.093077
      6.671482      0.511119     11.693045     11.392458     11.207739      5.111189
      6.706913      0.512927     11.755214     11.453461     11.268249      5.129270
      6.742344      0.514732     11.817383     11.514464     11.328759      5.147318
      6.777775      0.516534     11.879552     11.575466     11.389269      5.165335
      6.813206      0.518332     11.941721     11.636469     11.449779      5.183321
      6.848637      0.520128     12.003889     11.697472     11.510289      5.201275
      6.884068      0.521920     12.066058     11.758474     11.570799      5.219199
      6.919499      0.523709     12.128227     11.819477     11.631309      5.237092
      6.954930      0.525495     12.190396     11.880480     11.691819      5.254954
      6.990361      0.527279     12.252565     11.941482     11.752330      5.272786
      7.025792      0.529059     12.314734     12.002485     11.812840      5.290588
      7.061223      0.530836     12.376903     12.063488     11.873350      5.308360
      7.096654      0.532610     12.439072     12.124490     11.933860      5.326102
      7.132085      0.534382     12.501240     12.185493     11.994370      5.343815
      7.167516      0.536150     12.563409     12.246496     12.054880      5.361499
      7.202947      0.537915     12.625578     12.307498     12.115390      5.379153
      7.238378      0.539678     12.687747     12.368501     12.175900      5.396778
      7.273809      0.541438     12.749916     12.429504     12.236410      5.414375
      7.309240      0.543194     12.812085     12.490506     12.296921      5.431943
      7.344671      0.544948     12.874254     12.551509     12.357431      5.449483
      7.380102      0.546699     12.936422     12.612512     12.417941      5.466995
      7.415533      0.548448     12.998591     12.673514     12.478451      5.484478
      7.450964      0.550193     13.060760     12.734517     12.538961      5.501934
      7.486395      0.551936     13.122929     12.795520     12.599471      5.519362
      7.521826      0.553676     13.185098     12.856522     12.659981      5.536763
      7.557257      0.555414     13.247267     12.917525     12.720491      5.554136
      7.592688      0.557148     13.309436     12.978528     12.781001      5.571483
      7.628119      0.558880     13.371605     13.039530     12.841512      5.588802
      7.663550      0.560609     13.433773     13.100533     12.902022      5.606095
      7.698981      0.562336     13.495943     13.161536     12.962532      5.623360
      7.734412      0.564060     13.558112     13.222538     13.023042      5.640600
      7.769843      0.565781     13.620282     13.283541     13.083552      5.657813
      7.805274      0.567500     13.682452     13.344544     13.144062      5.675000
      7.840705      0.569216     13.744623     13.405546     13.204572      5.692161
      7.876136      0.570930     13.806794     13.466549     13.265082      5.709296
      7.911567      0.572641     13.868966     13.527552     13.325592      5.726405
      7.946998      0.574349     13.931139     13.588554     13.386103      5.743489
      7.982429      0.576055     13.993313     13.649557     13.446613      5.760548
      8.017860      0.577758     14.055488     13.710560     13.507123      5.777581
      8.053291      0.579459     14.117663     13.771562     13.567633      5.794590
      8.088722      0.581157     14.179840     13.832565     13.628143      5.811573
      8.124153      0.582853     14.242018     13.893568     13.688653      5.828531
      8.159584      0.584547     14.304197     13.954570     13.749163      5.845465
      8.195015      0.586237     14.366378     14.015573     13.809673      5.862375
      8.230446      0.587926     14.428560     14.076576     13.870183      5.879260
      8.265877      0.589612     14.490743     14.137578     13.930693      5.896121
      8.301308      0.591296     14.552928     14.198581     13.991204      5.912958
      8.336739      0.592977     14.615115     14.259584     14.051714      5.929771
      8.372170      0.594656     14.677303     14.320586     14.112224      5.946560
      8.407601      0.596333     14.739493     14.381589     14.172734      5.963325
      8.443032      0.598007     14.801685     14.442592     14.233244      5.980067
      8.478463      0.599679     14.863879     14.503594     14.293754      5.996785
      8.513894      0.601348     14.926075     14.564597     14.354264      6.013481
      8.549325      0.603015     14.988273     14.625600     14.414774      6.030153
