  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.51379
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.900000      0.800000      1.000000
      0.104050      1.058892      0.957275      0.856228      1.040505
      0.108024      1.117785      1.014550      0.912456      1.080236
      0.111925      1.176677      1.071826      0.968684      1.119249
      0.115759      1.235569      1.129101      1.024912      1.157594
      0.119531      1.294462      1.186376      1.081140      1.195314
      0.123245      1.353354      1.243651      1.137368      1.232448
      0.126903      1.412246      1.300927      1.193596      1.269030
      0.130509      1.471138      1.358202      1.249824      1.305093
      0.134066      1.530031      1.415477      1.306052      1.340664
      0.137577      1.588923      1.472752      1.362280      1.375769
      0.141043      1.647815      1.530028      1.418508      1.410432
      0.144467      1.706708      1.587303      1.474736      1.444674
      0.147851      1.765600      1.644578      1.530964      1.478515
      0.151197      1.824492      1.701853      1.587192      1.511973
      0.154506      1.883385      1.759129      1.643420      1.545064
      0.157781      1.942277      1.816404      1.699648      1.577805
      0.161021      2.001169      1.873679      1.755876      1.610210
      0.164229      2.060062      1.930954      1.812104      1.642292
      0.167406      2.118954      1.988229      1.868331      1.674064
      0.170554      2.177846      2.045505      1.924559      1.705537
      0.173672      2.236738      2.102780      1.980787      1.736722
      0.176763      2.295631      2.160055      2.037015      1.767629
      0.179827      2.354523      2.217330      2.093243      1.798269
      0.182865      2.413415      2.274606      2.149471      1.828650
      0.185878      2.472308      2.331881      2.205699      1.858780
      0.188867      2.531200      2.389156      2.261927      1.888669
      0.191832      2.590092      2.446431      2.318155      1.918322
      0.194775      2.648985      2.503707      2.374383      1.947749
      0.197695      2.707877      2.560982      2.430611      1.976954
      0.200595      2.766769      2.618257      2.486839      2.005945
      0.203473      2.825662      2.675532      2.543067      2.034729
      0.206331      2.884554      2.732808      2.599295      2.063310
      0.209169      2.943446      2.790083      2.655523      2.091695
      0.211989      3.002338      2.847358      2.711751      2.119888
      0.214789      3.061231      2.904633      2.767979      2.147895
      0.217572      3.120123      2.961909      2.824207      2.175721
      0.220337      3.179015      3.019184      2.880435      2.203369
      0.223085      3.237908      3.076459      2.936663      2.230846
      0.225815      3.296800      3.133734      2.992891      2.258154
      0.228530      3.355692      3.191009      3.049119      2.285298
      0.231228      3.414585      3.248285      3.105347      2.312282
      0.233911      3.473477      3.305560      3.161575      2.339109
      0.236578      3.532369      3.362835      3.217803      2.365784
      0.239231      3.591262      3.420110      3.274031      2.392308
      0.241869      3.650154      3.477386      3.330259      2.418687
      0.244492      3.709046      3.534661      3.386487      2.444922
      0.247102      3.767938      3.591936      3.442715      2.471018
      0.249698      3.826831      3.649211      3.498943      2.496976
      0.252280      3.885723      3.706487      3.555171      2.522800
      0.254849      3.944615      3.763762      3.611399      2.548493
      0.257406      4.003508      3.821037      3.667627      2.574057
      0.259949      4.062400      3.878312      3.723855      2.599494
      0.262481      4.121292      3.935588      3.780083      2.624808
      0.265000      4.180185      3.992863      3.836311      2.650000
      0.267507      4.239077      4.050138      3.892539      2.675073
      0.270003      4.297969      4.107413      3.948766      2.700029
      0.272487      4.356862      4.164688      4.004994      2.724870
      0.274960      4.415754      4.221964      4.061222      2.749599
      0.277422      4.474646      4.279239      4.117450      2.774216
      0.279873      4.533539      4.336514      4.173678      2.798725
      0.282313      4.592431      4.393789      4.229906      2.823128
      0.284742      4.651323      4.451065      4.286134      2.847425
      0.287162      4.710215      4.508340      4.342362      2.871619
      0.289571      4.769108      4.565615      4.398590      2.895711
      0.291970      4.828000      4.622890      4.454818      2.919704
