  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.67931
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.487533      1.616244      1.796447      1.000000
      0.612781      0.104050      1.488248      1.609035      1.776150      1.040505
      0.648212      0.108024      1.488886      1.602667      1.758455      1.080236
      0.683643      0.111925      1.489458      1.597002      1.742891      1.119249
      0.719074      0.115759      1.489974      1.591929      1.729096      1.157594
      0.754505      0.119531      1.490442      1.587361      1.716783      1.195314
      0.789936      0.123245      1.490868      1.583225      1.705726      1.232448
      0.825367      0.126903      1.491258      1.579463      1.695742      1.269030
      0.860798      0.130509      1.491615      1.576027      1.686682      1.305093
      0.896229      0.134066      1.491945      1.572875      1.678424      1.340664
      0.931660      0.137577      1.492250      1.569974      1.670866      1.375769
      0.967091      0.141043      1.492532      1.567296      1.663922      1.410432
      1.002522      0.144467      1.492795      1.564815      1.657520      1.444674
      1.037953      0.147851      1.493040      1.562510      1.651600      1.478515
      1.073384      0.151197      1.493268      1.560364      1.646108      1.511973
      1.108815      0.154506      1.493483      1.558360      1.641001      1.545064
      1.144246      0.157781      1.493684      1.556485      1.636238      1.577805
      1.179677      0.161021      1.493873      1.554726      1.631787      1.610210
      1.215108      0.164229      1.494051      1.553074      1.627617      1.642292
      1.250539      0.167406      1.494218      1.551519      1.623703      1.674064
      1.285970      0.170554      1.494377      1.550052      1.620022      1.705537
      1.321401      0.173672      1.494527      1.548666      1.616554      1.736722
      1.356832      0.176763      1.494670      1.547355      1.613281      1.767629
      1.392263      0.179827      1.494805      1.546113      1.610186      1.798269
      1.427694      0.182865      1.494933      1.544934      1.607256      1.828650
      1.463125      0.185878      1.495056      1.543815      1.604478      1.858780
      1.498556      0.188867      1.495172      1.542749      1.601840      1.888669
      1.533987      0.191832      1.495283      1.541734      1.599332      1.918322
      1.569418      0.194775      1.495390      1.540766      1.596944      1.947749
      1.604849      0.197695      1.495491      1.539842      1.594669      1.976954
      1.640280      0.200595      1.495588      1.538960      1.592498      2.005945
      1.675711      0.203473      1.495681      1.538115      1.590424      2.034729
      1.711142      0.206331      1.495770      1.537306      1.588442      2.063310
      1.746573      0.209169      1.495856      1.536531      1.586544      2.091695
