  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.29310
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.900000      0.800000      1.000000
      0.104050      1.056271      0.954293      0.852802      1.040505
      0.108024      1.112542      1.008587      0.905605      1.080236
      0.111925      1.168813      1.062880      0.958407      1.119249
      0.115759      1.225084      1.117173      1.011209      1.157594
      0.119531      1.281355      1.171466      1.064011      1.195314
      0.123245      1.337626      1.225760      1.116814      1.232448
      0.126903      1.393897      1.280053      1.169616      1.269030
      0.130509      1.450168      1.334346      1.222418      1.305093
      0.134066      1.506440      1.388640      1.275220      1.340664
      0.137577      1.562711      1.442933      1.328023      1.375769
      0.141043      1.618982      1.497226      1.380825      1.410432
      0.144467      1.675253      1.551520      1.433627      1.444674
      0.147851      1.731524      1.605813      1.486429      1.478515
      0.151197      1.787795      1.660106      1.539232      1.511973
      0.154506      1.844066      1.714399      1.592034      1.545064
      0.157781      1.900337      1.768693      1.644836      1.577805
      0.161021      1.956608      1.822986      1.697638      1.610210
      0.164229      2.012879      1.877279      1.750441      1.642292
      0.167406      2.069150      1.931573      1.803243      1.674064
      0.170554      2.125421      1.985866      1.856045      1.705537
      0.173672      2.181692      2.040159      1.908848      1.736722
      0.176763      2.237963      2.094452      1.961650      1.767629
      0.179827      2.294234      2.148746      2.014452      1.798269
      0.182865      2.350505      2.203039      2.067254      1.828650
      0.185878      2.406777      2.257332      2.120057      1.858780
      0.188867      2.463048      2.311626      2.172859      1.888669
      0.191832      2.519319      2.365919      2.225661      1.918322
      0.194775      2.575590      2.420212      2.278463      1.947749
      0.197695      2.631861      2.474506      2.331266      1.976954
      0.200595      2.688132      2.528799      2.384068      2.005945
      0.203473      2.744403      2.583092      2.436870      2.034729
      0.206331      2.800674      2.637385      2.489672      2.063310
      0.209169      2.856945      2.691679      2.542475      2.091695
      0.211989      2.913216      2.745972      2.595277      2.119888
      0.214789      2.969487      2.800265      2.648079      2.147895
      0.217572      3.025758      2.854559      2.700882      2.175721
      0.220337      3.082029      2.908852      2.753684      2.203369
      0.223085      3.138300      2.963145      2.806486      2.230846
      0.225815      3.194571      3.017438      2.859288      2.258154
      0.228530      3.250842      3.071732      2.912091      2.285298
      0.231228      3.307114      3.126025      2.964893      2.312282
      0.233911      3.363385      3.180318      3.017695      2.339109
      0.236578      3.419656      3.234612      3.070497      2.365784
      0.239231      3.475927      3.288905      3.123300      2.392308
      0.241869      3.532198      3.343198      3.176102      2.418687
      0.244492      3.588469      3.397492      3.228904      2.444922
      0.247102      3.644740      3.451785      3.281706      2.471018
      0.249698      3.701011      3.506078      3.334509      2.496976
      0.252280      3.757282      3.560371      3.387311      2.522800
      0.254849      3.813553      3.614665      3.440113      2.548493
      0.257406      3.869824      3.668958      3.492915      2.574057
      0.259949      3.926095      3.723251      3.545718      2.599494
      0.262481      3.982366      3.777545      3.598520      2.624808
      0.265000      4.038637      3.831838      3.651322      2.650000
      0.267507      4.094908      3.886131      3.704125      2.675073
      0.270003      4.151179      3.940424      3.756927      2.700029
      0.272487      4.207451      3.994718      3.809729      2.724870
      0.274960      4.263722      4.049011      3.862531      2.749599
      0.277422      4.319993      4.103304      3.915334      2.774216
      0.279873      4.376264      4.157598      3.968136      2.798725
      0.282313      4.432535      4.211891      4.020938      2.823128
      0.284742      4.488806      4.266184      4.073740      2.847425
      0.287162      4.545077      4.320478      4.126543      2.871619
      0.289571      4.601348      4.374771      4.179345      2.895711
      0.291970      4.657619      4.429064      4.232147      2.919704
      0.294360      4.713890      4.483357      4.284949      2.943598
      0.296740      4.770161      4.537651      4.337752      2.967396
      0.299110      4.826432      4.591944      4.390554      2.991099
      0.301471      4.882703      4.646237      4.443356      3.014708
      0.303823      4.938974      4.700531      4.496159      3.038225
      0.306165      4.995245      4.754824      4.548961      3.061652
      0.308499      5.051516      4.809117      4.601763      3.084989
      0.310824      5.107787      4.863410      4.654565      3.108238
      0.313140      5.164059      4.917704      4.707368      3.131401
      0.315448      5.220330      4.971997      4.760170      3.154478
      0.317747      5.276601      5.026290      4.812972      3.177471
      0.320038      5.332872      5.080584      4.865774      3.200382
      0.322321      5.389143      5.134877      4.918577      3.223210
      0.324596      5.445414      5.189170      4.971379      3.245958
      0.326863      5.501685      5.243463      5.024181      3.268627
      0.329122      5.557956      5.297757      5.076983      3.291217
      0.331373      5.614227      5.352050      5.129786      3.313730
      0.333617      5.670498      5.406343      5.182588      3.336167
      0.335853      5.726769      5.460637      5.235390      3.358529
      0.338082      5.783040      5.514930      5.288192      3.380816
      0.340303      5.839311      5.569223      5.340995      3.403030
      0.342517      5.895582      5.623517      5.393797      3.425172
      0.344724      5.951853      5.677810      5.446599      3.447243
      0.346924      6.008124      5.732103      5.499402      3.469243
      0.349117      6.064396      5.786396      5.552204      3.491173
      0.351304      6.120667      5.840690      5.605006      3.513035
      0.353483      6.176938      5.894983      5.657808      3.534829
      0.355656      6.233209      5.949276      5.710611      3.556556
      0.357822      6.289480      6.003570      5.763413      3.578217
      0.359981      6.345751      6.057863      5.816215      3.599813
      0.362134      6.402022      6.112156      5.869017      3.621344
      0.364281      6.458293      6.166449      5.921820      3.642811
      0.366422      6.514564      6.220743      5.974622      3.664215
      0.368556      6.570835      6.275036      6.027424      3.685557
      0.370684      6.627106      6.329329      6.080226      3.706837
      0.372806      6.683377      6.383623      6.133029      3.728057
      0.374922      6.739648      6.437916      6.185831      3.749216
      0.377032      6.795919      6.492209      6.238633      3.770315
      0.379136      6.852190      6.546503      6.291436      3.791356
      0.381234      6.908461      6.600796      6.344238      3.812338
      0.383326      6.964733      6.655089      6.397040      3.833263
      0.385413      7.021004      6.709382      6.449842      3.854131
      0.387494      7.077275      6.763676      6.502645      3.874942
      0.389570      7.133546      6.817969      6.555447      3.895698
      0.391640      7.189817      6.872262      6.608249      3.916399
      0.393705      7.246088      6.926556      6.661051      3.937045
      0.395764      7.302359      6.980849      6.713854      3.957637
      0.397818      7.358630      7.035142      6.766656      3.978176
      0.399866      7.414901      7.089435      6.819458      3.998662
      0.401910      7.471172      7.143729      6.872260      4.019095
      0.403948      7.527443      7.198022      6.925063      4.039477
      0.405981      7.583714      7.252315      6.977865      4.059807
      0.408009      7.639985      7.306609      7.030667      4.080087
      0.410032      7.696256      7.360902      7.083469      4.100316
      0.412050      7.752527      7.415195      7.136272      4.120495
      0.414063      7.808798      7.469489      7.189074      4.140626
      0.416071      7.865070      7.523782      7.241876      4.160707
      0.418074      7.921341      7.578075      7.294679      4.180740
      0.420073      7.977612      7.632368      7.347481      4.200725
      0.422066      8.033883      7.686662      7.400283      4.220663
      0.424055      8.090154      7.740955      7.453085      4.240554
      0.426040      8.146425      7.795248      7.505888      4.260398
      0.428020      8.202696      7.849542      7.558690      4.280196
      0.429995      8.258967      7.903835      7.611492      4.299948
      0.431966      8.315238      7.958128      7.664294      4.319656
      0.433932      8.371509      8.012421      7.717097      4.339318
      0.435894      8.427780      8.066715      7.769899      4.358936
      0.437851      8.484051      8.121008      7.822701      4.378510
      0.439804      8.540322      8.175301      7.875503      4.398040
      0.441753      8.596593      8.229595      7.928306      4.417527
      0.443697      8.652864      8.283888      7.981108      4.436971
      0.445637      8.709135      8.338181      8.033910      4.456372
      0.447573      8.765406      8.392475      8.086712      4.475732
      0.449505      8.821678      8.446768      8.139515      4.495049
      0.451433      8.877949      8.501061      8.192317      4.514325
      0.453356      8.934220      8.555354      8.245119      4.533560
      0.455275      8.990491      8.609648      8.297922      4.552755
      0.457191      9.046762      8.663941      8.350724      4.571909
      0.459102      9.103033      8.718234      8.403526      4.591023
      0.461010      9.159304      8.772528      8.456328      4.610097
      0.462913      9.215575      8.826821      8.509131      4.629132
      0.464813      9.271846      8.881114      8.561933      4.648128
      0.466708      9.328117      8.935407      8.614735      4.667085
      0.468600      9.384388      8.989701      8.667537      4.686003
      0.470488      9.440659      9.043994      8.720340      4.704884
      0.472373      9.496930      9.098287      8.773142      4.723727
      0.474253      9.553201      9.152581      8.825944      4.742532
      0.476130      9.609472      9.206874      8.878746      4.761300
      0.478003      9.665743      9.261167      8.931549      4.780031
      0.479873      9.722015      9.315461      8.984351      4.798725
      0.481738      9.778286      9.369754      9.037153      4.817384
      0.483601      9.834557      9.424047      9.089956      4.836006
      0.485459      9.890828      9.478340      9.142758      4.854592
      0.487314      9.947099      9.532634      9.195560      4.873143
      0.489166     10.003370      9.586927      9.248362      4.891658
      0.491014     10.059641      9.641220      9.301165      4.910139
      0.492858     10.115912      9.695514      9.353967      4.928585
      0.494700     10.172183      9.749807      9.406769      4.946996
      0.496537     10.228454      9.804100      9.459571      4.965373
      0.498372     10.284725      9.858393      9.512374      4.983716
      0.500203     10.340996      9.912687      9.565176      5.002026
      0.502030     10.397267      9.966980      9.617978      5.020302
      0.503855     10.453538     10.021273      9.670780      5.038545
      0.505675     10.509809     10.075567      9.723583      5.056755
      0.507493     10.566080     10.129860      9.776385      5.074932
      0.509308     10.622352     10.184153      9.829187      5.093077
      0.511119     10.678623     10.238447      9.881989      5.111189
      0.512927     10.734894     10.292740      9.934792      5.129270
      0.514732     10.791165     10.347033      9.987594      5.147318
      0.516534     10.847436     10.401326     10.040396      5.165335
      0.518332     10.903707     10.455620     10.093199      5.183321
      0.520128     10.959978     10.509913     10.146001      5.201275
      0.521920     11.016249     10.564206     10.198803      5.219199
      0.523709     11.072520     10.618500     10.251605      5.237092
      0.525495     11.128791     10.672793     10.304408      5.254954
      0.527279     11.185062     10.727086     10.357210      5.272786
      0.529059     11.241333     10.781379     10.410012      5.290588
      0.530836     11.297604     10.835673     10.462814      5.308360
