  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.70690
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.900000      0.800000      1.000000
      0.104050      1.061186      0.959884      0.859225      1.040505
      0.108024      1.122372      1.019769      0.918451      1.080236
      0.111925      1.183558      1.079653      0.977676      1.119249
      0.115759      1.244744      1.139538      1.036902      1.157594
      0.119531      1.305929      1.199422      1.096127      1.195314
      0.123245      1.367115      1.259307      1.155353      1.232448
      0.126903      1.428301      1.319191      1.214578      1.269030
      0.130509      1.489487      1.379075      1.273804      1.305093
      0.134066      1.550673      1.438960      1.333029      1.340664
      0.137577      1.611859      1.498844      1.392255      1.375769
      0.141043      1.673045      1.558729      1.451480      1.410432
      0.144467      1.734231      1.618613      1.510706      1.444674
      0.147851      1.795417      1.678498      1.569931      1.478515
      0.151197      1.856603      1.738382      1.629157      1.511973
      0.154506      1.917788      1.798267      1.688382      1.545064
      0.157781      1.978974      1.858151      1.747607      1.577805
      0.161021      2.040160      1.918035      1.806833      1.610210
      0.164229      2.101346      1.977920      1.866058      1.642292
      0.167406      2.162532      2.037804      1.925284      1.674064
      0.170554      2.223718      2.097689      1.984509      1.705537
      0.173672      2.284904      2.157573      2.043735      1.736722
      0.176763      2.346090      2.217458      2.102960      1.767629
      0.179827      2.407276      2.277342      2.162186      1.798269
      0.182865      2.468462      2.337226      2.221411      1.828650
      0.185878      2.529647      2.397111      2.280637      1.858780
      0.188867      2.590833      2.456995      2.339862      1.888669
      0.191832      2.652019      2.516880      2.399088      1.918322
      0.194775      2.713205      2.576764      2.458313      1.947749
      0.197695      2.774391      2.636649      2.517539      1.976954
      0.200595      2.835577      2.696533      2.576764      2.005945
      0.203473      2.896763      2.756418      2.635989      2.034729
      0.206331      2.957949      2.816302      2.695215      2.063310
      0.209169      3.019135      2.876186      2.754440      2.091695
      0.211989      3.080321      2.936071      2.813666      2.119888
      0.214789      3.141506      2.995955      2.872891      2.147895
      0.217572      3.202692      3.055840      2.932117      2.175721
      0.220337      3.263878      3.115724      2.991342      2.203369
      0.223085      3.325064      3.175609      3.050568      2.230846
      0.225815      3.386250      3.235493      3.109793      2.258154
      0.228530      3.447436      3.295377      3.169019      2.285298
      0.231228      3.508622      3.355262      3.228244      2.312282
      0.233911      3.569808      3.415146      3.287470      2.339109
      0.236578      3.630994      3.475031      3.346695      2.365784
      0.239231      3.692180      3.534915      3.405921      2.392308
      0.241869      3.753365      3.594800      3.465146      2.418687
      0.244492      3.814551      3.654684      3.524372      2.444922
      0.247102      3.875737      3.714568      3.583597      2.471018
      0.249698      3.936923      3.774453      3.642822      2.496976
      0.252280      3.998109      3.834337      3.702048      2.522800
      0.254849      4.059295      3.894222      3.761273      2.548493
      0.257406      4.120481      3.954106      3.820499      2.574057
      0.259949      4.181667      4.013991      3.879724      2.599494
      0.262481      4.242853      4.073875      3.938950      2.624808
      0.265000      4.304039      4.133760      3.998175      2.650000
      0.267507      4.365224      4.193644      4.057401      2.675073
      0.270003      4.426410      4.253528      4.116626      2.700029
      0.272487      4.487596      4.313413      4.175852      2.724870
      0.274960      4.548782      4.373297      4.235077      2.749599
      0.277422      4.609968      4.433182      4.294303      2.774216
      0.279873      4.671154      4.493066      4.353528      2.798725
      0.282313      4.732340      4.552951      4.412754      2.823128
      0.284742      4.793526      4.612835      4.471979      2.847425
      0.287162      4.854712      4.672719      4.531204      2.871619
      0.289571      4.915898      4.732604      4.590430      2.895711
      0.291970      4.977083      4.792488      4.649655      2.919704
      0.294360      5.038269      4.852373      4.708881      2.943598
      0.296740      5.099455      4.912257      4.768106      2.967396
      0.299110      5.160641      4.972142      4.827332      2.991099
      0.301471      5.221827      5.032026      4.886557      3.014708
      0.303823      5.283013      5.091911      4.945783      3.038225
      0.306165      5.344199      5.151795      5.005008      3.061652
      0.308499      5.405385      5.211679      5.064234      3.084989
      0.310824      5.466571      5.271564      5.123459      3.108238
      0.313140      5.527757      5.331448      5.182685      3.131401
      0.315448      5.588942      5.391333      5.241910      3.154478
      0.317747      5.650128      5.451217      5.301136      3.177471
      0.320038      5.711314      5.511102      5.360361      3.200382
      0.322321      5.772500      5.570986      5.419586      3.223210
      0.324596      5.833686      5.630870      5.478812      3.245958
      0.326863      5.894872      5.690755      5.538037      3.268627
      0.329122      5.956058      5.750639      5.597263      3.291217
      0.331373      6.017244      5.810524      5.656488      3.313730
      0.333617      6.078430      5.870408      5.715714      3.336167
      0.335853      6.139616      5.930293      5.774939      3.358529
      0.338082      6.200801      5.990177      5.834165      3.380816
      0.340303      6.261987      6.050062      5.893390      3.403030
      0.342517      6.323173      6.109946      5.952616      3.425172
      0.344724      6.384359      6.169830      6.011841      3.447243
      0.346924      6.445545      6.229715      6.071067      3.469243
      0.349117      6.506731      6.289599      6.130292      3.491173
      0.351304      6.567917      6.349484      6.189518      3.513035
      0.353483      6.629103      6.409368      6.248743      3.534829
      0.355656      6.690289      6.469253      6.307968      3.556556
      0.357822      6.751475      6.529137      6.367194      3.578217
      0.359981      6.812660      6.589021      6.426419      3.599813
      0.362134      6.873846      6.648906      6.485645      3.621344
      0.364281      6.935032      6.708790      6.544870      3.642811
      0.366422      6.996218      6.768675      6.604096      3.664215
      0.368556      7.057404      6.828559      6.663321      3.685557
      0.370684      7.118590      6.888444      6.722547      3.706837
      0.372806      7.179776      6.948328      6.781772      3.728057
      0.374922      7.240962      7.008212      6.840998      3.749216
      0.377032      7.302148      7.068097      6.900223      3.770315
      0.379136      7.363334      7.127981      6.959449      3.791356
      0.381234      7.424519      7.187866      7.018674      3.812338
      0.383326      7.485705      7.247750      7.077900      3.833263
      0.385413      7.546891      7.307635      7.137125      3.854131
      0.387494      7.608077      7.367519      7.196351      3.874942
      0.389570      7.669263      7.427404      7.255576      3.895698
      0.391640      7.730449      7.487288      7.314801      3.916399
      0.393705      7.791635      7.547172      7.374027      3.937045
      0.395764      7.852821      7.607057      7.433252      3.957637
      0.397818      7.914007      7.666941      7.492478      3.978176
      0.399866      7.975193      7.726826      7.551703      3.998662
      0.401910      8.036378      7.786710      7.610929      4.019095
      0.403948      8.097564      7.846595      7.670154      4.039477
      0.405981      8.158750      7.906479      7.729380      4.059807
      0.408009      8.219936      7.966363      7.788605      4.080087
      0.410032      8.281122      8.026248      7.847831      4.100316
      0.412050      8.342308      8.086132      7.907056      4.120495
      0.414063      8.403494      8.146017      7.966282      4.140626
      0.416071      8.464680      8.205901      8.025507      4.160707
      0.418074      8.525866      8.265786      8.084733      4.180740
      0.420073      8.587052      8.325670      8.143958      4.200725
      0.422066      8.648237      8.385555      8.203183      4.220663
      0.424055      8.709423      8.445439      8.262409      4.240554
      0.426040      8.770609      8.505323      8.321634      4.260398
      0.428020      8.831795      8.565208      8.380860      4.280196
      0.429995      8.892981      8.625092      8.440085      4.299948
      0.431966      8.954167      8.684977      8.499311      4.319656
      0.433932      9.015353      8.744861      8.558536      4.339318
      0.435894      9.076539      8.804746      8.617762      4.358936
      0.437851      9.137725      8.864630      8.676987      4.378510
      0.439804      9.198911      8.924514      8.736213      4.398040
      0.441753      9.260096      8.984399      8.795438      4.417527
      0.443697      9.321282      9.044283      8.854664      4.436971
      0.445637      9.382468      9.104168      8.913889      4.456372
      0.447573      9.443654      9.164052      8.973115      4.475732
      0.449505      9.504840      9.223937      9.032340      4.495049
      0.451433      9.566026      9.283821      9.091565      4.514325
      0.453356      9.627212      9.343705      9.150791      4.533560
      0.455275      9.688398      9.403590      9.210016      4.552755
      0.457191      9.749584      9.463474      9.269242      4.571909
      0.459102      9.810770      9.523359      9.328467      4.591023
      0.461010      9.871955      9.583243      9.387693      4.610097
      0.462913      9.933141      9.643128      9.446918      4.629132
      0.464813      9.994327      9.703012      9.506144      4.648128
      0.466708     10.055513      9.762897      9.565369      4.667085
      0.468600     10.116699      9.822781      9.624595      4.686003
      0.470488     10.177885      9.882665      9.683820      4.704884
      0.472373     10.239071      9.942550      9.743046      4.723727
      0.474253     10.300257     10.002434      9.802271      4.742532
      0.476130     10.361443     10.062319      9.861497      4.761300
      0.478003     10.422629     10.122203      9.920722      4.780031
      0.479873     10.483814     10.182088      9.979947      4.798725
      0.481738     10.545000     10.241972     10.039173      4.817384
      0.483601     10.606186     10.301856     10.098398      4.836006
      0.485459     10.667372     10.361741     10.157624      4.854592
      0.487314     10.728558     10.421625     10.216849      4.873143
      0.489166     10.789744     10.481510     10.276075      4.891658
      0.491014     10.850930     10.541394     10.335300      4.910139
      0.492858     10.912116     10.601279     10.394526      4.928585
      0.494700     10.973302     10.661163     10.453751      4.946996
      0.496537     11.034487     10.721048     10.512977      4.965373
      0.498372     11.095673     10.780932     10.572202      4.983716
      0.500203     11.156859     10.840816     10.631428      5.002026
      0.502030     11.218045     10.900701     10.690653      5.020302
      0.503855     11.279231     10.960585     10.749879      5.038545
      0.505675     11.340417     11.020470     10.809104      5.056755
      0.507493     11.401603     11.080354     10.868329      5.074932
      0.509308     11.462789     11.140239     10.927555      5.093077
      0.511119     11.523975     11.200123     10.986780      5.111189
      0.512927     11.585161     11.260007     11.046006      5.129270
      0.514732     11.646346     11.319892     11.105231      5.147318
      0.516534     11.707532     11.379776     11.164457      5.165335
      0.518332     11.768718     11.439661     11.223682      5.183321
      0.520128     11.829904     11.499545     11.282908      5.201275
      0.521920     11.891090     11.559430     11.342133      5.219199
      0.523709     11.952276     11.619314     11.401359      5.237092
      0.525495     12.013462     11.679198     11.460584      5.254954
      0.527279     12.074648     11.739083     11.519810      5.272786
      0.529059     12.135834     11.798967     11.579035      5.290588
      0.530836     12.197020     11.858852     11.638261      5.308360
      0.532610     12.258205     11.918736     11.697486      5.326102
      0.534382     12.319391     11.978621     11.756712      5.343815
      0.536150     12.380577     12.038505     11.815937      5.361499
      0.537915     12.441763     12.098390     11.875162      5.379153
      0.539678     12.502949     12.158274     11.934388      5.396778
      0.541438     12.564135     12.218158     11.993613      5.414375
      0.543194     12.625321     12.278043     12.052839      5.431943
      0.544948     12.686507     12.337927     12.112064      5.449483
      0.546699     12.747693     12.397812     12.171290      5.466995
      0.548448     12.808879     12.457696     12.230515      5.484478
      0.550193     12.870064     12.517581     12.289741      5.501934
      0.551936     12.931250     12.577465     12.348966      5.519362
      0.553676     12.992436     12.637349     12.408192      5.536763
      0.555414     13.053622     12.697234     12.467417      5.554136
      0.557148     13.114808     12.757118     12.526643      5.571483
      0.558880     13.175994     12.817003     12.585868      5.588802
      0.560609     13.237180     12.876887     12.645094      5.606095
      0.562336     13.298366     12.936772     12.704319      5.623360
      0.564060     13.359552     12.996656     12.763544      5.640600
      0.565781     13.420738     13.056541     12.822770      5.657813
      0.567500     13.481924     13.116425     12.881995      5.675000
      0.569216     13.543110     13.176309     12.941221      5.692161
      0.570930     13.604297     13.236194     13.000446      5.709296
      0.572641     13.665484     13.296078     13.059672      5.726405
      0.574349     13.726672     13.355963     13.118897      5.743489
      0.576055     13.787861     13.415847     13.178123      5.760548
      0.577758     13.849050     13.475732     13.237348      5.777581
      0.579459     13.910240     13.535616     13.296574      5.794590
      0.581157     13.971431     13.595500     13.355799      5.811573
      0.582853     14.032622     13.655385     13.415025      5.828531
      0.584547     14.093815     13.715269     13.474250      5.845465
      0.586237     14.155009     13.775154     13.533476      5.862375
      0.587926     14.216204     13.835038     13.592701      5.879260
      0.589612     14.277400     13.894923     13.651926      5.896121
      0.591296     14.338598     13.954807     13.711152      5.912958
      0.592977     14.399797     14.014692     13.770377      5.929771
