  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.21034
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.351384      1.444152      1.574030      1.000000
      0.612781      0.104050      1.359170      1.447267      1.569551      1.040505
      0.648212      0.108024      1.366181      1.450054      1.565583      1.080236
      0.683643      0.111925      1.372527      1.452560      1.562044      1.119249
      0.719074      0.115759      1.378299      1.454827      1.558867      1.157594
      0.754505      0.119531      1.383570      1.456888      1.555999      1.195314
      0.789936      0.123245      1.388404      1.458768      1.553398      1.232448
      0.825367      0.126903      1.392852      1.460492      1.551028      1.269030
      0.860798      0.130509      1.396960      1.462077      1.548859      1.305093
      0.896229      0.134066      1.400764      1.463539      1.546867      1.340664
      0.931660      0.137577      1.404297      1.464894      1.545031      1.375769
      0.967091      0.141043      1.407587      1.466151      1.543334      1.410432
      1.002522      0.144467      1.410659      1.467321      1.541760      1.444674
      1.037953      0.147851      1.413532      1.468413      1.540296      1.478515
      1.073384      0.151197      1.416227      1.469434      1.538931      1.511973
      1.108815      0.154506      1.418759      1.470392      1.537656      1.545064
      1.144246      0.157781      1.421142      1.471291      1.536462      1.577805
      1.179677      0.161021      1.423390      1.472137      1.535341      1.610210
      1.215108      0.164229      1.425513      1.472935      1.534287      1.642292
      1.250539      0.167406      1.427521      1.473688      1.533294      1.674064
      1.285970      0.170554      1.429424      1.474401      1.532357      1.705537
      1.321401      0.173672      1.431230      1.475076      1.531471      1.736722
      1.356832      0.176763      1.432945      1.475716      1.530632      1.767629
      1.392263      0.179827      1.434577      1.476325      1.529837      1.798269
      1.427694      0.182865      1.436132      1.476903      1.529082      1.828650
      1.463125      0.185878      1.437614      1.477454      1.528365      1.858780
      1.498556      0.188867      1.439029      1.477979      1.527682      1.888669
      1.533987      0.191832      1.440381      1.478481      1.527031      1.918322
      1.569418      0.194775      1.441675      1.478960      1.526410      1.947749
      1.604849      0.197695      1.442914      1.479418      1.525817      1.976954
      1.640280      0.200595      1.444101      1.479856      1.525250      2.005945
      1.675711      0.203473      1.445240      1.480277      1.524707      2.034729
      1.711142      0.206331      1.446333      1.480680      1.524187      2.063310
      1.746573      0.209169      1.447383      1.481067      1.523689      2.091695
      1.782004      0.211989      1.448394      1.481439      1.523211      2.119888
      1.817435      0.214789      1.449366      1.481796      1.522751      2.147895
      1.852866      0.217572      1.450302      1.482140      1.522310      2.175721
      1.888297      0.220337      1.451204      1.482471      1.521885      2.203369
      1.923728      0.223085      1.452074      1.482790      1.521476      2.230846
      1.959159      0.225815      1.452914      1.483098      1.521082      2.258154
      1.994590      0.228530      1.453724      1.483395      1.520703      2.285298
      2.030021      0.231228      1.454507      1.483682      1.520336      2.312282
      2.065452      0.233911      1.455265      1.483959      1.519983      2.339109
      2.100883      0.236578      1.455997      1.484226      1.519642      2.365784
      2.136314      0.239231      1.456706      1.484485      1.519312      2.392308
      2.171745      0.241869      1.457392      1.484736      1.518993      2.418687
      2.207176      0.244492      1.458057      1.484978      1.518684      2.444922
      2.242607      0.247102      1.458701      1.485213      1.518385      2.471018
      2.278038      0.249698      1.459326      1.485441      1.518096      2.496976
      2.313469      0.252280      1.459932      1.485662      1.517815      2.522800
      2.348900      0.254849      1.460521      1.485876      1.517543      2.548493
      2.384331      0.257406      1.461092      1.486084      1.517280      2.574057
      2.419762      0.259949      1.461647      1.486286      1.517024      2.599494
      2.455193      0.262481      1.462187      1.486482      1.516775      2.624808
      2.490624      0.265000      1.462711      1.486673      1.516534      2.650000
      2.526055      0.267507      1.463222      1.486858      1.516300      2.675073
      2.561486      0.270003      1.463718      1.487038      1.516072      2.700029
      2.596917      0.272487      1.464201      1.487213      1.515850      2.724870
      2.632348      0.274960      1.464672      1.487384      1.515635      2.749599
      2.667779      0.277422      1.465130      1.487550      1.515425      2.774216
      2.703210      0.279873      1.465577      1.487712      1.515221      2.798725
      2.738641      0.282313      1.466012      1.487870      1.515022      2.823128
      2.774072      0.284742      1.466436      1.488023      1.514828      2.847425
      2.809503      0.287162      1.466850      1.488173      1.514639      2.871619
      2.844934      0.289571      1.467254      1.488319      1.514455      2.895711
      2.880365      0.291970      1.467648      1.488462      1.514276      2.919704
      2.915796      0.294360      1.468033      1.488601      1.514100      2.943598
      2.951227      0.296740      1.468409      1.488737      1.513930      2.967396
      2.986658      0.299110      1.468776      1.488870      1.513763      2.991099
      3.022089      0.301471      1.469134      1.488999      1.513600      3.014708
      3.057520      0.303823      1.469484      1.489126      1.513441      3.038225
      3.092951      0.306165      1.469827      1.489249      1.513286      3.061652
      3.128382      0.308499      1.470162      1.489370      1.513134      3.084989
      3.163813      0.310824      1.470490      1.489489      1.512986      3.108238
      3.199244      0.313140      1.470810      1.489604      1.512840      3.131401
      3.234675      0.315448      1.471124      1.489717      1.512699      3.154478
      3.270106      0.317747      1.471430      1.489828      1.512560      3.177471
      3.305537      0.320038      1.471731      1.489936      1.512424      3.200382
