  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.15517
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.335367      1.423905      1.547864      1.000000
      0.612781      0.104050      1.343895      1.428094      1.545013      1.040505
      0.648212      0.108024      1.351584      1.431846      1.542483      1.080236
      0.683643      0.111925      1.358550      1.435226      1.540222      1.119249
      0.719074      0.115759      1.364892      1.438286      1.538190      1.157594
      0.754505      0.119531      1.370690      1.441070      1.536353      1.195314
      0.789936      0.123245      1.376010      1.443614      1.534685      1.232448
      0.825367      0.126903      1.380910      1.445947      1.533163      1.269030
      0.860798      0.130509      1.385438      1.448095      1.531769      1.305093
      0.896229      0.134066      1.389633      1.450079      1.530488      1.340664
      0.931660      0.137577      1.393533      1.451916      1.529305      1.375769
      0.967091      0.141043      1.397166      1.453624      1.528212      1.410432
      1.002522      0.144467      1.400559      1.455214      1.527197      1.444674
      1.037953      0.147851      1.403736      1.456698      1.526252      1.478515
      1.073384      0.151197      1.406716      1.458088      1.525371      1.511973
      1.108815      0.154506      1.409517      1.459391      1.524547      1.545064
      1.144246      0.157781      1.412155      1.460615      1.523775      1.577805
      1.179677      0.161021      1.414643      1.461768      1.523050      1.610210
      1.215108      0.164229      1.416994      1.462855      1.522367      1.642292
      1.250539      0.167406      1.419219      1.463882      1.521725      1.674064
      1.285970      0.170554      1.421328      1.464854      1.521118      1.705537
      1.321401      0.173672      1.423330      1.465775      1.520544      1.736722
      1.356832      0.176763      1.425232      1.466649      1.520000      1.767629
      1.392263      0.179827      1.427042      1.467479      1.519484      1.798269
      1.427694      0.182865      1.428767      1.468269      1.518995      1.828650
      1.463125      0.185878      1.430412      1.469022      1.518529      1.858780
      1.498556      0.188867      1.431982      1.469739      1.518086      1.888669
      1.533987      0.191832      1.433484      1.470424      1.517663      1.918322
      1.569418      0.194775      1.434920      1.471079      1.517260      1.947749
      1.604849      0.197695      1.436296      1.471706      1.516874      1.976954
      1.640280      0.200595      1.437615      1.472306      1.516506      2.005945
      1.675711      0.203473      1.438880      1.472881      1.516153      2.034729
      1.711142      0.206331      1.440095      1.473432      1.515815      2.063310
      1.746573      0.209169      1.441263      1.473962      1.515491      2.091695
      1.782004      0.211989      1.442386      1.474471      1.515180      2.119888
      1.817435      0.214789      1.443467      1.474960      1.514881      2.147895
      1.852866      0.217572      1.444508      1.475431      1.514594      2.175721
      1.888297      0.220337      1.445511      1.475885      1.514317      2.203369
      1.923728      0.223085      1.446479      1.476322      1.514051      2.230846
      1.959159      0.225815      1.447413      1.476743      1.513795      2.258154
      1.994590      0.228530      1.448315      1.477150      1.513547      2.285298
      2.030021      0.231228      1.449186      1.477543      1.513309      2.312282
      2.065452      0.233911      1.450029      1.477923      1.513079      2.339109
      2.100883      0.236578      1.450844      1.478289      1.512856      2.365784
      2.136314      0.239231      1.451633      1.478644      1.512641      2.392308
      2.171745      0.241869      1.452397      1.478988      1.512433      2.418687
      2.207176      0.244492      1.453137      1.479321      1.512232      2.444922
      2.242607      0.247102      1.453855      1.479643      1.512037      2.471018
      2.278038      0.249698      1.454551      1.479955      1.511848      2.496976
      2.313469      0.252280      1.455226      1.480258      1.511666      2.522800
      2.348900      0.254849      1.455882      1.480552      1.511488      2.548493
      2.384331      0.257406      1.456518      1.480837      1.511316      2.574057
      2.419762      0.259949      1.457137      1.481114      1.511149      2.599494
      2.455193      0.262481      1.457738      1.481384      1.510987      2.624808
      2.490624      0.265000      1.458322      1.481645      1.510830      2.650000
      2.526055      0.267507      1.458891      1.481900      1.510677      2.675073
      2.561486      0.270003      1.459444      1.482147      1.510528      2.700029
      2.596917      0.272487      1.459983      1.482388      1.510383      2.724870
      2.632348      0.274960      1.460507      1.482622      1.510243      2.749599
      2.667779      0.277422      1.461018      1.482850      1.510106      2.774216
      2.703210      0.279873      1.461516      1.483072      1.509972      2.798725
      2.738641      0.282313      1.462001      1.483289      1.509843      2.823128
      2.774072      0.284742      1.462474      1.483500      1.509716      2.847425
      2.809503      0.287162      1.462936      1.483706      1.509593      2.871619
      2.844934      0.289571      1.463386      1.483907      1.509473      2.895711
      2.880365      0.291970      1.463826      1.484102      1.509355      2.919704
      2.915796      0.294360      1.464255      1.484294      1.509241      2.943598
      2.951227      0.296740      1.464674      1.484480      1.509129      2.967396
      2.986658      0.299110      1.465083      1.484662      1.509020      2.991099
      3.022089      0.301471      1.465483      1.484840      1.508914      3.014708
      3.057520      0.303823      1.465874      1.485014      1.508810      3.038225
      3.092951      0.306165      1.466256      1.485184      1.508709      3.061652
      3.128382      0.308499      1.466630      1.485351      1.508609      3.084989
      3.163813      0.310824      1.466995      1.485513      1.508512      3.108238
      3.199244      0.313140      1.467353      1.485672      1.508418      3.131401
      3.234675      0.315448      1.467703      1.485827      1.508325      3.154478
      3.270106      0.317747      1.468045      1.485979      1.508234      3.177471
      3.305537      0.320038      1.468381      1.486128      1.508145      3.200382
      3.340968      0.322321      1.468709      1.486274      1.508059      3.223210
      3.376399      0.324596      1.469031      1.486417      1.507974      3.245958
      3.411830      0.326863      1.469346      1.486557      1.507890      3.268627
      3.447261      0.329122      1.469654      1.486694      1.507809      3.291217
      3.482692      0.331373      1.469957      1.486828      1.507729      3.313730
      3.518123      0.333617      1.470253      1.486959      1.507651      3.336167
      3.553554      0.335853      1.470544      1.487088      1.507574      3.358529
      3.588985      0.338082      1.470829      1.487215      1.507499      3.380816
      3.624416      0.340303      1.471109      1.487339      1.507425      3.403030
      3.659847      0.342517      1.471383      1.487460      1.507353      3.425172
      3.695278      0.344724      1.471653      1.487579      1.507282      3.447243
      3.730709      0.346924      1.471917      1.487696      1.507213      3.469243
      3.766140      0.349117      1.472176      1.487811      1.507144      3.491173
      3.801571      0.351304      1.472431      1.487924      1.507078      3.513035
      3.837002      0.353483      1.472680      1.488034      1.507012      3.534829
      3.872433      0.355656      1.472926      1.488143      1.506947      3.556556
      3.907864      0.357822      1.473167      1.488250      1.506884      3.578217
      3.943295      0.359981      1.473404      1.488354      1.506822      3.599813
      3.978726      0.362134      1.473637      1.488457      1.506761      3.621344
