  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.62414
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.900000      0.800000      1.000000
      0.104050      1.060203      0.958766      0.857941      1.040505
      0.108024      1.120406      1.017532      0.915882      1.080236
      0.111925      1.180609      1.076299      0.973822      1.119249
      0.115759      1.240812      1.135065      1.031763      1.157594
      0.119531      1.301015      1.193831      1.089704      1.195314
      0.123245      1.361218      1.252597      1.147645      1.232448
      0.126903      1.421421      1.311363      1.205586      1.269030
      0.130509      1.481623      1.370130      1.263527      1.305093
      0.134066      1.541826      1.428896      1.321467      1.340664
      0.137577      1.602029      1.487662      1.379408      1.375769
      0.141043      1.662232      1.546428      1.437349      1.410432
      0.144467      1.722435      1.605194      1.495290      1.444674
      0.147851      1.782638      1.663961      1.553231      1.478515
      0.151197      1.842841      1.722727      1.611172      1.511973
      0.154506      1.903044      1.781493      1.669112      1.545064
      0.157781      1.963247      1.840259      1.727053      1.577805
      0.161021      2.023450      1.899026      1.784994      1.610210
      0.164229      2.083653      1.957792      1.842935      1.642292
      0.167406      2.143856      2.016558      1.900876      1.674064
      0.170554      2.204059      2.075324      1.958817      1.705537
      0.173672      2.264262      2.134090      2.016757      1.736722
      0.176763      2.324464      2.192857      2.074698      1.767629
      0.179827      2.384667      2.251623      2.132639      1.798269
      0.182865      2.444870      2.310389      2.190580      1.828650
      0.185878      2.505073      2.369155      2.248521      1.858780
      0.188867      2.565276      2.427921      2.306462      1.888669
      0.191832      2.625479      2.486688      2.364402      1.918322
      0.194775      2.685682      2.545454      2.422343      1.947749
      0.197695      2.745885      2.604220      2.480284      1.976954
      0.200595      2.806088      2.662986      2.538225      2.005945
      0.203473      2.866291      2.721752      2.596166      2.034729
      0.206331      2.926494      2.780519      2.654106      2.063310
      0.209169      2.986697      2.839285      2.712047      2.091695
