  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.67931
      Tau        exp. factor        a1             a2             a3         exp. ratio   
      0.577350      0.100000      1.000000      0.900000      0.800000      1.000000
      0.612781      0.104050      1.060858      0.959512      0.858797      1.040505
      0.648212      0.108024      1.121716      1.019023      0.917595      1.080236
      0.683643      0.111925      1.182575      1.078535      0.976392      1.119249
      0.719074      0.115759      1.243433      1.138047      1.035189      1.157594
      0.754505      0.119531      1.304291      1.197558      1.093986      1.195314
      0.789936      0.123245      1.365149      1.257070      1.152784      1.232448
      0.825367      0.126903      1.426008      1.316582      1.211581      1.269030
      0.860798      0.130509      1.486866      1.376094      1.270378      1.305093
      0.896229      0.134066      1.547724      1.435605      1.329175      1.340664
      0.931660      0.137577      1.608582      1.495117      1.387973      1.375769
      0.967091      0.141043      1.669441      1.554629      1.446770      1.410432
      1.002522      0.144467      1.730299      1.614140      1.505567      1.444674
      1.037953      0.147851      1.791157      1.673652      1.564364      1.478515
      1.073384      0.151197      1.852015      1.733164      1.623162      1.511973
      1.108815      0.154506      1.912874      1.792675      1.681959      1.545064
      1.144246      0.157781      1.973732      1.852187      1.740756      1.577805
      1.179677      0.161021      2.034590      1.911699      1.799553      1.610210
      1.215108      0.164229      2.095448      1.971210      1.858351      1.642292
      1.250539      0.167406      2.156307      2.030722      1.917148      1.674064
      1.285970      0.170554      2.217165      2.090234      1.975945      1.705537
      1.321401      0.173672      2.278023      2.149746      2.034742      1.736722
      1.356832      0.176763      2.338881      2.209257      2.093540      1.767629
      1.392263      0.179827      2.399740      2.268769      2.152337      1.798269
      1.427694      0.182865      2.460598      2.328281      2.211134      1.828650
      1.463125      0.185878      2.521456      2.387792      2.269931      1.858780
      1.498556      0.188867      2.582314      2.447304      2.328729      1.888669
      1.533987      0.191832      2.643173      2.506816      2.387526      1.918322
      1.569418      0.194775      2.704031      2.566327      2.446323      1.947749
      1.604849      0.197695      2.764889      2.625839      2.505120      1.976954
      1.640280      0.200595      2.825747      2.685351      2.563918      2.005945
      1.675711      0.203473      2.886606      2.744862      2.622715      2.034729
      1.711142      0.206331      2.947464      2.804374      2.681512      2.063310
      1.746573      0.209169      3.008322      2.863886      2.740309      2.091695
      1.782004      0.211989      3.069180      2.923398      2.799107      2.119888
      1.817435      0.214789      3.130039      2.982909      2.857904      2.147895
      1.852866      0.217572      3.190897      3.042421      2.916701      2.175721
      1.888297      0.220337      3.251755      3.101933      2.975498      2.203369
      1.923728      0.223085      3.312613      3.161444      3.034296      2.230846
      1.959159      0.225815      3.373471      3.220956      3.093093      2.258154
      1.994590      0.228530      3.434330      3.280468      3.151890      2.285298
      2.030021      0.231228      3.495188      3.339979      3.210687      2.312282
      2.065452      0.233911      3.556046      3.399491      3.269485      2.339109
      2.100883      0.236578      3.616904      3.459003      3.328282      2.365784
      2.136314      0.239231      3.677763      3.518515      3.387079      2.392308
      2.171745      0.241869      3.738621      3.578026      3.445876      2.418687
      2.207176      0.244492      3.799479      3.637538      3.504674      2.444922
      2.242607      0.247102      3.860337      3.697050      3.563471      2.471018
      2.278038      0.249698      3.921196      3.756561      3.622268      2.496976
      2.313469      0.252280      3.982054      3.816073      3.681065      2.522800
      2.348900      0.254849      4.042912      3.875585      3.739863      2.548493
      2.384331      0.257406      4.103770      3.935096      3.798660      2.574057
      2.419762      0.259949      4.164629      3.994608      3.857457      2.599494
      2.455193      0.262481      4.225487      4.054120      3.916254      2.624808
      2.490624      0.265000      4.286345      4.113631      3.975052      2.650000
      2.526055      0.267507      4.347203      4.173143      4.033849      2.675073
      2.561486      0.270003      4.408062      4.232655      4.092646      2.700029
      2.596917      0.272487      4.468920      4.292167      4.151443      2.724870
      2.632348      0.274960      4.529778      4.351678      4.210241      2.749599
      2.667779      0.277422      4.590636      4.411190      4.269038      2.774216
      2.703210      0.279873      4.651495      4.470702      4.327835      2.798725
      2.738641      0.282313      4.712353      4.530213      4.386632      2.823128
      2.774072      0.284742      4.773211      4.589725      4.445430      2.847425
      2.809503      0.287162      4.834069      4.649237      4.504227      2.871619
      2.844934      0.289571      4.894928      4.708748      4.563024      2.895711
      2.880365      0.291970      4.955786      4.768260      4.621822      2.919704
      2.915796      0.294360      5.016644      4.827772      4.680619      2.943598
      2.951227      0.296740      5.077502      4.887283      4.739416      2.967396
      2.986658      0.299110      5.138361      4.946795      4.798213      2.991099
      3.022089      0.301471      5.199219      5.006307      4.857011      3.014708
      3.057520      0.303823      5.260077      5.065819      4.915808      3.038225
      3.092951      0.306165      5.320935      5.125330      4.974605      3.061652
      3.128382      0.308499      5.381794      5.184842      5.033402      3.084989
      3.163813      0.310824      5.442652      5.244354      5.092200      3.108238
      3.199244      0.313140      5.503510      5.303865      5.150997      3.131401
      3.234675      0.315448      5.564368      5.363377      5.209794      3.154478
      3.270106      0.317747      5.625227      5.422889      5.268591      3.177471
      3.305537      0.320038      5.686085      5.482400      5.327389      3.200382
      3.340968      0.322321      5.746943      5.541912      5.386186      3.223210
      3.376399      0.324596      5.807801      5.601424      5.444983      3.245958
      3.411830      0.326863      5.868659      5.660935      5.503780      3.268627
