  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.90000   0.80000   0.00000   0.00000   0.00000   0.10000  -0.59655
      Tau        exp. factor        a1             a2             a3         exp. ratio   
      0.577350      0.100000      1.000000      0.900000      0.800000      1.000000
      0.612781      0.104050      1.059875      0.958393      0.857513      1.040505
      0.648212      0.108024      1.119751      1.016787      0.915025      1.080236
      0.683643      0.111925      1.179626      1.075180      0.972538      1.119249
      0.719074      0.115759      1.239501      1.133574      1.030050      1.157594
      0.754505      0.119531      1.299376      1.191967      1.087563      1.195314
      0.789936      0.123245      1.359252      1.250361      1.145076      1.232448
      0.825367      0.126903      1.419127      1.308754      1.202588      1.269030
      0.860798      0.130509      1.479002      1.367148      1.260101      1.305093
      0.896229      0.134066      1.538877      1.425541      1.317614      1.340664
      0.931660      0.137577      1.598753      1.483935      1.375126      1.375769
      0.967091      0.141043      1.658628      1.542328      1.432639      1.410432
      1.002522      0.144467      1.718503      1.600722      1.490151      1.444674
      1.037953      0.147851      1.778379      1.659115      1.547664      1.478515
      1.073384      0.151197      1.838254      1.717509      1.605177      1.511973
      1.108815      0.154506      1.898129      1.775902      1.662689      1.545064
      1.144246      0.157781      1.958004      1.834295      1.720202      1.577805
      1.179677      0.161021      2.017880      1.892689      1.777714      1.610210
      1.215108      0.164229      2.077755      1.951082      1.835227      1.642292
      1.250539      0.167406      2.137630      2.009476      1.892740      1.674064
      1.285970      0.170554      2.197506      2.067869      1.950252      1.705537
      1.321401      0.173672      2.257381      2.126263      2.007765      1.736722
      1.356832      0.176763      2.317256      2.184656      2.065277      1.767629
      1.392263      0.179827      2.377131      2.243050      2.122790      1.798269
      1.427694      0.182865      2.437007      2.301443      2.180303      1.828650
      1.463125      0.185878      2.496882      2.359837      2.237815      1.858780
      1.498556      0.188867      2.556757      2.418230      2.295328      1.888669
      1.533987      0.191832      2.616632      2.476624      2.352841      1.918322
      1.569418      0.194775      2.676508      2.535017      2.410353      1.947749
      1.604849      0.197695      2.736383      2.593410      2.467866      1.976954
      1.640280      0.200595      2.796258      2.651804      2.525378      2.005945
      1.675711      0.203473      2.856134      2.710197      2.582891      2.034729
      1.711142      0.206331      2.916009      2.768591      2.640404      2.063310
      1.746573      0.209169      2.975884      2.826984      2.697916      2.091695
      1.782004      0.211989      3.035759      2.885378      2.755429      2.119888
