  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000   0.00000
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.239990      1.397004      1.737345      1.000000
      0.612852      0.104059      1.243050      1.385680      1.690159      1.040585
      0.648355      0.108039      1.245708      1.375420      1.648966      1.080394
      0.683857      0.111948      1.248034      1.366071      1.612621      1.119482
      0.719359      0.115790      1.250085      1.357509      1.580258      1.157899
      0.754861      0.119569      1.251907      1.349634      1.551207      1.195689
      0.790363      0.123289      1.253535      1.342361      1.524946      1.232892
      0.825865      0.126954      1.254998      1.335618      1.501056      1.269540
      0.861367      0.130567      1.256321      1.329347      1.479203      1.305668
      0.896870      0.134130      1.257523      1.323496      1.459110      1.341302
      0.932372      0.137647      1.258620      1.318023      1.440553      1.376469
      0.967874      0.141119      1.259627      1.312888      1.423344      1.411193
      1.003376      0.144549      1.260554      1.308061      1.407324      1.445494
      1.038878      0.147939      1.261412      1.303512      1.392360      1.479393
      1.074380      0.151291      1.262209      1.299217      1.378339      1.512908
      1.109882      0.154606      1.262951      1.295153      1.365163      1.546055
      1.145385      0.157885      1.263645      1.291301      1.352747      1.578852
      1.180887      0.161131      1.264297      1.287645      1.341020      1.611311
      1.216389      0.164345      1.264910      1.284168      1.329916      1.643446
      1.251891      0.167527      1.265489      1.280858      1.319382      1.675270
      1.287393      0.170679      1.266038      1.277701      1.309366      1.706794
      1.322895      0.173803      1.266558      1.274687      1.299827      1.738031
      1.358397      0.176899      1.267053      1.271806      1.290724      1.768988
      1.393900      0.179968      1.267526      1.269048      1.282025      1.799678
      1.429402      0.183011      1.267978      1.266406      1.273698      1.830108
      1.464904      0.186029      1.268411      1.263872      1.265716      1.860287
      1.500406      0.189022      1.268828      1.261439      1.258054      1.890223
      1.535908      0.191992      1.269228      1.259101      1.250689      1.919923
      1.571410      0.194940      1.269614      1.256852      1.243602      1.949396
      1.606912      0.197865      1.269987      1.254687      1.236774      1.978648
      1.642415      0.200769      1.270347      1.252602      1.230188      2.007685
      1.677917      0.203651      1.270697      1.250591      1.223829      2.036514
      1.713419      0.206514      1.271036      1.248650      1.217683      2.065140
      1.748921      0.209357      1.271366      1.246776      1.211737      2.093569
      1.784423      0.212181      1.271686      1.244966      1.205980      2.121806
      1.819925      0.214986      1.271999      1.243216      1.200400      2.149856
      1.855427      0.217773      1.272304      1.241522      1.194988      2.177725
      1.890930      0.220542      1.272601      1.239883      1.189735      2.205417
      1.926432      0.223294      1.272893      1.238295      1.184632      2.232935
      1.961934      0.226029      1.273177      1.236756      1.179671      2.260286
      1.997436      0.228747      1.273456      1.235264      1.174845      2.287471
      2.032938      0.231450      1.273730      1.233816      1.170148      2.314497
      2.068440      0.234136      1.273999      1.232411      1.165572      2.341365
      2.103943      0.236808      1.274262      1.231046      1.161112      2.368080
      2.139445      0.239464      1.274521      1.229721      1.156763      2.394645
      2.174947      0.242106      1.274776      1.228432      1.152519      2.421063
      2.210449      0.244734      1.275027      1.227179      1.148375      2.447339
      2.245951      0.247347      1.275274      1.225961      1.144328      2.473474
      2.281453      0.249947      1.275518      1.224775      1.140372      2.499471
      2.316955      0.252533      1.275758      1.223620      1.136505      2.525334
      2.352458      0.255107      1.275995      1.222496      1.132721      2.551066
      2.387960      0.257667      1.276229      1.221400      1.129018      2.576668
      2.423462      0.260214      1.276460      1.220332      1.125393      2.602143
      2.458964      0.262749      1.276688      1.219292      1.121842      2.627495
      2.494466      0.265272      1.276914      1.218277      1.118362      2.652725
      2.529968      0.267783      1.277137      1.217286      1.114950      2.677835
      2.565470      0.270283      1.277358      1.216320      1.111605      2.702828
      2.600973      0.272771      1.277576      1.215377      1.108323      2.727706
      2.636475      0.275247      1.277792      1.214456      1.105102      2.752471
      2.671977      0.277713      1.278006      1.213557      1.101940      2.777126
      2.707479      0.280167      1.278218      1.212678      1.098834      2.801671
      2.742981      0.282611      1.278429      1.211819      1.095783      2.826109
      2.778483      0.285044      1.278637      1.210980      1.092786      2.850442
      2.813985      0.287467      1.278844      1.210160      1.089839      2.874672
      2.849488      0.289880      1.279048      1.209357      1.086941      2.898800
      2.884990      0.292283      1.279252      1.208573      1.084091      2.922828
      2.920492      0.294676      1.279453      1.207805      1.081287      2.946758
      2.955994      0.297059      1.279653      1.207053      1.078527      2.970590
      2.991496      0.299433      1.279852      1.206318      1.075811      2.994328
      3.026998      0.301797      1.280049      1.205598      1.073137      3.017972
