  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.32069
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.800000      0.600000      1.000000
      0.104050      1.053879      0.849891      0.648452      1.040505
      0.108024      1.107759      0.899781      0.696903      1.080236
      0.111925      1.161638      0.949672      0.745355      1.119249
      0.115759      1.215518      0.999562      0.793806      1.157594
      0.119531      1.269397      1.049453      0.842258      1.195314
      0.123245      1.323277      1.099343      0.890709      1.232448
      0.126903      1.377156      1.149234      0.939161      1.269030
      0.130509      1.431035      1.199125      0.987613      1.305093
      0.134066      1.484915      1.249015      1.036064      1.340664
      0.137577      1.538794      1.298906      1.084516      1.375769
      0.141043      1.592674      1.348796      1.132967      1.410432
      0.144467      1.646553      1.398687      1.181419      1.444674
      0.147851      1.700432      1.448577      1.229871      1.478515
      0.151197      1.754312      1.498468      1.278322      1.511973
      0.154506      1.808191      1.548359      1.326774      1.545064
      0.157781      1.862071      1.598249      1.375225      1.577805
      0.161021      1.915950      1.648140      1.423677      1.610210
      0.164229      1.969830      1.698030      1.472128      1.642292
      0.167406      2.023709      1.747921      1.520580      1.674064
      0.170554      2.077588      1.797811      1.569032      1.705537
      0.173672      2.131468      1.847702      1.617483      1.736722
      0.176763      2.185347      1.897593      1.665935      1.767629
      0.179827      2.239227      1.947483      1.714386      1.798269
      0.182865      2.293106      1.997374      1.762838      1.828650
      0.185878      2.346986      2.047264      1.811290      1.858780
      0.188867      2.400865      2.097155      1.859741      1.888669
      0.191832      2.454744      2.147045      1.908193      1.918322
      0.194775      2.508624      2.196936      1.956644      1.947749
      0.197695      2.562503      2.246827      2.005096      1.976954
      0.200595      2.616383      2.296717      2.053547      2.005945
      0.203473      2.670262      2.346608      2.101999      2.034729
      0.206331      2.724141      2.396498      2.150451      2.063310
      0.209169      2.778021      2.446389      2.198902      2.091695
      0.211989      2.831900      2.496279      2.247354      2.119888
      0.214789      2.885780      2.546170      2.295805      2.147895
      0.217572      2.939659      2.596061      2.344257      2.175721
      0.220337      2.993539      2.645951      2.392709      2.203369
      0.223085      3.047418      2.695842      2.441160      2.230846
      0.225815      3.101297      2.745732      2.489612      2.258154
      0.228530      3.155177      2.795623      2.538063      2.285298
      0.231228      3.209056      2.845513      2.586515      2.312282
      0.233911      3.262936      2.895404      2.634966      2.339109
      0.236578      3.316815      2.945295      2.683418      2.365784
      0.239231      3.370695      2.995185      2.731870      2.392308
      0.241869      3.424574      3.045076      2.780321      2.418687
      0.244492      3.478453      3.094966      2.828773      2.444922
      0.247102      3.532333      3.144857      2.877224      2.471018
      0.249698      3.586212      3.194747      2.925676      2.496976
      0.252280      3.640092      3.244638      2.974128      2.522800
      0.254849      3.693971      3.294529      3.022579      2.548493
      0.257406      3.747851      3.344419      3.071031      2.574057
      0.259949      3.801730      3.394310      3.119482      2.599494
      0.262481      3.855609      3.444200      3.167934      2.624808
      0.265000      3.909489      3.494091      3.216385      2.650000
      0.267507      3.963368      3.543981      3.264837      2.675073
      0.270003      4.017248      3.593872      3.313289      2.700029
      0.272487      4.071127      3.643763      3.361740      2.724870
      0.274960      4.125006      3.693653      3.410192      2.749599
      0.277422      4.178886      3.743544      3.458643      2.774216
      0.279873      4.232765      3.793434      3.507095      2.798725
      0.282313      4.286645      3.843325      3.555546      2.823128
      0.284742      4.340524      3.893215      3.603998      2.847425
      0.287162      4.394404      3.943106      3.652450      2.871619
      0.289571      4.448283      3.992997      3.700901      2.895711
      0.291970      4.502162      4.042887      3.749353      2.919704
      0.294360      4.556042      4.092778      3.797804      2.943598
      0.296740      4.609921      4.142668      3.846256      2.967396
      0.299110      4.663801      4.192559      3.894708      2.991099
      0.301471      4.717680      4.242449      3.943159      3.014708
      0.303823      4.771560      4.292340      3.991611      3.038225
      0.306165      4.825439      4.342231      4.040062      3.061652
      0.308499      4.879318      4.392121      4.088514      3.084989
      0.310824      4.933198      4.442012      4.136965      3.108238
      0.313140      4.987077      4.491902      4.185417      3.131401
      0.315448      5.040957      4.541793      4.233869      3.154478
      0.317747      5.094836      4.591683      4.282320      3.177471
      0.320038      5.148715      4.641574      4.330772      3.200382
      0.322321      5.202595      4.691464      4.379223      3.223210
      0.324596      5.256474      4.741355      4.427675      3.245958
      0.326863      5.310354      4.791246      4.476127      3.268627
      0.329122      5.364233      4.841136      4.524578      3.291217
      0.331373      5.418113      4.891027      4.573030      3.313730
      0.333617      5.471992      4.940917      4.621481      3.336167
      0.335853      5.525871      4.990808      4.669933      3.358529
      0.338082      5.579751      5.040698      4.718384      3.380816
      0.340303      5.633630      5.090589      4.766836      3.403030
      0.342517      5.687510      5.140480      4.815288      3.425172
      0.344724      5.741389      5.190370      4.863739      3.447243
      0.346924      5.795269      5.240261      4.912191      3.469243
      0.349117      5.849148      5.290151      4.960642      3.491173
      0.351304      5.903027      5.340042      5.009094      3.513035
      0.353483      5.956907      5.389932      5.057546      3.534829
      0.355656      6.010786      5.439823      5.105997      3.556556
      0.357822      6.064666      5.489714      5.154449      3.578217
      0.359981      6.118545      5.539604      5.202900      3.599813
      0.362134      6.172424      5.589495      5.251352      3.621344
      0.364281      6.226304      5.639385      5.299803      3.642811
      0.366422      6.280183      5.689276      5.348255      3.664215
      0.368556      6.334063      5.739166      5.396707      3.685557
      0.370684      6.387942      5.789057      5.445158      3.706837
      0.372806      6.441822      5.838948      5.493610      3.728057
      0.374922      6.495701      5.888838      5.542061      3.749216
      0.377032      6.549580      5.938729      5.590513      3.770315
      0.379136      6.603460      5.988619      5.638965      3.791356
      0.381234      6.657339      6.038510      5.687416      3.812338
      0.383326      6.711219      6.088400      5.735868      3.833263
      0.385413      6.765098      6.138291      5.784319      3.854131
      0.387494      6.818978      6.188182      5.832771      3.874942
      0.389570      6.872857      6.238072      5.881222      3.895698
      0.391640      6.926736      6.287963      5.929674      3.916399
      0.393705      6.980616      6.337853      5.978126      3.937045
      0.395764      7.034495      6.387744      6.026577      3.957637
      0.397818      7.088375      6.437634      6.075029      3.978176
      0.399866      7.142254      6.487525      6.123480      3.998662
      0.401910      7.196133      6.537416      6.171932      4.019095
      0.403948      7.250013      6.587306      6.220383      4.039477
      0.405981      7.303892      6.637197      6.268835      4.059807
      0.408009      7.357772      6.687087      6.317287      4.080087
      0.410032      7.411651      6.736978      6.365738      4.100316
      0.412050      7.465531      6.786868      6.414190      4.120495
      0.414063      7.519410      6.836759      6.462641      4.140626
      0.416071      7.573289      6.886650      6.511093      4.160707
      0.418074      7.627169      6.936540      6.559545      4.180740
      0.420073      7.681048      6.986431      6.607996      4.200725
      0.422066      7.734928      7.036321      6.656448      4.220663
      0.424055      7.788807      7.086212      6.704899      4.240554
      0.426040      7.842687      7.136102      6.753351      4.260398
      0.428020      7.896566      7.185993      6.801802      4.280196
      0.429995      7.950445      7.235884      6.850254      4.299948
      0.431966      8.004325      7.285774      6.898706      4.319656
      0.433932      8.058204      7.335665      6.947157      4.339318
      0.435894      8.112084      7.385555      6.995609      4.358936
      0.437851      8.165963      7.435446      7.044060      4.378510
      0.439804      8.219843      7.485336      7.092512      4.398040
      0.441753      8.273722      7.535227      7.140964      4.417527
      0.443697      8.327601      7.585118      7.189415      4.436971
      0.445637      8.381481      7.635008      7.237867      4.456372
      0.447573      8.435360      7.684899      7.286318      4.475732
      0.449505      8.489240      7.734789      7.334770      4.495049
      0.451433      8.543119      7.784680      7.383221      4.514325
      0.453356      8.596998      7.834570      7.431673      4.533560
      0.455275      8.650878      7.884461      7.480125      4.552755
      0.457191      8.704757      7.934352      7.528576      4.571909
      0.459102      8.758637      7.984242      7.577028      4.591023
      0.461010      8.812516      8.034133      7.625479      4.610097
      0.462913      8.866396      8.084023      7.673931      4.629132
      0.464813      8.920275      8.133914      7.722383      4.648128
      0.466708      8.974154      8.183804      7.770834      4.667085
      0.468600      9.028034      8.233695      7.819286      4.686003
      0.470488      9.081913      8.283586      7.867737      4.704884
      0.472373      9.135793      8.333476      7.916189      4.723727
      0.474253      9.189672      8.383367      7.964640      4.742532
      0.476130      9.243552      8.433257      8.013092      4.761300
      0.478003      9.297431      8.483148      8.061544      4.780031
      0.479873      9.351310      8.533038      8.109995      4.798725
      0.481738      9.405190      8.582929      8.158447      4.817384
      0.483601      9.459069      8.632820      8.206898      4.836006
      0.485459      9.512949      8.682710      8.255350      4.854592
      0.487314      9.566828      8.732601      8.303802      4.873143
      0.489166      9.620707      8.782491      8.352253      4.891658
      0.491014      9.674587      8.832382      8.400705      4.910139
      0.492858      9.728466      8.882272      8.449156      4.928585
      0.494700      9.782346      8.932163      8.497608      4.946996
      0.496537      9.836225      8.982054      8.546059      4.965373
      0.498372      9.890105      9.031944      8.594511      4.983716
      0.500203      9.943984      9.081835      8.642963      5.002026
      0.502030      9.997863      9.131725      8.691414      5.020302
      0.503855     10.051743      9.181616      8.739866      5.038545
      0.505675     10.105622      9.231506      8.788317      5.056755
      0.507493     10.159502      9.281397      8.836769      5.074932
      0.509308     10.213381      9.331288      8.885221      5.093077
      0.511119     10.267261      9.381178      8.933672      5.111189
      0.512927     10.321140      9.431069      8.982124      5.129270
      0.514732     10.375020      9.480959      9.030575      5.147318
      0.516534     10.428900      9.530850      9.079027      5.165335
      0.518332     10.482781      9.580740      9.127478      5.183321
      0.520128     10.536662      9.630631      9.175930      5.201275
      0.521920     10.590544      9.680522      9.224382      5.219199
      0.523709     10.644427      9.730412      9.272833      5.237092
      0.525495     10.698311      9.780303      9.321285      5.254954
      0.527279     10.752196      9.830193      9.369736      5.272786
      0.529059     10.806082      9.880084      9.418188      5.290588
      0.530836     10.859970      9.929974      9.466639      5.308360
      0.532610     10.913859      9.979865      9.515091      5.326102
      0.534382     10.967750     10.029756      9.563543      5.343815
      0.536150     11.021642     10.079646      9.611994      5.361499
      0.537915     11.075537     10.129537      9.660446      5.379153
      0.539678     11.129433     10.179427      9.708897      5.396778
      0.541438     11.183331     10.229318      9.757349      5.414375
      0.543194     11.237232     10.279208      9.805801      5.431943
      0.544948     11.291134     10.329099      9.854252      5.449483
      0.546699     11.345039     10.378990      9.902704      5.466995
      0.548448     11.398947     10.428880      9.951155      5.484478
      0.550193     11.452857     10.478771      9.999607      5.501934
      0.551936     11.506770     10.528661     10.048058      5.519362
      0.553676     11.560686     10.578552     10.096510      5.536763
      0.555414     11.614604     10.628442     10.144962      5.554136
      0.557148     11.668526     10.678333     10.193413      5.571483
      0.558880     11.722450     10.728224     10.241865      5.588802
      0.560609     11.776378     10.778114     10.290316      5.606095
      0.562336     11.830309     10.828005     10.338768      5.623360
      0.564060     11.884244     10.877895     10.387220      5.640600
