  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.73448
      Tau        exp. factor        a1             a2             a3         exp. ratio   
      0.577350      0.100000      1.000000      0.800000      0.600000      1.000000
      0.612781      0.104050      1.057942      0.855267      0.655941      1.040505
      0.648212      0.108024      1.115885      0.910535      0.711882      1.080236
      0.683643      0.111925      1.173827      0.965802      0.767824      1.119249
      0.719074      0.115759      1.231769      1.021069      0.823765      1.157594
      0.754505      0.119531      1.289711      1.076337      0.879706      1.195314
      0.789936      0.123245      1.347654      1.131604      0.935647      1.232448
      0.825367      0.126903      1.405596      1.186871      0.991588      1.269030
      0.860798      0.130509      1.463538      1.242139      1.047529      1.305093
      0.896229      0.134066      1.521480      1.297406      1.103471      1.340664
      0.931660      0.137577      1.579423      1.352673      1.159412      1.375769
      0.967091      0.141043      1.637365      1.407941      1.215353      1.410432
      1.002522      0.144467      1.695307      1.463208      1.271294      1.444674
      1.037953      0.147851      1.753249      1.518475      1.327235      1.478515
      1.073384      0.151197      1.811192      1.573743      1.383176      1.511973
      1.108815      0.154506      1.869134      1.629010      1.439118      1.545064
      1.144246      0.157781      1.927076      1.684277      1.495059      1.577805
      1.179677      0.161021      1.985018      1.739545      1.551000      1.610210
      1.215108      0.164229      2.042961      1.794812      1.606941      1.642292
      1.250539      0.167406      2.100903      1.850079      1.662882      1.674064
      1.285970      0.170554      2.158845      1.905347      1.718823      1.705537
      1.321401      0.173672      2.216787      1.960614      1.774765      1.736722
      1.356832      0.176763      2.274730      2.015881      1.830706      1.767629
      1.392263      0.179827      2.332672      2.071149      1.886647      1.798269
      1.427694      0.182865      2.390614      2.126416      1.942588      1.828650
      1.463125      0.185878      2.448557      2.181683      1.998529      1.858780
      1.498556      0.188867      2.506499      2.236951      2.054470      1.888669
      1.533987      0.191832      2.564441      2.292218      2.110412      1.918322
      1.569418      0.194775      2.622383      2.347485      2.166353      1.947749
      1.604849      0.197695      2.680326      2.402752      2.222294      1.976954
      1.640280      0.200595      2.738268      2.458020      2.278235      2.005945
      1.675711      0.203473      2.796210      2.513287      2.334176      2.034729
      1.711142      0.206331      2.854152      2.568554      2.390117      2.063310
