  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.34828
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.800000      0.600000      1.000000
      0.104050      1.054150      0.850249      0.648951      1.040505
      0.108024      1.108301      0.900498      0.697902      1.080236
      0.111925      1.162451      0.950747      0.746853      1.119249
      0.115759      1.216601      1.000996      0.795804      1.157594
      0.119531      1.270751      1.051245      0.844754      1.195314
      0.123245      1.324902      1.101494      0.893705      1.232448
      0.126903      1.379052      1.151743      0.942656      1.269030
      0.130509      1.433202      1.201992      0.991607      1.305093
      0.134066      1.487352      1.252241      1.040558      1.340664
      0.137577      1.541503      1.302490      1.089509      1.375769
      0.141043      1.595653      1.352739      1.138460      1.410432
      0.144467      1.649803      1.402988      1.187411      1.444674
      0.147851      1.703954      1.453237      1.236362      1.478515
      0.151197      1.758104      1.503486      1.285312      1.511973
      0.154506      1.812254      1.553735      1.334263      1.545064
      0.157781      1.866404      1.603984      1.383214      1.577805
      0.161021      1.920555      1.654233      1.432165      1.610210
      0.164229      1.974705      1.704482      1.481116      1.642292
      0.167406      2.028855      1.754731      1.530067      1.674064
      0.170554      2.083006      1.804980      1.579018      1.705537
      0.173672      2.137156      1.855229      1.627969      1.736722
      0.176763      2.191306      1.905478      1.676920      1.767629
      0.179827      2.245456      1.955727      1.725870      1.798269
      0.182865      2.299607      2.005977      1.774821      1.828650
      0.185878      2.353757      2.056226      1.823772      1.858780
      0.188867      2.407907      2.106475      1.872723      1.888669
      0.191832      2.462057      2.156724      1.921674      1.918322
      0.194775      2.516208      2.206973      1.970625      1.947749
      0.197695      2.570358      2.257222      2.019576      1.976954
      0.200595      2.624508      2.307471      2.068527      2.005945
      0.203473      2.678659      2.357720      2.117478      2.034729
      0.206331      2.732809      2.407969      2.166428      2.063310
      0.209169      2.786959      2.458218      2.215379      2.091695
      0.211989      2.841109      2.508467      2.264330      2.119888
      0.214789      2.895260      2.558716      2.313281      2.147895
      0.217572      2.949410      2.608965      2.362232      2.175721
      0.220337      3.003560      2.659214      2.411183      2.203369
      0.223085      3.057711      2.709463      2.460134      2.230846
      0.225815      3.111861      2.759712      2.509085      2.258154
      0.228530      3.166011      2.809961      2.558036      2.285298
      0.231228      3.220161      2.860210      2.606986      2.312282
      0.233911      3.274312      2.910459      2.655937      2.339109
      0.236578      3.328462      2.960708      2.704888      2.365784
      0.239231      3.382612      3.010957      2.753839      2.392308
      0.241869      3.436762      3.061206      2.802790      2.418687
      0.244492      3.490913      3.111455      2.851741      2.444922
      0.247102      3.545063      3.161704      2.900692      2.471018
      0.249698      3.599213      3.211953      2.949643      2.496976
      0.252280      3.653364      3.262202      2.998593      2.522800
      0.254849      3.707514      3.312451      3.047544      2.548493
