  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.67931
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.403018      1.666692      2.238231      1.000000
      0.612781      0.104050      1.408283      1.656051      2.176301      1.040505
      0.648212      0.108024      1.413005      1.646688      2.123958      1.080236
      0.683643      0.111925      1.417265      1.638384      2.079135      1.119249
      0.719074      0.115759      1.421127      1.630970      2.040320      1.157594
      0.754505      0.119531      1.424645      1.624310      2.006382      1.195314
      0.789936      0.123245      1.427863      1.618295      1.976454      1.232448
      0.825367      0.126903      1.430816      1.612834      1.949867      1.269030
      0.860798      0.130509      1.433538      1.607856      1.926091      1.305093
      0.896229      0.134066      1.436053      1.603299      1.904701      1.340664
      0.931660      0.137577      1.438385      1.599111      1.885356      1.375769
      0.967091      0.141043      1.440553      1.595249      1.867777      1.410432
      1.002522      0.144467      1.442574      1.591677      1.851731      1.444674
      1.037953      0.147851      1.444461      1.588363      1.837027      1.478515
      1.073384      0.151197      1.446229      1.585281      1.823503      1.511973
      1.108815      0.154506      1.447887      1.582406      1.811022      1.545064
      1.144246      0.157781      1.449447      1.579719      1.799469      1.577805
      1.179677      0.161021      1.450915      1.577201      1.788743      1.610210
      1.215108      0.164229      1.452301      1.574838      1.778759      1.642292
      1.250539      0.167406      1.453611      1.572615      1.769442      1.674064
      1.285970      0.170554      1.454850      1.570520      1.760728      1.705537
      1.321401      0.173672      1.456026      1.568543      1.752560      1.736722
      1.356832      0.176763      1.457141      1.566673      1.744888      1.767629
      1.392263      0.179827      1.458201      1.564903      1.737669      1.798269
      1.427694      0.182865      1.459210      1.563224      1.730863      1.828650
      1.463125      0.185878      1.460172      1.561631      1.724436      1.858780
      1.498556      0.188867      1.461089      1.560115      1.718357      1.888669
      1.533987      0.191832      1.461965      1.558672      1.712599      1.918322
      1.569418      0.194775      1.462803      1.557297      1.707136      1.947749
      1.604849      0.197695      1.463604      1.555985      1.701948      1.976954
      1.640280      0.200595      1.464371      1.554731      1.697012      2.005945
      1.675711      0.203473      1.465107      1.553533      1.692313      2.034729
      1.711142      0.206331      1.465813      1.552386      1.687832      2.063310
      1.746573      0.209169      1.466491      1.551287      1.683555      2.091695
      1.782004      0.211989      1.467143      1.550233      1.679469      2.119888
      1.817435      0.214789      1.467770      1.549221      1.675561      2.147895
      1.852866      0.217572      1.468373      1.548250      1.671819      2.175721
      1.888297      0.220337      1.468954      1.547316      1.668234      2.203369
      1.923728      0.223085      1.469514      1.546418      1.664795      2.230846
      1.959159      0.225815      1.470055      1.545553      1.661494      2.258154
      1.994590      0.228530      1.470576      1.544719      1.658322      2.285298
      2.030021      0.231228      1.471080      1.543916      1.655273      2.312282
      2.065452      0.233911      1.471566      1.543141      1.652339      2.339109
      2.100883      0.236578      1.472037      1.542393      1.649514      2.365784
      2.136314      0.239231      1.472492      1.541670      1.646791      2.392308
      2.171745      0.241869      1.472933      1.540972      1.644166      2.418687
      2.207176      0.244492      1.473360      1.540296      1.641633      2.444922
      2.242607      0.247102      1.473773      1.539643      1.639188      2.471018
      2.278038      0.249698      1.474174      1.539010      1.636826      2.496976
      2.313469      0.252280      1.474563      1.538398      1.634542      2.522800
      2.348900      0.254849      1.474940      1.537804      1.632334      2.548493
      2.384331      0.257406      1.475307      1.537228      1.630197      2.574057
