  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.37586
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.330194      1.546222      2.014485      1.000000
      0.612781      0.104050      1.338958      1.543472      1.975311      1.040505
      0.648212      0.108024      1.346861      1.541031      1.941681      1.080236
      0.683643      0.111925      1.354026      1.538849      1.912495      1.119249
      0.719074      0.115759      1.360550      1.536888      1.886927      1.157594
      0.754505      0.119531      1.366515      1.535115      1.864344      1.195314
      0.789936      0.123245      1.371992      1.533505      1.844252      1.232448
      0.825367      0.126903      1.377036      1.532036      1.826259      1.269030
      0.860798      0.130509      1.381698      1.530690      1.810055      1.305093
      0.896229      0.134066      1.386020      1.529453      1.795383      1.340664
      0.931660      0.137577      1.390037      1.528312      1.782038      1.375769
      0.967091      0.141043      1.393780      1.527256      1.769846      1.410432
      1.002522      0.144467      1.397277      1.526276      1.758665      1.444674
      1.037953      0.147851      1.400551      1.525364      1.748373      1.478515
      1.073384      0.151197      1.403623      1.524513      1.738869      1.511973
      1.108815      0.154506      1.406511      1.523717      1.730065      1.545064
      1.144246      0.157781      1.409230      1.522972      1.721888      1.577805
      1.179677      0.161021      1.411796      1.522271      1.714271      1.610210
      1.215108      0.164229      1.414221      1.521613      1.707161      1.642292
      1.250539      0.167406      1.416516      1.520992      1.700507      1.674064
      1.285970      0.170554      1.418692      1.520405      1.694267      1.705537
      1.321401      0.173672      1.420756      1.519851      1.688404      1.736722
      1.356832      0.176763      1.422719      1.519326      1.682884      1.767629
      1.392263      0.179827      1.424587      1.518828      1.677679      1.798269
      1.427694      0.182865      1.426367      1.518355      1.672761      1.828650
      1.463125      0.185878      1.428064      1.517905      1.668109      1.858780
      1.498556      0.188867      1.429685      1.517477      1.663700      1.888669
      1.533987      0.191832      1.431235      1.517069      1.659517      1.918322
      1.569418      0.194775      1.432718      1.516679      1.655543      1.947749
      1.604849      0.197695      1.434138      1.516307      1.651761      1.976954
      1.640280      0.200595      1.435499      1.515951      1.648159      2.005945
      1.675711      0.203473      1.436806      1.515610      1.644724      2.034729
      1.711142      0.206331      1.438060      1.515284      1.641445      2.063310
      1.746573      0.209169      1.439266      1.514970      1.638311      2.091695
      1.782004      0.211989      1.440425      1.514670      1.635313      2.119888
      1.817435      0.214789      1.441542      1.514381      1.632442      2.147895
      1.852866      0.217572      1.442617      1.514104      1.629691      2.175721
      1.888297      0.220337      1.443653      1.513836      1.627051      2.203369
      1.923728      0.223085      1.444652      1.513579      1.624517      2.230846
      1.959159      0.225815      1.445617      1.513332      1.622082      2.258154
      1.994590      0.228530      1.446549      1.513093      1.619740      2.285298
      2.030021      0.231228      1.447449      1.512862      1.617487      2.312282
      2.065452      0.233911      1.448319      1.512640      1.615316      2.339109
      2.100883      0.236578      1.449161      1.512425      1.613225      2.365784
      2.136314      0.239231      1.449976      1.512217      1.611208      2.392308
      2.171745      0.241869      1.450766      1.512016      1.609261      2.418687
      2.207176      0.244492      1.451531      1.511822      1.607382      2.444922
      2.242607      0.247102      1.452272      1.511634      1.605566      2.471018
