  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.18276
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.283851      1.469559      1.872101      1.000000
      0.612781      0.104050      1.294637      1.471286      1.845629      1.040505
      0.648212      0.108024      1.304399      1.472827      1.822673      1.080236
      0.683643      0.111925      1.313274      1.474211      1.802576      1.119249
      0.719074      0.115759      1.321379      1.475461      1.784836      1.157594
      0.754505      0.119531      1.328810      1.476595      1.769061      1.195314
      0.789936      0.123245      1.335647      1.477629      1.754942      1.232448
      0.825367      0.126903      1.341959      1.478576      1.742231      1.269030
      0.860798      0.130509      1.347804      1.479446      1.730727      1.305093
      0.896229      0.134066      1.353232      1.480248      1.720266      1.340664
      0.931660      0.137577      1.358286      1.480989      1.710713      1.375769
      0.967091      0.141043      1.363004      1.481677      1.701953      1.410432
      1.002522      0.144467      1.367418      1.482317      1.693893      1.444674
      1.037953      0.147851      1.371556      1.482914      1.686452      1.478515
      1.073384      0.151197      1.375443      1.483472      1.679561      1.511973
      1.108815      0.154506      1.379103      1.483994      1.673161      1.545064
      1.144246      0.157781      1.382553      1.484485      1.667201      1.577805
      1.179677      0.161021      1.385812      1.484946      1.661638      1.610210
      1.215108      0.164229      1.388895      1.485381      1.656434      1.642292
      1.250539      0.167406      1.391816      1.485791      1.651554      1.674064
      1.285970      0.170554      1.394587      1.486179      1.646969      1.705537
      1.321401      0.173672      1.397220      1.486546      1.642653      1.736722
      1.356832      0.176763      1.399724      1.486894      1.638584      1.767629
      1.392263      0.179827      1.402110      1.487225      1.634741      1.798269
      1.427694      0.182865      1.404384      1.487539      1.631104      1.828650
      1.463125      0.185878      1.406555      1.487839      1.627659      1.858780
      1.498556      0.188867      1.408630      1.488124      1.624391      1.888669
      1.533987      0.191832      1.410615      1.488396      1.621285      1.918322
      1.569418      0.194775      1.412515      1.488656      1.618331      1.947749
      1.604849      0.197695      1.414336      1.488905      1.615518      1.976954
      1.640280      0.200595      1.416083      1.489143      1.612835      2.005945
      1.675711      0.203473      1.417760      1.489371      1.610274      2.034729
      1.711142      0.206331      1.419371      1.489589      1.607826      2.063310
