  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.90000
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.800000      0.600000      1.000000
      0.104050      1.059567      0.857418      0.658937      1.040505
      0.108024      1.119135      0.914836      0.717874      1.080236
      0.111925      1.178702      0.972254      0.776811      1.119249
      0.115759      1.238270      1.029672      0.835748      1.157594
      0.119531      1.297837      1.087090      0.894685      1.195314
      0.123245      1.357404      1.144508      0.953622      1.232448
      0.126903      1.416972      1.201926      1.012559      1.269030
      0.130509      1.476539      1.259344      1.071496      1.305093
      0.134066      1.536107      1.316762      1.130433      1.340664
      0.137577      1.595674      1.374180      1.189370      1.375769
      0.141043      1.655241      1.431598      1.248307      1.410432
      0.144467      1.714809      1.489016      1.307244      1.444674
      0.147851      1.774376      1.546434      1.366181      1.478515
      0.151197      1.833944      1.603852      1.425118      1.511973
      0.154506      1.893511      1.661270      1.484055      1.545064
      0.157781      1.953078      1.718688      1.542992      1.577805
      0.161021      2.012646      1.776107      1.601929      1.610210
      0.164229      2.072213      1.833525      1.660866      1.642292
      0.167406      2.131781      1.890943      1.719803      1.674064
      0.170554      2.191348      1.948361      1.778740      1.705537
      0.173672      2.250915      2.005779      1.837677      1.736722
      0.176763      2.310483      2.063197      1.896614      1.767629
      0.179827      2.370050      2.120615      1.955551      1.798269
      0.182865      2.429618      2.178033      2.014488      1.828650
      0.185878      2.489185      2.235451      2.073425      1.858780
      0.188867      2.548752      2.292869      2.132362      1.888669
      0.191832      2.608320      2.350287      2.191299      1.918322
      0.194775      2.667887      2.407705      2.250236      1.947749
      0.197695      2.727454      2.465123      2.309173      1.976954
      0.200595      2.787022      2.522541      2.368110      2.005945
      0.203473      2.846589      2.579959      2.427047      2.034729
      0.206331      2.906157      2.637377      2.485984      2.063310
      0.209169      2.965724      2.694795      2.544921      2.091695
      0.211989      3.025291      2.752213      2.603858      2.119888
      0.214789      3.084859      2.809631      2.662795      2.147895
      0.217572      3.144426      2.867049      2.721732      2.175721
      0.220337      3.203994      2.924467      2.780669      2.203369
      0.223085      3.263561      2.981885      2.839606      2.230846
      0.225815      3.323128      3.039303      2.898543      2.258154
      0.228530      3.382696      3.096721      2.957480      2.285298
      0.231228      3.442263      3.154139      3.016417      2.312282
      0.233911      3.501831      3.211557      3.075354      2.339109
      0.236578      3.561398      3.268975      3.134291      2.365784
      0.239231      3.620965      3.326393      3.193228      2.392308
      0.241869      3.680533      3.383811      3.252165      2.418687
      0.244492      3.740100      3.441229      3.311102      2.444922
      0.247102      3.799668      3.498647      3.370039      2.471018
      0.249698      3.859235      3.556065      3.428976      2.496976
      0.252280      3.918802      3.613483      3.487913      2.522800
      0.254849      3.978370      3.670902      3.546850      2.548493
      0.257406      4.037937      3.728320      3.605787      2.574057
      0.259949      4.097505      3.785738      3.664724      2.599494
      0.262481      4.157072      3.843156      3.723661      2.624808
      0.265000      4.216639      3.900574      3.782598      2.650000
      0.267507      4.276207      3.957992      3.841535      2.675073
      0.270003      4.335774      4.015410      3.900472      2.700029
      0.272487      4.395342      4.072828      3.959409      2.724870
      0.274960      4.454909      4.130246      4.018346      2.749599
      0.277422      4.514476      4.187664      4.077283      2.774216
      0.279873      4.574044      4.245082      4.136220      2.798725
      0.282313      4.633611      4.302500      4.195157      2.823128
      0.284742      4.693179      4.359918      4.254094      2.847425
      0.287162      4.752746      4.417336      4.313031      2.871619
      0.289571      4.812313      4.474754      4.371968      2.895711
      0.291970      4.871881      4.532172      4.430905      2.919704
      0.294360      4.931448      4.589590      4.489842      2.943598
      0.296740      4.991016      4.647008      4.548779      2.967396
      0.299110      5.050583      4.704426      4.607716      2.991099
      0.301471      5.110150      4.761844      4.666653      3.014708
      0.303823      5.169718      4.819262      4.725590      3.038225
      0.306165      5.229285      4.876680      4.784527      3.061652
      0.308499      5.288853      4.934098      4.843464      3.084989
      0.310824      5.348420      4.991516      4.902401      3.108238
      0.313140      5.407987      5.048934      4.961338      3.131401
      0.315448      5.467555      5.106352      5.020275      3.154478
      0.317747      5.527122      5.163770      5.079212      3.177471
      0.320038      5.586690      5.221188      5.138149      3.200382
      0.322321      5.646257      5.278606      5.197086      3.223210
      0.324596      5.705824      5.336024      5.256023      3.245958
      0.326863      5.765392      5.393442      5.314960      3.268627
      0.329122      5.824959      5.450860      5.373897      3.291217
      0.331373      5.884527      5.508278      5.432834      3.313730
      0.333617      5.944094      5.565697      5.491771      3.336167
      0.335853      6.003661      5.623115      5.550708      3.358529
      0.338082      6.063229      5.680533      5.609645      3.380816
      0.340303      6.122796      5.737951      5.668582      3.403030
      0.342517      6.182363      5.795369      5.727519      3.425172
      0.344724      6.241931      5.852787      5.786456      3.447243
      0.346924      6.301498      5.910205      5.845393      3.469243
      0.349117      6.361066      5.967623      5.904330      3.491173
      0.351304      6.420633      6.025041      5.963267      3.513035
      0.353483      6.480200      6.082459      6.022204      3.534829
      0.355656      6.539768      6.139877      6.081141      3.556556
      0.357822      6.599335      6.197295      6.140078      3.578217
      0.359981      6.658903      6.254713      6.199015      3.599813
      0.362134      6.718470      6.312131      6.257952      3.621344
      0.364281      6.778037      6.369549      6.316889      3.642811
      0.366422      6.837605      6.426967      6.375826      3.664215
      0.368556      6.897172      6.484385      6.434763      3.685557
      0.370684      6.956740      6.541803      6.493700      3.706837
      0.372806      7.016307      6.599221      6.552637      3.728057
      0.374922      7.075874      6.656639      6.611574      3.749216
      0.377032      7.135442      6.714057      6.670511      3.770315
      0.379136      7.195009      6.771475      6.729448      3.791356
      0.381234      7.254577      6.828893      6.788385      3.812338
      0.383326      7.314144      6.886311      6.847322      3.833263
      0.385413      7.373711      6.943729      6.906259      3.854131
      0.387494      7.433279      7.001147      6.965196      3.874942
      0.389570      7.492846      7.058565      7.024133      3.895698
      0.391640      7.552414      7.115983      7.083070      3.916399
      0.393705      7.611981      7.173401      7.142007      3.937045
      0.395764      7.671550      7.230819      7.200944      3.957637
      0.397818      7.731119      7.288237      7.259881      3.978176
      0.399866      7.790688      7.345655      7.318818      3.998662
      0.401910      7.850259      7.403073      7.377755      4.019095
      0.403948      7.909832      7.460491      7.436692      4.039477
      0.405981      7.969405      7.517910      7.495629      4.059807
      0.408009      8.028981      7.575328      7.554566      4.080087
      0.410032      8.088558      7.632746      7.613503      4.100316
      0.412050      8.148138      7.690164      7.672440      4.120495
      0.414063      8.207719      7.747582      7.731377      4.140626
      0.416071      8.267303      7.805000      7.790314      4.160707
      0.418074      8.326890      7.862418      7.849251      4.180740
      0.420073      8.386479      7.919836      7.908188      4.200725
      0.422066      8.446071      7.977254      7.967126      4.220663
      0.424055      8.505667      8.034672      8.026063      4.240554
      0.426040      8.565265      8.092090      8.085000      4.260398
      0.428020      8.624867      8.149508      8.143937      4.280196
      0.429995      8.684473      8.206926      8.202874      4.299948
      0.431966      8.744082      8.264344      8.261811      4.319656
      0.433932      8.803695      8.321762      8.320748      4.339318
      0.435894      8.863312      8.379180      8.379685      4.358936
      0.437851      8.922933      8.436598      8.438622      4.378510
      0.439804      8.982559      8.494016      8.497559      4.398040
      0.441753      9.042189      8.551434      8.556496      4.417527
      0.443697      9.101823      8.608852      8.615433      4.436971
      0.445637      9.161462      8.666270      8.674370      4.456372
      0.447573      9.221106      8.723688      8.733307      4.475732
      0.449505      9.280755      8.781106      8.792244      4.495049
      0.451433      9.340409      8.838524      8.851181      4.514325
      0.453356      9.400068      8.895942      8.910118      4.533560
      0.455275      9.459733      8.953360      8.969055      4.552755
      0.457191      9.519403      9.010778      9.027992      4.571909
      0.459102      9.579079      9.068196      9.086929      4.591023
      0.461010      9.638760      9.125614      9.145866      4.610097
      0.462913      9.698448      9.183032      9.204803      4.629132
      0.464813      9.758141      9.240450      9.263740      4.648128
      0.466708      9.817840      9.297868      9.322677      4.667085
      0.468600      9.877546      9.355286      9.381614      4.686003
      0.470488      9.937258      9.412705      9.440551      4.704884
      0.472373      9.996976      9.470123      9.499488      4.723727
      0.474253     10.056701      9.527541      9.558425      4.742532
      0.476130     10.116432      9.584959      9.617362      4.761300
      0.478003     10.176171      9.642377      9.676299      4.780031
