  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.43103
      Tau        exp. factor        a1             a2             a3         exp. ratio   
      0.577350      0.100000      1.000000      0.800000      0.600000      1.000000
      0.612781      0.104050      1.054963      0.851324      0.650449      1.040505
      0.648212      0.108024      1.109926      0.902649      0.700898      1.080236
      0.683643      0.111925      1.164889      0.953973      0.751346      1.119249
      0.719074      0.115759      1.219851      1.005297      0.801795      1.157594
      0.754505      0.119531      1.274814      1.056622      0.852244      1.195314
      0.789936      0.123245      1.329777      1.107946      0.902693      1.232448
      0.825367      0.126903      1.384740      1.159271      0.953142      1.269030
      0.860798      0.130509      1.439703      1.210595      1.003590      1.305093
      0.896229      0.134066      1.494666      1.261919      1.054039      1.340664
      0.931660      0.137577      1.549628      1.313244      1.104488      1.375769
      0.967091      0.141043      1.604591      1.364568      1.154937      1.410432
      1.002522      0.144467      1.659554      1.415892      1.205386      1.444674
      1.037953      0.147851      1.714517      1.467217      1.255834      1.478515
      1.073384      0.151197      1.769480      1.518541      1.306283      1.511973
      1.108815      0.154506      1.824443      1.569866      1.356732      1.545064
      1.144246      0.157781      1.879406      1.621190      1.407181      1.577805
      1.179677      0.161021      1.934368      1.672514      1.457630      1.610210
      1.215108      0.164229      1.989331      1.723839      1.508078      1.642292
      1.250539      0.167406      2.044294      1.775163      1.558527      1.674064
      1.285970      0.170554      2.099257      1.826487      1.608976      1.705537
      1.321401      0.173672      2.154220      1.877812      1.659425      1.736722
      1.356832      0.176763      2.209183      1.929136      1.709874      1.767629
      1.392263      0.179827      2.264145      1.980461      1.760323      1.798269
      1.427694      0.182865      2.319108      2.031785      1.810771      1.828650
      1.463125      0.185878      2.374071      2.083109      1.861220      1.858780
      1.498556      0.188867      2.429034      2.134434      1.911669      1.888669
      1.533987      0.191832      2.483997      2.185758      1.962118      1.918322
      1.569418      0.194775      2.538960      2.237082      2.012567      1.947749
      1.604849      0.197695      2.593923      2.288407      2.063015      1.976954
      1.640280      0.200595      2.648885      2.339731      2.113464      2.005945
      1.675711      0.203473      2.703848      2.391056      2.163913      2.034729
      1.711142      0.206331      2.758811      2.442380      2.214362      2.063310
      1.746573      0.209169      2.813774      2.493704      2.264811      2.091695
      1.782004      0.211989      2.868737      2.545029      2.315259      2.119888
      1.817435      0.214789      2.923700      2.596353      2.365708      2.147895
      1.852866      0.217572      2.978662      2.647677      2.416157      2.175721
      1.888297      0.220337      3.033625      2.699002      2.466606      2.203369
      1.923728      0.223085      3.088588      2.750326      2.517055      2.230846
      1.959159      0.225815      3.143551      2.801651      2.567503      2.258154
      1.994590      0.228530      3.198514      2.852975      2.617952      2.285298
      2.030021      0.231228      3.253477      2.904299      2.668401      2.312282
      2.065452      0.233911      3.308440      2.955624      2.718850      2.339109
      2.100883      0.236578      3.363402      3.006948      2.769299      2.365784
      2.136314      0.239231      3.418365      3.058272      2.819747      2.392308
      2.171745      0.241869      3.473328      3.109597      2.870196      2.418687
      2.207176      0.244492      3.528291      3.160921      2.920645      2.444922
      2.242607      0.247102      3.583254      3.212245      2.971094      2.471018
      2.278038      0.249698      3.638217      3.263570      3.021543      2.496976
      2.313469      0.252280      3.693179      3.314894      3.071991      2.522800
      2.348900      0.254849      3.748142      3.366219      3.122440      2.548493
      2.384331      0.257406      3.803105      3.417543      3.172889      2.574057
      2.419762      0.259949      3.858068      3.468867      3.223338      2.599494
      2.455193      0.262481      3.913031      3.520192      3.273787      2.624808
      2.490624      0.265000      3.967994      3.571516      3.324235      2.650000
      2.526055      0.267507      4.022956      3.622840      3.374684      2.675073
      2.561486      0.270003      4.077919      3.674165      3.425133      2.700029
      2.596917      0.272487      4.132882      3.725489      3.475582      2.724870
      2.632348      0.274960      4.187845      3.776814      3.526031      2.749599
      2.667779      0.277422      4.242808      3.828138      3.576480      2.774216
      2.703210      0.279873      4.297771      3.879462      3.626928      2.798725
      2.738641      0.282313      4.352734      3.930787      3.677377      2.823128
      2.774072      0.284742      4.407696      3.982111      3.727826      2.847425
      2.809503      0.287162      4.462659      4.033435      3.778275      2.871619
