  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.84483
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.442741      1.732403      2.360274      1.000000
      0.612781      0.104050      1.445932      1.717021      2.284518      1.040505
      0.648212      0.108024      1.448786      1.703549      2.221024      1.080236
      0.683643      0.111925      1.451355      1.691652      2.167038      1.119249
      0.719074      0.115759      1.453678      1.681069      2.120574      1.157594
      0.754505      0.119531      1.455789      1.671593      2.080161      1.195314
      0.789936      0.123245      1.457716      1.663060      2.044690      1.232448
      0.825367      0.126903      1.459482      1.655336      2.013306      1.269030
      0.860798      0.130509      1.461106      1.648310      1.985342      1.305093
      0.896229      0.134066      1.462606      1.641892      1.960267      1.340664
      0.931660      0.137577      1.463994      1.636007      1.937656      1.375769
      0.967091      0.141043      1.465282      1.630590      1.917162      1.410432
      1.002522      0.144467      1.466482      1.625588      1.898502      1.444674
      1.037953      0.147851      1.467601      1.620956      1.881440      1.478515
      1.073384      0.151197      1.468648      1.616652      1.865779      1.511973
      1.108815      0.154506      1.469630      1.612645      1.851353      1.545064
      1.144246      0.157781      1.470552      1.608904      1.838022      1.577805
      1.179677      0.161021      1.471419      1.605403      1.825666      1.610210
      1.215108      0.164229      1.472237      1.602120      1.814181      1.642292
      1.250539      0.167406      1.473010      1.599036      1.803478      1.674064
      1.285970      0.170554      1.473740      1.596133      1.793481      1.705537
      1.321401      0.173672      1.474433      1.593394      1.784121      1.736722
      1.356832      0.176763      1.475089      1.590808      1.775340      1.767629
      1.392263      0.179827      1.475713      1.588361      1.767085      1.798269
      1.427694      0.182865      1.476306      1.586042      1.759311      1.828650
      1.463125      0.185878      1.476871      1.583842      1.751977      1.858780
      1.498556      0.188867      1.477410      1.581752      1.745046      1.888669
      1.533987      0.191832      1.477924      1.579763      1.738486      1.918322
      1.569418      0.194775      1.478415      1.577869      1.732268      1.947749
      1.604849      0.197695      1.478885      1.576063      1.726367      1.976954
      1.640280      0.200595      1.479335      1.574338      1.720757      2.005945
      1.675711      0.203473      1.479766      1.572690      1.715419      2.034729
      1.711142      0.206331      1.480179      1.571114      1.710334      2.063310
      1.746573      0.209169      1.480576      1.569604      1.705482      2.091695
      1.782004      0.211989      1.480957      1.568157      1.700850      2.119888
      1.817435      0.214789      1.481324      1.566770      1.696421      2.147895
      1.852866      0.217572      1.481677      1.565437      1.692184      2.175721
      1.888297      0.220337      1.482016      1.564157      1.688126      2.203369
      1.923728      0.223085      1.482344      1.562926      1.684235      2.230846
      1.959159      0.225815      1.482659      1.561741      1.680502      2.258154
      1.994590      0.228530      1.482964      1.560600      1.676918      2.285298
      2.030021      0.231228      1.483258      1.559500      1.673473      2.312282
      2.065452      0.233911      1.483542      1.558440      1.670160      2.339109
      2.100883      0.236578      1.483816      1.557416      1.666971      2.365784
      2.136314      0.239231      1.484082      1.556428      1.663899      2.392308
