  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.26552
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.303712      1.502415      1.933123      1.000000
      0.612781      0.104050      1.313651      1.502275      1.901378      1.040505
      0.648212      0.108024      1.322633      1.502150      1.873969      1.080236
      0.683643      0.111925      1.330788      1.502039      1.850065      1.119249
      0.719074      0.115759      1.338226      1.501938      1.829032      1.157594
      0.754505      0.119531      1.345038      1.501847      1.810384      1.195314
      0.789936      0.123245      1.351300      1.501764      1.793736      1.232448
      0.825367      0.126903      1.357075      1.501688      1.778783      1.269030
      0.860798      0.130509      1.362418      1.501619      1.765279      1.305093
      0.896229      0.134066      1.367376      1.501555      1.753023      1.340664
      0.931660      0.137577      1.371990      1.501496      1.741849      1.375769
      0.967091      0.141043      1.376293      1.501441      1.731620      1.410432
      1.002522      0.144467      1.380316      1.501390      1.722221      1.444674
      1.037953      0.147851      1.384086      1.501342      1.713556      1.478515
      1.073384      0.151197      1.387625      1.501298      1.705541      1.511973
      1.108815      0.154506      1.390955      1.501256      1.698105      1.545064
      1.144246      0.157781      1.394093      1.501217      1.691189      1.577805
      1.179677      0.161021      1.397056      1.501181      1.684740      1.610210
      1.215108      0.164229      1.399857      1.501146      1.678711      1.642292
      1.250539      0.167406      1.402510      1.501114      1.673064      1.674064
      1.285970      0.170554      1.405026      1.501083      1.667762      1.705537
      1.321401      0.173672      1.407415      1.501054      1.662776      1.736722
      1.356832      0.176763      1.409687      1.501027      1.658077      1.767629
      1.392263      0.179827      1.411851      1.501000      1.653642      1.798269
      1.427694      0.182865      1.413913      1.500976      1.649450      1.828650
      1.463125      0.185878      1.415880      1.500952      1.645479      1.858780
      1.498556      0.188867      1.417760      1.500929      1.641715      1.888669
      1.533987      0.191832      1.419558      1.500908      1.638140      1.918322
      1.569418      0.194775      1.421279      1.500887      1.634741      1.947749
      1.604849      0.197695      1.422927      1.500868      1.631506      1.976954
      1.640280      0.200595      1.424508      1.500849      1.628422      2.005945
      1.675711      0.203473      1.426026      1.500831      1.625480      2.034729
      1.711142      0.206331      1.427483      1.500814      1.622669      2.063310
      1.746573      0.209169      1.428885      1.500797      1.619981      2.091695
      1.782004      0.211989      1.430233      1.500782      1.617409      2.119888
      1.817435      0.214789      1.431531      1.500766      1.614945      2.147895
      1.852866      0.217572      1.432782      1.500752      1.612582      2.175721
      1.888297      0.220337      1.433987      1.500738      1.610314      2.203369
      1.923728      0.223085      1.435151      1.500724      1.608136      2.230846
      1.959159      0.225815      1.436274      1.500711      1.606042      2.258154
      1.994590      0.228530      1.437358      1.500698      1.604028      2.285298
      2.030021      0.231228      1.438407      1.500686      1.602088      2.312282
      2.065452      0.233911      1.439421      1.500674      1.600220      2.339109
      2.100883      0.236578      1.440402      1.500663      1.598419      2.365784
      2.136314      0.239231      1.441352      1.500652      1.596682      2.392308
      2.171745      0.241869      1.442272      1.500641      1.595004      2.418687
      2.207176      0.244492      1.443163      1.500631      1.593384      2.444922
      2.242607      0.247102      1.444028      1.500621      1.591819      2.471018
      2.278038      0.249698      1.444866      1.500611      1.590305      2.496976
      2.313469      0.252280      1.445680      1.500602      1.588840      2.522800
      2.348900      0.254849      1.446470      1.500593      1.587422      2.548493
      2.384331      0.257406      1.447238      1.500584      1.586048      2.574057
