  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.45862
      Tau        exp. factor        a1             a2             a3         exp. ratio   
      0.577350      0.100000      1.000000      0.800000      0.600000      1.000000
      0.612781      0.104050      1.055234      0.851683      0.650948      1.040505
      0.648212      0.108024      1.110467      0.903366      0.701896      1.080236
      0.683643      0.111925      1.165701      0.955048      0.752844      1.119249
      0.719074      0.115759      1.220935      1.006731      0.803792      1.157594
      0.754505      0.119531      1.276169      1.058414      0.854741      1.195314
      0.789936      0.123245      1.331402      1.110097      0.905689      1.232448
      0.825367      0.126903      1.386636      1.161780      0.956637      1.269030
      0.860798      0.130509      1.441870      1.213463      1.007585      1.305093
      0.896229      0.134066      1.497103      1.265145      1.058533      1.340664
      0.931660      0.137577      1.552337      1.316828      1.109481      1.375769
      0.967091      0.141043      1.607571      1.368511      1.160429      1.410432
      1.002522      0.144467      1.662804      1.420194      1.211377      1.444674
      1.037953      0.147851      1.718038      1.471877      1.262325      1.478515
      1.073384      0.151197      1.773272      1.523560      1.313274      1.511973
      1.108815      0.154506      1.828506      1.575242      1.364222      1.545064
      1.144246      0.157781      1.883739      1.626925      1.415170      1.577805
      1.179677      0.161021      1.938973      1.678608      1.466118      1.610210
      1.215108      0.164229      1.994207      1.730291      1.517066      1.642292
      1.250539      0.167406      2.049440      1.781974      1.568014      1.674064
      1.285970      0.170554      2.104674      1.833656      1.618962      1.705537
      1.321401      0.173672      2.159908      1.885339      1.669910      1.736722
      1.356832      0.176763      2.215141      1.937022      1.720858      1.767629
      1.392263      0.179827      2.270375      1.988705      1.771807      1.798269
      1.427694      0.182865      2.325609      2.040388      1.822755      1.828650
      1.463125      0.185878      2.380843      2.092071      1.873703      1.858780
      1.498556      0.188867      2.436076      2.143753      1.924651      1.888669
      1.533987      0.191832      2.491310      2.195436      1.975599      1.918322
      1.569418      0.194775      2.546544      2.247119      2.026547      1.947749
      1.604849      0.197695      2.601777      2.298802      2.077495      1.976954
      1.640280      0.200595      2.657011      2.350485      2.128443      2.005945
      1.675711      0.203473      2.712245      2.402168      2.179391      2.034729
      1.711142      0.206331      2.767478      2.453850      2.230340      2.063310
      1.746573      0.209169      2.822712      2.505533      2.281288      2.091695
      1.782004      0.211989      2.877946      2.557216      2.332236      2.119888
      1.817435      0.214789      2.933180      2.608899      2.383184      2.147895
      1.852866      0.217572      2.988413      2.660582      2.434132      2.175721
      1.888297      0.220337      3.043647      2.712264      2.485080      2.203369
      1.923728      0.223085      3.098881      2.763947      2.536028      2.230846
      1.959159      0.225815      3.154114      2.815630      2.586976      2.258154
      1.994590      0.228530      3.209348      2.867313      2.637924      2.285298
      2.030021      0.231228      3.264582      2.918996      2.688873      2.312282
      2.065452      0.233911      3.319815      2.970679      2.739821      2.339109
      2.100883      0.236578      3.375049      3.022361      2.790769      2.365784
      2.136314      0.239231      3.430283      3.074044      2.841717      2.392308
      2.171745      0.241869      3.485517      3.125727      2.892665      2.418687
      2.207176      0.244492      3.540750      3.177410      2.943613      2.444922
      2.242607      0.247102      3.595984      3.229093      2.994561      2.471018
      2.278038      0.249698      3.651218      3.280775      3.045509      2.496976
      2.313469      0.252280      3.706451      3.332458      3.096457      2.522800
      2.348900      0.254849      3.761685      3.384141      3.147406      2.548493
      2.384331      0.257406      3.816919      3.435824      3.198354      2.574057
      2.419762      0.259949      3.872152      3.487507      3.249302      2.599494
      2.455193      0.262481      3.927386      3.539190      3.300250      2.624808
