  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.43103
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.343434      1.568126      2.055166      1.000000
      0.612781      0.104050      1.351591      1.564019      2.012107      1.040505
      0.648212      0.108024      1.358940      1.560379      1.975247      1.080236
      0.683643      0.111925      1.365596      1.557130      1.943337      1.119249
      0.719074      0.115759      1.371652      1.554213      1.915442      1.157594
      0.754505      0.119531      1.377186      1.551580      1.890850      1.195314
      0.789936      0.123245      1.382262      1.549191      1.869006      1.232448
      0.825367      0.126903      1.386935      1.547013      1.849475      1.269030
      0.860798      0.130509      1.391251      1.545020      1.831908      1.305093
      0.896229      0.134066      1.395250      1.543189      1.816022      1.340664
      0.931660      0.137577      1.398966      1.541501      1.801587      1.375769
      0.967091      0.141043      1.402426      1.539940      1.788414      1.410432
      1.002522      0.144467      1.405658      1.538492      1.776343      1.444674
      1.037953      0.147851      1.408682      1.537146      1.765242      1.478515
      1.073384      0.151197      1.411519      1.535890      1.754998      1.511973
      1.108815      0.154506      1.414184      1.534717      1.745516      1.545064
      1.144246      0.157781      1.416694      1.533618      1.736714      1.577805
      1.179677      0.161021      1.419061      1.532586      1.728521      1.610210
      1.215108      0.164229      1.421297      1.531616      1.720877      1.642292
      1.250539      0.167406      1.423413      1.530702      1.713727      1.674064
      1.285970      0.170554      1.425419      1.529839      1.707026      1.705537
      1.321401      0.173672      1.427321      1.529023      1.700732      1.736722
      1.356832      0.176763      1.429130      1.528251      1.694809      1.767629
      1.392263      0.179827      1.430850      1.527519      1.689226      1.798269
      1.427694      0.182865      1.432489      1.526824      1.683954      1.828650
      1.463125      0.185878      1.434052      1.526163      1.678968      1.858780
      1.498556      0.188867      1.435544      1.525534      1.674245      1.888669
      1.533987      0.191832      1.436970      1.524934      1.669765      1.918322
      1.569418      0.194775      1.438335      1.524362      1.665510      1.947749
      1.604849      0.197695      1.439641      1.523816      1.661462      1.976954
      1.640280      0.200595      1.440894      1.523294      1.657608      2.005945
      1.675711      0.203473      1.442095      1.522794      1.653934      2.034729
      1.711142      0.206331      1.443249      1.522315      1.650427      2.063310
      1.746573      0.209169      1.444357      1.521855      1.647076      2.091695
      1.782004      0.211989      1.445423      1.521415      1.643871      2.119888
      1.817435      0.214789      1.446449      1.520991      1.640803      2.147895
      1.852866      0.217572      1.447438      1.520584      1.637863      2.175721
      1.888297      0.220337      1.448390      1.520193      1.635044      2.203369
      1.923728      0.223085      1.449308      1.519816      1.632337      2.230846
      1.959159      0.225815      1.450195      1.519453      1.629737      2.258154
      1.994590      0.228530      1.451050      1.519103      1.627237      2.285298
      2.030021      0.231228      1.451877      1.518766      1.624831      2.312282
      2.065452      0.233911      1.452677      1.518440      1.622515      2.339109
      2.100883      0.236578      1.453450      1.518125      1.620283      2.365784
      2.136314      0.239231      1.454199      1.517821      1.618131      2.392308
      2.171745      0.241869      1.454923      1.517527      1.616055      2.418687
      2.207176      0.244492      1.455626      1.517242      1.614050      2.444922
      2.242607      0.247102      1.456306      1.516967      1.612113      2.471018
      2.278038      0.249698      1.456966      1.516700      1.610242      2.496976
      2.313469      0.252280      1.457607      1.516441      1.608431      2.522800
      2.348900      0.254849      1.458228      1.516190      1.606679      2.548493
      2.384331      0.257406      1.458832      1.515947      1.604983      2.574057
      2.419762      0.259949      1.459419      1.515711      1.603340      2.599494
      2.455193      0.262481      1.459989      1.515482      1.601747      2.624808
      2.490624      0.265000      1.460543      1.515260      1.600203      2.650000
      2.526055      0.267507      1.461082      1.515044      1.598705      2.675073
      2.561486      0.270003      1.461606      1.514833      1.597252      2.700029
      2.596917      0.272487      1.462117      1.514629      1.595840      2.724870
      2.632348      0.274960      1.462614      1.514430      1.594469      2.749599
      2.667779      0.277422      1.463099      1.514237      1.593136      2.774216
      2.703210      0.279873      1.463570      1.514049      1.591841      2.798725
      2.738641      0.282313      1.464030      1.513865      1.590581      2.823128
      2.774072      0.284742      1.464479      1.513686      1.589355      2.847425
      2.809503      0.287162      1.464917      1.513512      1.588162      2.871619
      2.844934      0.289571      1.465343      1.513342      1.587000      2.895711
      2.880365      0.291970      1.465760      1.513177      1.585869      2.919704
      2.915796      0.294360      1.466167      1.513015      1.584766      2.943598
      2.951227      0.296740      1.466564      1.512858      1.583692      2.967396
      2.986658      0.299110      1.466952      1.512704      1.582644      2.991099
      3.022089      0.301471      1.467331      1.512554      1.581623      3.014708
      3.057520      0.303823      1.467701      1.512407      1.580626      3.038225
      3.092951      0.306165      1.468063      1.512264      1.579653      3.061652
      3.128382      0.308499      1.468417      1.512124      1.578704      3.084989
      3.163813      0.310824      1.468764      1.511987      1.577777      3.108238
      3.199244      0.313140      1.469102      1.511853      1.576871      3.131401
      3.234675      0.315448      1.469434      1.511722      1.575987      3.154478
      3.270106      0.317747      1.469758      1.511594      1.575122      3.177471
      3.305537      0.320038      1.470076      1.511469      1.574277      3.200382
      3.340968      0.322321      1.470387      1.511346      1.573451      3.223210
      3.376399      0.324596      1.470692      1.511227      1.572643      3.245958
      3.411830      0.326863      1.470990      1.511109      1.571852      3.268627
      3.447261      0.329122      1.471283      1.510994      1.571079      3.291217
      3.482692      0.331373      1.471569      1.510881      1.570322      3.313730
      3.518123      0.333617      1.471850      1.510771      1.569581      3.336167
      3.553554      0.335853      1.472126      1.510663      1.568855      3.358529
      3.588985      0.338082      1.472396      1.510557      1.568144      3.380816
      3.624416      0.340303      1.472661      1.510453      1.567448      3.403030
      3.659847      0.342517      1.472921      1.510351      1.566766      3.425172
      3.695278      0.344724      1.473176      1.510251      1.566098      3.447243
      3.730709      0.346924      1.473426      1.510153      1.565443      3.469243
      3.766140      0.349117      1.473672      1.510057      1.564800      3.491173
      3.801571      0.351304      1.473913      1.509963      1.564171      3.513035
      3.837002      0.353483      1.474150      1.509870      1.563553      3.534829
      3.872433      0.355656      1.474382      1.509779      1.562947      3.556556
      3.907864      0.357822      1.474610      1.509690      1.562353      3.578217
      3.943295      0.359981      1.474835      1.509602      1.561769      3.599813
      3.978726      0.362134      1.475055      1.509516      1.561197      3.621344
      4.014157      0.364281      1.475272      1.509432      1.560635      3.642811
      4.049588      0.366422      1.475484      1.509349      1.560083      3.664215
      4.085019      0.368556      1.475694      1.509267      1.559541      3.685557
      4.120450      0.370684      1.475899      1.509187      1.559009      3.706837
      4.155881      0.372806      1.476101      1.509108      1.558486      3.728057
      4.191312      0.374922      1.476300      1.509031      1.557973      3.749216
      4.226743      0.377032      1.476496      1.508954      1.557468      3.770315
      4.262174      0.379136      1.476688      1.508880      1.556972      3.791356
      4.297605      0.381234      1.476877      1.508806      1.556485      3.812338
      4.333036      0.383326      1.477064      1.508734      1.556006      3.833263
      4.368467      0.385413      1.477247      1.508662      1.555535      3.854131
      4.403898      0.387494      1.477427      1.508592      1.555072      3.874942
      4.439329      0.389570      1.477605      1.508523      1.554616      3.895698
      4.474760      0.391640      1.477779      1.508455      1.554168      3.916399
      4.510191      0.393705      1.477951      1.508389      1.553727      3.937045
      4.545622      0.395764      1.478121      1.508323      1.553294      3.957637
      4.581053      0.397818      1.478287      1.508258      1.552867      3.978176
      4.616484      0.399866      1.478452      1.508194      1.552447      3.998662
      4.651915      0.401910      1.478613      1.508132      1.552034      4.019095
      4.687346      0.403948      1.478773      1.508070      1.551627      4.039477
      4.722777      0.405981      1.478930      1.508009      1.551226      4.059807
      4.758208      0.408009      1.479084      1.507949      1.550832      4.080087
      4.793639      0.410032      1.479237      1.507890      1.550444      4.100316
      4.829070      0.412050      1.479387      1.507832      1.550061      4.120495
      4.864501      0.414063      1.479535      1.507774      1.549684      4.140626
      4.899932      0.416071      1.479681      1.507718      1.549313      4.160707
      4.935363      0.418074      1.479825      1.507662      1.548948      4.180740
      4.970794      0.420073      1.479967      1.507607      1.548588      4.200725
      5.006225      0.422066      1.480107      1.507553      1.548233      4.220663
      5.041656      0.424055      1.480245      1.507500      1.547883      4.240554
      5.077087      0.426040      1.480381      1.507447      1.547538      4.260398
      5.112518      0.428020      1.480515      1.507395      1.547198      4.280196
