  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.45862
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.800000      0.600000      1.000000
      0.104050      1.055234      0.851683      0.650948      1.040505
      0.108024      1.110467      0.903366      0.701896      1.080236
      0.111925      1.165701      0.955048      0.752844      1.119249
      0.115759      1.220935      1.006731      0.803792      1.157594
      0.119531      1.276169      1.058414      0.854741      1.195314
      0.123245      1.331402      1.110097      0.905689      1.232448
      0.126903      1.386636      1.161780      0.956637      1.269030
      0.130509      1.441870      1.213463      1.007585      1.305093
      0.134066      1.497103      1.265145      1.058533      1.340664
      0.137577      1.552337      1.316828      1.109481      1.375769
      0.141043      1.607571      1.368511      1.160429      1.410432
      0.144467      1.662804      1.420194      1.211377      1.444674
      0.147851      1.718038      1.471877      1.262325      1.478515
      0.151197      1.773272      1.523560      1.313274      1.511973
      0.154506      1.828506      1.575242      1.364222      1.545064
      0.157781      1.883739      1.626925      1.415170      1.577805
      0.161021      1.938973      1.678608      1.466118      1.610210
      0.164229      1.994207      1.730291      1.517066      1.642292
      0.167406      2.049440      1.781974      1.568014      1.674064
      0.170554      2.104674      1.833656      1.618962      1.705537
      0.173672      2.159908      1.885339      1.669910      1.736722
      0.176763      2.215141      1.937022      1.720858      1.767629
      0.179827      2.270375      1.988705      1.771807      1.798269
      0.182865      2.325609      2.040388      1.822755      1.828650
      0.185878      2.380843      2.092071      1.873703      1.858780
      0.188867      2.436076      2.143753      1.924651      1.888669
      0.191832      2.491310      2.195436      1.975599      1.918322
      0.194775      2.546544      2.247119      2.026547      1.947749
      0.197695      2.601777      2.298802      2.077495      1.976954
      0.200595      2.657011      2.350485      2.128443      2.005945
      0.203473      2.712245      2.402168      2.179391      2.034729
      0.206331      2.767478      2.453850      2.230340      2.063310
      0.209169      2.822712      2.505533      2.281288      2.091695
      0.211989      2.877946      2.557216      2.332236      2.119888
      0.214789      2.933180      2.608899      2.383184      2.147895
      0.217572      2.988413      2.660582      2.434132      2.175721
      0.220337      3.043647      2.712264      2.485080      2.203369
      0.223085      3.098881      2.763947      2.536028      2.230846
      0.225815      3.154114      2.815630      2.586976      2.258154
      0.228530      3.209348      2.867313      2.637924      2.285298
      0.231228      3.264582      2.918996      2.688873      2.312282
      0.233911      3.319815      2.970679      2.739821      2.339109
      0.236578      3.375049      3.022361      2.790769      2.365784
      0.239231      3.430283      3.074044      2.841717      2.392308
      0.241869      3.485517      3.125727      2.892665      2.418687
      0.244492      3.540750      3.177410      2.943613      2.444922
      0.247102      3.595984      3.229093      2.994561      2.471018
      0.249698      3.651218      3.280775      3.045509      2.496976
      0.252280      3.706451      3.332458      3.096457      2.522800
      0.254849      3.761685      3.384141      3.147406      2.548493
      0.257406      3.816919      3.435824      3.198354      2.574057
      0.259949      3.872152      3.487507      3.249302      2.599494
      0.262481      3.927386      3.539190      3.300250      2.624808
      0.265000      3.982620      3.590872      3.351198      2.650000
      0.267507      4.037854      3.642555      3.402146      2.675073
      0.270003      4.093087      3.694238      3.453094      2.700029
      0.272487      4.148321      3.745921      3.504042      2.724870
      0.274960      4.203555      3.797604      3.554990      2.749599
      0.277422      4.258788      3.849287      3.605939      2.774216
      0.279873      4.314022      3.900969      3.656887      2.798725
      0.282313      4.369256      3.952652      3.707835      2.823128
      0.284742      4.424489      4.004335      3.758783      2.847425
      0.287162      4.479723      4.056018      3.809731      2.871619
      0.289571      4.534957      4.107701      3.860679      2.895711
      0.291970      4.590191      4.159383      3.911627      2.919704
      0.294360      4.645424      4.211066      3.962575      2.943598
      0.296740      4.700658      4.262749      4.013523      2.967396
      0.299110      4.755892      4.314432      4.064472      2.991099
      0.301471      4.811125      4.366115      4.115420      3.014708
      0.303823      4.866359      4.417798      4.166368      3.038225
      0.306165      4.921593      4.469480      4.217316      3.061652
      0.308499      4.976827      4.521163      4.268264      3.084989
      0.310824      5.032060      4.572846      4.319212      3.108238
      0.313140      5.087294      4.624529      4.370160      3.131401
      0.315448      5.142528      4.676212      4.421108      3.154478
      0.317747      5.197761      4.727895      4.472056      3.177471
      0.320038      5.252995      4.779577      4.523005      3.200382
      0.322321      5.308229      4.831260      4.573953      3.223210
      0.324596      5.363462      4.882943      4.624901      3.245958
      0.326863      5.418696      4.934626      4.675849      3.268627
      0.329122      5.473930      4.986309      4.726797      3.291217
      0.331373      5.529164      5.037991      4.777745      3.313730
      0.333617      5.584397      5.089674      4.828693      3.336167
      0.335853      5.639631      5.141357      4.879641      3.358529
      0.338082      5.694865      5.193040      4.930589      3.380816
      0.340303      5.750098      5.244723      4.981538      3.403030
      0.342517      5.805332      5.296406      5.032486      3.425172
      0.344724      5.860566      5.348088      5.083434      3.447243
      0.346924      5.915799      5.399771      5.134382      3.469243
      0.349117      5.971033      5.451454      5.185330      3.491173
      0.351304      6.026267      5.503137      5.236278      3.513035
      0.353483      6.081501      5.554820      5.287226      3.534829
      0.355656      6.136734      5.606503      5.338174      3.556556
      0.357822      6.191968      5.658185      5.389122      3.578217
      0.359981      6.247202      5.709868      5.440071      3.599813
      0.362134      6.302435      5.761551      5.491019      3.621344
      0.364281      6.357669      5.813234      5.541967      3.642811
      0.366422      6.412903      5.864917      5.592915      3.664215
      0.368556      6.468136      5.916599      5.643863      3.685557
      0.370684      6.523370      5.968282      5.694811      3.706837
      0.372806      6.578604      6.019965      5.745759      3.728057
      0.374922      6.633838      6.071648      5.796707      3.749216
      0.377032      6.689071      6.123331      5.847655      3.770315
      0.379136      6.744305      6.175014      5.898604      3.791356
      0.381234      6.799539      6.226696      5.949552      3.812338
      0.383326      6.854772      6.278379      6.000500      3.833263
      0.385413      6.910006      6.330062      6.051448      3.854131
      0.387494      6.965240      6.381745      6.102396      3.874942
      0.389570      7.020473      6.433428      6.153344      3.895698
      0.391640      7.075707      6.485111      6.204292      3.916399
      0.393705      7.130941      6.536793      6.255240      3.937045
      0.395764      7.186175      6.588476      6.306188      3.957637
      0.397818      7.241408      6.640159      6.357137      3.978176
      0.399866      7.296642      6.691842      6.408085      3.998662
      0.401910      7.351876      6.743525      6.459033      4.019095
      0.403948      7.407109      6.795207      6.509981      4.039477
      0.405981      7.462343      6.846890      6.560929      4.059807
      0.408009      7.517577      6.898573      6.611877      4.080087
      0.410032      7.572810      6.950256      6.662825      4.100316
      0.412050      7.628044      7.001939      6.713773      4.120495
      0.414063      7.683278      7.053622      6.764721      4.140626
      0.416071      7.738512      7.105304      6.815670      4.160707
      0.418074      7.793745      7.156987      6.866618      4.180740
      0.420073      7.848979      7.208670      6.917566      4.200725
      0.422066      7.904213      7.260353      6.968514      4.220663
      0.424055      7.959446      7.312036      7.019462      4.240554
      0.426040      8.014680      7.363718      7.070410      4.260398
      0.428020      8.069914      7.415401      7.121358      4.280196
      0.429995      8.125147      7.467084      7.172306      4.299948
      0.431966      8.180381      7.518767      7.223254      4.319656
      0.433932      8.235615      7.570450      7.274203      4.339318
      0.435894      8.290849      7.622133      7.325151      4.358936
      0.437851      8.346082      7.673815      7.376099      4.378510
      0.439804      8.401316      7.725498      7.427047      4.398040
      0.441753      8.456550      7.777181      7.477995      4.417527
      0.443697      8.511783      7.828864      7.528943      4.436971
      0.445637      8.567017      7.880547      7.579891      4.456372
      0.447573      8.622251      7.932230      7.630839      4.475732
      0.449505      8.677486      7.983912      7.681787      4.495049
      0.451433      8.732722      8.035595      7.732736      4.514325
      0.453356      8.787958      8.087278      7.783684      4.533560
      0.455275      8.843196      8.138961      7.834632      4.552755
      0.457191      8.898434      8.190644      7.885580      4.571909
      0.459102      8.953675      8.242326      7.936528      4.591023
      0.461010      9.008917      8.294009      7.987476      4.610097
      0.462913      9.064161      8.345692      8.038424      4.629132
      0.464813      9.119407      8.397375      8.089372      4.648128
      0.466708      9.174655      8.449058      8.140320      4.667085
      0.468600      9.229905      8.500741      8.191269      4.686003
      0.470488      9.285158      8.552423      8.242217      4.704884
      0.472373      9.340414      8.604106      8.293165      4.723727
      0.474253      9.395672      8.655789      8.344113      4.742532
      0.476130      9.450934      8.707472      8.395061      4.761300
      0.478003      9.506199      8.759155      8.446009      4.780031
      0.479873      9.561467      8.810838      8.496957      4.798725
      0.481738      9.616738      8.862520      8.547905      4.817384
      0.483601      9.672014      8.914203      8.598853      4.836006
      0.485459      9.727293      8.965886      8.649802      4.854592
      0.487314      9.782576      9.017569      8.700750      4.873143
      0.489166      9.837863      9.069252      8.751698      4.891658
      0.491014      9.893154      9.120934      8.802646      4.910139
      0.492858      9.948450      9.172617      8.853594      4.928585
      0.494700     10.003750      9.224300      8.904542      4.946996
      0.496537     10.059055      9.275983      8.955490      4.965373
      0.498372     10.114365      9.327666      9.006438      4.983716
      0.500203     10.169680      9.379349      9.057386      5.002026
      0.502030     10.225000      9.431031      9.108335      5.020302
      0.503855     10.280325      9.482714      9.159283      5.038545
      0.505675     10.335655      9.534397      9.210231      5.056755
      0.507493     10.390991      9.586080      9.261179      5.074932
      0.509308     10.446332      9.637763      9.312127      5.093077
      0.511119     10.501679      9.689446      9.363075      5.111189
      0.512927     10.557032      9.741128      9.414023      5.129270
      0.514732     10.612391      9.792811      9.464971      5.147318
      0.516534     10.667756      9.844494      9.515919      5.165335
      0.518332     10.723127      9.896177      9.566868      5.183321
      0.520128     10.778505      9.947860      9.617816      5.201275
      0.521920     10.833889      9.999542      9.668764      5.219199
      0.523709     10.889279     10.051225      9.719712      5.237092
      0.525495     10.944676     10.102908      9.770660      5.254954
      0.527279     11.000081     10.154591      9.821608      5.272786
      0.529059     11.055492     10.206274      9.872556      5.290588
      0.530836     11.110909     10.257957      9.923504      5.308360
      0.532610     11.166335     10.309639      9.974452      5.326102
      0.534382     11.221767     10.361322     10.025401      5.343815
      0.536150     11.277207     10.413005     10.076349      5.361499
      0.537915     11.332654     10.464688     10.127297      5.379153
      0.539678     11.388109     10.516371     10.178245      5.396778
      0.541438     11.443571     10.568053     10.229193      5.414375
      0.543194     11.499041     10.619736     10.280141      5.431943
      0.544948     11.554519     10.671419     10.331089      5.449483
      0.546699     11.610005     10.723102     10.382037      5.466995
      0.548448     11.665499     10.774785     10.432985      5.484478
      0.550193     11.721002     10.826468     10.483934      5.501934
      0.551936     11.776512     10.878150     10.534882      5.519362
      0.553676     11.832031     10.929833     10.585830      5.536763
      0.555414     11.887559     10.981516     10.636778      5.554136
      0.557148     11.943095     11.033199     10.687726      5.571483
      0.558880     11.998639     11.084882     10.738674      5.588802
      0.560609     12.054193     11.136565     10.789622      5.606095
      0.562336     12.109755     11.188247     10.840570      5.623360
      0.564060     12.165326     11.239930     10.891518      5.640600
      0.565781     12.220907     11.291613     10.942467      5.657813
      0.567500     12.276496     11.343296     10.993415      5.675000
      0.569216     12.332095     11.394979     11.044363      5.692161
      0.570930     12.387703     11.446661     11.095311      5.709296
      0.572641     12.443320     11.498344     11.146259      5.726405
      0.574349     12.498947     11.550027     11.197207      5.743489
      0.576055     12.554584     11.601710     11.248155      5.760548
      0.577758     12.610230     11.653393     11.299103      5.777581
      0.579459     12.665886     11.705076     11.350051      5.794590
      0.581157     12.721552     11.756758     11.401000      5.811573
      0.582853     12.777227     11.808441     11.451948      5.828531
      0.584547     12.832913     11.860124     11.502896      5.845465
      0.586237     12.888609     11.911807     11.553844      5.862375
      0.587926     12.944315     11.963490     11.604792      5.879260
      0.589612     13.000031     12.015173     11.655740      5.896121
      0.591296     13.055758     12.066855     11.706688      5.912958
      0.592977     13.111495     12.118538     11.757636      5.929771
      0.594656     13.167242     12.170221     11.808584      5.946560
      0.596333     13.223000     12.221904     11.859533      5.963325
      0.598007     13.278769     12.273587     11.910481      5.980067
      0.599679     13.334549     12.325269     11.961429      5.996785
      0.601348     13.390339     12.376952     12.012377      6.013481
      0.603015     13.446140     12.428635     12.063325      6.030153
      0.604680     13.501953     12.480318     12.114273      6.046802
      0.606343     13.557776     12.532001     12.165221      6.063428
      0.608003     13.613610     12.583684     12.216169      6.080031
      0.609661     13.669456     12.635366     12.267117      6.096612
      0.611317     13.725313     12.687049     12.318066      6.113170
      0.612971     13.781181     12.738732     12.369014      6.129706
      0.614622     13.837061     12.790415     12.419962      6.146220
      0.616271     13.892952     12.842098     12.470910      6.162711
      0.617918     13.948855     12.893781     12.521858      6.179180
      0.619563     14.004770     12.945463     12.572806      6.195628
      0.621205     14.060696     12.997146     12.623754      6.212053
      0.622846     14.116634     13.048829     12.674702      6.228457
      0.624484     14.172584     13.100512     12.725650      6.244840
      0.626120     14.228546     13.152195     12.776599      6.261201
      0.627754     14.284520     13.203877     12.827547      6.277540
      0.629386     14.340506     13.255560     12.878495      6.293859
      0.631016     14.396504     13.307243     12.929443      6.310156
      0.632643     14.452514     13.358926     12.980391      6.326432
      0.634269     14.508537     13.410609     13.031339      6.342687
      0.635892     14.564572     13.462292     13.082287      6.358922
      0.637514     14.620619     13.513974     13.133235      6.375136
      0.639133     14.676679     13.565657     13.184183      6.391329
      0.640750     14.732752     13.617340     13.235132      6.407501
      0.642365     14.788837     13.669023     13.286080      6.423654
      0.643979     14.844935     13.720706     13.337028      6.439786
      0.645590     14.901046     13.772389     13.387976      6.455898
      0.647199     14.957169     13.824071     13.438924      6.471989
      0.648806     15.013306     13.875754     13.489872      6.488061
      0.650411     15.069455     13.927437     13.540820      6.504113
      0.652015     15.125617     13.979120     13.591768      6.520145
      0.653616     15.181793     14.030803     13.642716      6.536158
      0.655215     15.237982     14.082485     13.693665      6.552151
      0.656812     15.294184     14.134168     13.744613      6.568124
      0.658408     15.350399     14.185851     13.795561      6.584078
      0.660001     15.406628     14.237534     13.846509      6.600013
      0.661593     15.462870     14.289217     13.897457      6.615928
      0.663182     15.519125     14.340900     13.948405      6.631824
      0.664770     15.575394     14.392582     13.999353      6.647702
      0.666356     15.631677     14.444265     14.050301      6.663560
      0.667940     15.687974     14.495948     14.101249      6.679399
      0.669522     15.744284     14.547631     14.152198      6.695220
      0.671102     15.800608     14.599314     14.203146      6.711022
      0.672681     15.856946     14.650996     14.254094      6.726806
      0.674257     15.913297     14.702679     14.305042      6.742571
