  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.78966
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.429500      1.710499      2.319593      1.000000
      0.612781      0.104050      1.433395      1.696732      2.248555      1.040505
      0.648212      0.108024      1.436883      1.684655      2.188850      1.080236
      0.683643      0.111925      1.440023      1.673975      2.137965      1.119249
      0.719074      0.115759      1.442866      1.664463      2.094081      1.157594
      0.754505      0.119531      1.445451      1.655937      2.055845      1.195314
      0.789936      0.123245      1.447813      1.648251      2.022234      1.232448
      0.825367      0.126903      1.449978      1.641288      1.992456      1.269030
      0.860798      0.130509      1.451971      1.634949      1.965890      1.305093
      0.896229      0.134066      1.453811      1.629155      1.942044      1.340664
      0.931660      0.137577      1.455516      1.623838      1.920521      1.375769
      0.967091      0.141043      1.457099      1.618941      1.900995      1.410432
      1.002522      0.144467      1.458573      1.614417      1.883203      1.444674
      1.037953      0.147851      1.459950      1.610224      1.866922      1.478515
      1.073384      0.151197      1.461238      1.606328      1.851969      1.511973
      1.108815      0.154506      1.462445      1.602697      1.838186      1.545064
      1.144246      0.157781      1.463580      1.599307      1.825443      1.577805
      1.179677      0.161021      1.464648      1.596133      1.813624      1.610210
      1.215108      0.164229      1.465655      1.593156      1.802635      1.642292
      1.250539      0.167406      1.466607      1.590358      1.792389      1.674064
      1.285970      0.170554      1.467507      1.587723      1.782814      1.705537
      1.321401      0.173672      1.468360      1.585237      1.773846      1.736722
      1.356832      0.176763      1.469169      1.582888      1.765430      1.767629
      1.392263      0.179827      1.469938      1.580665      1.757516      1.798269
      1.427694      0.182865      1.470669      1.578558      1.750060      1.828650
      1.463125      0.185878      1.471366      1.576559      1.743023      1.858780
      1.498556      0.188867      1.472030      1.574659      1.736372      1.888669
      1.533987      0.191832      1.472664      1.572851      1.730075      1.918322
      1.569418      0.194775      1.473271      1.571128      1.724105      1.947749
      1.604849      0.197695      1.473850      1.569485      1.718436      1.976954
      1.640280      0.200595      1.474406      1.567916      1.713048      2.005945
      1.675711      0.203473      1.474938      1.566416      1.707919      2.034729
      1.711142      0.206331      1.475448      1.564982      1.703031      2.063310
      1.746573      0.209169      1.475938      1.563608      1.698368      2.091695
      1.782004      0.211989      1.476409      1.562290      1.693914      2.119888
      1.817435      0.214789      1.476862      1.561027      1.689655      2.147895
      1.852866      0.217572      1.477298      1.559813      1.685580      2.175721
      1.888297      0.220337      1.477717      1.558647      1.681676      2.203369
      1.923728      0.223085      1.478122      1.557525      1.677933      2.230846
      1.959159      0.225815      1.478512      1.556446      1.674341      2.258154
      1.994590      0.228530      1.478888      1.555406      1.670891      2.285298
      2.030021      0.231228      1.479251      1.554404      1.667576      2.312282
      2.065452      0.233911      1.479603      1.553437      1.664386      2.339109
      2.100883      0.236578      1.479942      1.552505      1.661315      2.365784
      2.136314      0.239231      1.480270      1.551604      1.658358      2.392308
      2.171745      0.241869      1.480588      1.550734      1.655506      2.418687
      2.207176      0.244492      1.480896      1.549892      1.652756      2.444922
      2.242607      0.247102      1.481194      1.549078      1.650101      2.471018
      2.278038      0.249698      1.481483      1.548290      1.647537      2.496976
      2.313469      0.252280      1.481763      1.547527      1.645059      2.522800
      2.348900      0.254849      1.482035      1.546788      1.642662      2.548493
      2.384331      0.257406      1.482298      1.546071      1.640344      2.574057
      2.419762      0.259949      1.482554      1.545376      1.638100      2.599494
      2.455193      0.262481      1.482803      1.544702      1.635926      2.624808
      2.490624      0.265000      1.483045      1.544047      1.633820      2.650000
      2.526055      0.267507      1.483280      1.543412      1.631778      2.675073
      2.561486      0.270003      1.483509      1.542794      1.629798      2.700029
      2.596917      0.272487      1.483732      1.542194      1.627876      2.724870
      2.632348      0.274960      1.483948      1.541610      1.626010      2.749599
      2.667779      0.277422      1.484159      1.541042      1.624198      2.774216
      2.703210      0.279873      1.484365      1.540490      1.622437      2.798725
      2.738641      0.282313      1.484565      1.539952      1.620726      2.823128
      2.774072      0.284742      1.484760      1.539428      1.619062      2.847425
      2.809503      0.287162      1.484950      1.538918      1.617442      2.871619
      2.844934      0.289571      1.485136      1.538421      1.615867      2.895711
      2.880365      0.291970      1.485317      1.537937      1.614333      2.919704
      2.915796      0.294360      1.485494      1.537464      1.612839      2.943598
      2.951227      0.296740      1.485666      1.537003      1.611384      2.967396
      2.986658      0.299110      1.485835      1.536554      1.609966      2.991099
      3.022089      0.301471      1.485999      1.536115      1.608583      3.014708
      3.057520      0.303823      1.486160      1.535686      1.607235      3.038225
      3.092951      0.306165      1.486317      1.535268      1.605920      3.061652
      3.128382      0.308499      1.486470      1.534859      1.604636      3.084989
      3.163813      0.310824      1.486621      1.534460      1.603384      3.108238
      3.199244      0.313140      1.486768      1.534069      1.602161      3.131401
      3.234675      0.315448      1.486911      1.533688      1.600967      3.154478
      3.270106      0.317747      1.487052      1.533315      1.599800      3.177471
      3.305537      0.320038      1.487189      1.532950      1.598660      3.200382
      3.340968      0.322321      1.487324      1.532593      1.597545      3.223210
      3.376399      0.324596      1.487456      1.532243      1.596456      3.245958
      3.411830      0.326863      1.487585      1.531901      1.595391      3.268627
      3.447261      0.329122      1.487712      1.531567      1.594348      3.291217
      3.482692      0.331373      1.487836      1.531239      1.593329      3.313730
      3.518123      0.333617      1.487957      1.530918      1.592331      3.336167
      3.553554      0.335853      1.488076      1.530603      1.591354      3.358529
      3.588985      0.338082      1.488193      1.530295      1.590398      3.380816
