  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.67931
      Tau        exp. factor        a1             a2             a3         exp. ratio   
      0.577350      0.100000      1.000000      0.800000      0.600000      1.000000
      0.612781      0.104050      1.057401      0.854550      0.654943      1.040505
      0.648212      0.108024      1.114801      0.909101      0.709885      1.080236
      0.683643      0.111925      1.172202      0.963651      0.764828      1.119249
      0.719074      0.115759      1.229602      1.018202      0.819770      1.157594
      0.754505      0.119531      1.287003      1.072752      0.874713      1.195314
      0.789936      0.123245      1.344403      1.127303      0.929655      1.232448
      0.825367      0.126903      1.401804      1.181853      0.984598      1.269030
      0.860798      0.130509      1.459204      1.236403      1.039540      1.305093
      0.896229      0.134066      1.516605      1.290954      1.094483      1.340664
      0.931660      0.137577      1.574005      1.345504      1.149426      1.375769
      0.967091      0.141043      1.631406      1.400055      1.204368      1.410432
      1.002522      0.144467      1.688807      1.454605      1.259311      1.444674
      1.037953      0.147851      1.746207      1.509156      1.314253      1.478515
      1.073384      0.151197      1.803608      1.563706      1.369196      1.511973
      1.108815      0.154506      1.861008      1.618256      1.424138      1.545064
      1.144246      0.157781      1.918409      1.672807      1.479081      1.577805
      1.179677      0.161021      1.975809      1.727357      1.534023      1.610210
      1.215108      0.164229      2.033210      1.781908      1.588966      1.642292
      1.250539      0.167406      2.090610      1.836458      1.643909      1.674064
      1.285970      0.170554      2.148011      1.891009      1.698851      1.705537
      1.321401      0.173672      2.205412      1.945559      1.753794      1.736722
      1.356832      0.176763      2.262812      2.000109      1.808736      1.767629
      1.392263      0.179827      2.320213      2.054660      1.863679      1.798269
      1.427694      0.182865      2.377613      2.109210      1.918621      1.828650
      1.463125      0.185878      2.435014      2.163761      1.973564      1.858780
      1.498556      0.188867      2.492414      2.218311      2.028506      1.888669
      1.533987      0.191832      2.549815      2.272862      2.083449      1.918322
      1.569418      0.194775      2.607215      2.327412      2.138392      1.947749
      1.604849      0.197695      2.664616      2.381962      2.193334      1.976954
      1.640280      0.200595      2.722016      2.436513      2.248277      2.005945
      1.675711      0.203473      2.779417      2.491063      2.303219      2.034729
      1.711142      0.206331      2.836818      2.545614      2.358162      2.063310
      1.746573      0.209169      2.894218      2.600164      2.413104      2.091695
      1.782004      0.211989      2.951619      2.654714      2.468047      2.119888
      1.817435      0.214789      3.009019      2.709265      2.522990      2.147895
      1.852866      0.217572      3.066420      2.763815      2.577932      2.175721
      1.888297      0.220337      3.123820      2.818366      2.632875      2.203369
