  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.51379
      Tau        exp. factor        v1             v2             v3         exp. ratio   
      0.577350      0.100000      1.363296      1.600981      2.116187      1.000000
      0.612781      0.104050      1.370518      1.594774      2.067090      1.040505
      0.648212      0.108024      1.377015      1.589285      2.025239      1.080236
      0.683643      0.111925      1.382891      1.584397      1.989141      1.119249
      0.719074      0.115759      1.388231      1.580017      1.957686      1.157594
      0.754505      0.119531      1.393106      1.576069      1.930031      1.195314
      0.789936      0.123245      1.397573      1.572492      1.905529      1.232448
      0.825367      0.126903      1.401682      1.569236      1.883668      1.269030
      0.860798      0.130509      1.405474      1.566261      1.864043      1.305093
      0.896229      0.134066      1.408984      1.563530      1.846328      1.340664
      0.931660      0.137577      1.412243      1.561016      1.830258      1.375769
      0.967091      0.141043      1.415276      1.558693      1.815612      1.410432
      1.002522      0.144467      1.418107      1.556541      1.802211      1.444674
      1.037953      0.147851      1.420755      1.554540      1.789901      1.478515
      1.073384      0.151197      1.423237      1.552677      1.778554      1.511973
      1.108815      0.154506      1.425568      1.550936      1.768063      1.545064
      1.144246      0.157781      1.427762      1.549307      1.758333      1.577805
      1.179677      0.161021      1.429830      1.547779      1.749285      1.610210
      1.215108      0.164229      1.431783      1.546343      1.740849      1.642292
      1.250539      0.167406      1.433630      1.544991      1.732965      1.674064
      1.285970      0.170554      1.435380      1.543715      1.725581      1.705537
      1.321401      0.173672      1.437040      1.542510      1.718651      1.736722
      1.356832      0.176763      1.438617      1.541369      1.712134      1.767629
      1.392263      0.179827      1.440116      1.540288      1.705994      1.798269
      1.427694      0.182865      1.441545      1.539262      1.700199      1.828650
      1.463125      0.185878      1.442906      1.538287      1.694722      1.858780
      1.498556      0.188867      1.444206      1.537359      1.689536      1.888669
      1.533987      0.191832      1.445448      1.536475      1.684620      1.918322
      1.569418      0.194775      1.446636      1.535632      1.679952      1.947749
      1.604849      0.197695      1.447773      1.534827      1.675514      1.976954
      1.640280      0.200595      1.448862      1.534058      1.671290      2.005945
      1.675711      0.203473      1.449907      1.533322      1.667264      2.034729
      1.711142      0.206331      1.450911      1.532617      1.663424      2.063310
      1.746573      0.209169      1.451875      1.531941      1.659755      2.091695
      1.782004      0.211989      1.452801      1.531293      1.656248      2.119888
      1.817435      0.214789      1.453693      1.530670      1.652892      2.147895
      1.852866      0.217572      1.454552      1.530072      1.649676      2.175721
      1.888297      0.220337      1.455379      1.529497      1.646593      2.203369
      1.923728      0.223085      1.456177      1.528943      1.643635      2.230846
      1.959159      0.225815      1.456947      1.528410      1.640793      2.258154
      1.994590      0.228530      1.457690      1.527895      1.638062      2.285298
      2.030021      0.231228      1.458408      1.527400      1.635435      2.312282
      2.065452      0.233911      1.459102      1.526921      1.632906      2.339109
      2.100883      0.236578      1.459773      1.526459      1.630469      2.365784
      2.136314      0.239231      1.460423      1.526013      1.628121      2.392308
      2.171745      0.241869      1.461052      1.525581      1.625855      2.418687
      2.207176      0.244492      1.461661      1.525164      1.623668      2.444922
      2.242607      0.247102      1.462251      1.524760      1.621556      2.471018
