  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.78966
      Tau        exp. factor        a1             a2             a3         exp. ratio   
      0.577350      0.100000      1.000000      0.800000      0.600000      1.000000
      0.612781      0.104050      1.058484      0.855984      0.656940      1.040505
      0.648212      0.108024      1.116968      0.911968      0.713880      1.080236
      0.683643      0.111925      1.175452      0.967953      0.770819      1.119249
      0.719074      0.115759      1.233936      1.023937      0.827759      1.157594
      0.754505      0.119531      1.292420      1.079921      0.884699      1.195314
      0.789936      0.123245      1.350904      1.135905      0.941639      1.232448
      0.825367      0.126903      1.409388      1.191890      0.998578      1.269030
      0.860798      0.130509      1.467872      1.247874      1.055518      1.305093
      0.896229      0.134066      1.526356      1.303858      1.112458      1.340664
      0.931660      0.137577      1.584840      1.359842      1.169398      1.375769
      0.967091      0.141043      1.643324      1.415827      1.226338      1.410432
      1.002522      0.144467      1.701808      1.471811      1.283277      1.444674
      1.037953      0.147851      1.760292      1.527795      1.340217      1.478515
      1.073384      0.151197      1.818776      1.583779      1.397157      1.511973
      1.108815      0.154506      1.877260      1.639763      1.454097      1.545064
      1.144246      0.157781      1.935744      1.695748      1.511036      1.577805
      1.179677      0.161021      1.994228      1.751732      1.567976      1.610210
      1.215108      0.164229      2.052712      1.807716      1.624916      1.642292
      1.250539      0.167406      2.111195      1.863700      1.681856      1.674064
      1.285970      0.170554      2.169679      1.919685      1.738796      1.705537
      1.321401      0.173672      2.228163      1.975669      1.795735      1.736722
      1.356832      0.176763      2.286647      2.031653      1.852675      1.767629
      1.392263      0.179827      2.345131      2.087637      1.909615      1.798269
      1.427694      0.182865      2.403615      2.143621      1.966555      1.828650
      1.463125      0.185878      2.462099      2.199606      2.023495      1.858780
      1.498556      0.188867      2.520583      2.255590      2.080434      1.888669
      1.533987      0.191832      2.579067      2.311574      2.137374      1.918322
      1.569418      0.194775      2.637551      2.367558      2.194314      1.947749
      1.604849      0.197695      2.696035      2.423543      2.251254      1.976954
      1.640280      0.200595      2.754519      2.479527      2.308193      2.005945
      1.675711      0.203473      2.813003      2.535511      2.365133      2.034729
      1.711142      0.206331      2.871487      2.591495      2.422073      2.063310
      1.746573      0.209169      2.929971      2.647480      2.479013      2.091695
      1.782004      0.211989      2.988455      2.703464      2.535953      2.119888
      1.817435      0.214789      3.046939      2.759448      2.592892      2.147895
      1.852866      0.217572      3.105423      2.815432      2.649832      2.175721
      1.888297      0.220337      3.163907      2.871416      2.706772      2.203369
      1.923728      0.223085      3.222391      2.927401      2.763712      2.230846
      1.959159      0.225815      3.280875      2.983385      2.820651      2.258154
      1.994590      0.228530      3.339359      3.039369      2.877591      2.285298
      2.030021      0.231228      3.397843      3.095353      2.934531      2.312282
      2.065452      0.233911      3.456327      3.151338      2.991471      2.339109
      2.100883      0.236578      3.514811      3.207322      3.048411      2.365784
      2.136314      0.239231      3.573295      3.263306      3.105350      2.392308
      2.171745      0.241869      3.631779      3.319290      3.162290      2.418687
      2.207176      0.244492      3.690263      3.375275      3.219230      2.444922
      2.242607      0.247102      3.748747      3.431259      3.276170      2.471018
      2.278038      0.249698      3.807231      3.487243      3.333109      2.496976
      2.313469      0.252280      3.865715      3.543227      3.390049      2.522800
      2.348900      0.254849      3.924199      3.599211      3.446989      2.548493
      2.384331      0.257406      3.982683      3.655196      3.503929      2.574057
      2.419762      0.259949      4.041167      3.711180      3.560869      2.599494
      2.455193      0.262481      4.099651      3.767164      3.617808      2.624808
      2.490624      0.265000      4.158135      3.823148      3.674748      2.650000
      2.526055      0.267507      4.216619      3.879133      3.731688      2.675073
      2.561486      0.270003      4.275102      3.935117      3.788628      2.700029
      2.596917      0.272487      4.333586      3.991101      3.845568      2.724870
      2.632348      0.274960      4.392070      4.047085      3.902507      2.749599
      2.667779      0.277422      4.450554      4.103069      3.959447      2.774216
      2.703210      0.279873      4.509038      4.159054      4.016387      2.798725
      2.738641      0.282313      4.567522      4.215038      4.073327      2.823128
      2.774072      0.284742      4.626006      4.271022      4.130266      2.847425
      2.809503      0.287162      4.684490      4.327006      4.187206      2.871619
      2.844934      0.289571      4.742974      4.382991      4.244146      2.895711
      2.880365      0.291970      4.801458      4.438975      4.301086      2.919704
      2.915796      0.294360      4.859942      4.494959      4.358026      2.943598
      2.951227      0.296740      4.918426      4.550943      4.414965      2.967396
      2.986658      0.299110      4.976910      4.606928      4.471905      2.991099
      3.022089      0.301471      5.035394      4.662912      4.528845      3.014708
      3.057520      0.303823      5.093878      4.718896      4.585785      3.038225
      3.092951      0.306165      5.152362      4.774880      4.642724      3.061652
      3.128382      0.308499      5.210846      4.830864      4.699664      3.084989
      3.163813      0.310824      5.269330      4.886849      4.756604      3.108238
      3.199244      0.313140      5.327814      4.942833      4.813544      3.131401
      3.234675      0.315448      5.386298      4.998817      4.870484      3.154478
      3.270106      0.317747      5.444782      5.054801      4.927423      3.177471
      3.305537      0.320038      5.503266      5.110786      4.984363      3.200382
      3.340968      0.322321      5.561750      5.166770      5.041303      3.223210
