  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.40345
      Tau        exp. factor        a1             a2             a3         exp. ratio   
      0.577350      0.100000      1.000000      0.800000      0.600000      1.000000
      0.612781      0.104050      1.054692      0.850966      0.649949      1.040505
      0.648212      0.108024      1.109384      0.901932      0.699899      1.080236
      0.683643      0.111925      1.164076      0.952898      0.749848      1.119249
      0.719074      0.115759      1.218768      1.003864      0.799798      1.157594
      0.754505      0.119531      1.273460      1.054830      0.849747      1.195314
      0.789936      0.123245      1.328152      1.105796      0.899697      1.232448
      0.825367      0.126903      1.382844      1.156761      0.949646      1.269030
      0.860798      0.130509      1.437536      1.207727      0.999596      1.305093
      0.896229      0.134066      1.492228      1.258693      1.049545      1.340664
      0.931660      0.137577      1.546920      1.309659      1.099495      1.375769
      0.967091      0.141043      1.601612      1.360625      1.149444      1.410432
      1.002522      0.144467      1.656304      1.411591      1.199394      1.444674
      1.037953      0.147851      1.710996      1.462557      1.249343      1.478515
      1.073384      0.151197      1.765688      1.513523      1.299293      1.511973
      1.108815      0.154506      1.820380      1.564489      1.349242      1.545064
      1.144246      0.157781      1.875072      1.615455      1.399192      1.577805
      1.179677      0.161021      1.929764      1.666421      1.449141      1.610210
      1.215108      0.164229      1.984456      1.717387      1.499091      1.642292
      1.250539      0.167406      2.039148      1.768353      1.549040      1.674064
      1.285970      0.170554      2.093840      1.819318      1.598990      1.705537
      1.321401      0.173672      2.148532      1.870284      1.648939      1.736722
      1.356832      0.176763      2.203224      1.921250      1.698889      1.767629
      1.392263      0.179827      2.257916      1.972216      1.748838      1.798269
      1.427694      0.182865      2.312608      2.023182      1.798788      1.828650
      1.463125      0.185878      2.367300      2.074148      1.848737      1.858780
      1.498556      0.188867      2.421992      2.125114      1.898687      1.888669
      1.533987      0.191832      2.476684      2.176080      1.948636      1.918322
      1.569418      0.194775      2.531376      2.227046      1.998586      1.947749
      1.604849      0.197695      2.586068      2.278012      2.048535      1.976954
      1.640280      0.200595      2.640760      2.328978      2.098485      2.005945
      1.675711      0.203473      2.695452      2.379944      2.148434      2.034729
      1.711142      0.206331      2.750144      2.430909      2.198384      2.063310
      1.746573      0.209169      2.804836      2.481875      2.248333      2.091695
      1.782004      0.211989      2.859528      2.532841      2.298283      2.119888
      1.817435      0.214789      2.914220      2.583807      2.348232      2.147895
      1.852866      0.217572      2.968912      2.634773      2.398182      2.175721
      1.888297      0.220337      3.023604      2.685739      2.448131      2.203369
      1.923728      0.223085      3.078296      2.736705      2.498081      2.230846
      1.959159      0.225815      3.132988      2.787671      2.548030      2.258154
      1.994590      0.228530      3.187680      2.838637      2.597980      2.285298
      2.030021      0.231228      3.242372      2.889603      2.647929      2.312282
      2.065452      0.233911      3.297064      2.940569      2.697879      2.339109
      2.100883      0.236578      3.351756      2.991535      2.747828      2.365784
      2.136314      0.239231      3.406448      3.042501      2.797778      2.392308
      2.171745      0.241869      3.461140      3.093466      2.847727      2.418687
      2.207176      0.244492      3.515832      3.144432      2.897677      2.444922
