  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.76207
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.800000      0.600000      1.000000
      0.104050      1.058213      0.855626      0.656440      1.040505
      0.108024      1.116426      0.911252      0.712881      1.080236
      0.111925      1.174639      0.966877      0.769321      1.119249
      0.115759      1.232852      1.022503      0.825762      1.157594
      0.119531      1.291066      1.078129      0.882202      1.195314
      0.123245      1.349279      1.133755      0.938643      1.232448
      0.126903      1.407492      1.189380      0.995083      1.269030
      0.130509      1.465705      1.245006      1.051524      1.305093
      0.134066      1.523918      1.300632      1.107964      1.340664
      0.137577      1.582131      1.356258      1.164405      1.375769
      0.141043      1.640344      1.411884      1.220845      1.410432
      0.144467      1.698557      1.467509      1.277286      1.444674
      0.147851      1.756771      1.523135      1.333726      1.478515
      0.151197      1.814984      1.578761      1.390167      1.511973
      0.154506      1.873197      1.634387      1.446607      1.545064
      0.157781      1.931410      1.690012      1.503048      1.577805
      0.161021      1.989623      1.745638      1.559488      1.610210
      0.164229      2.047836      1.801264      1.615929      1.642292
      0.167406      2.106049      1.856890      1.672369      1.674064
      0.170554      2.164262      1.912516      1.728809      1.705537
      0.173672      2.222475      1.968141      1.785250      1.736722
      0.176763      2.280689      2.023767      1.841690      1.767629
      0.179827      2.338902      2.079393      1.898131      1.798269
      0.182865      2.397115      2.135019      1.954571      1.828650
      0.185878      2.455328      2.190644      2.011012      1.858780
      0.188867      2.513541      2.246270      2.067452      1.888669
      0.191832      2.571754      2.301896      2.123893      1.918322
      0.194775      2.629967      2.357522      2.180333      1.947749
      0.197695      2.688180      2.413148      2.236774      1.976954
      0.200595      2.746394      2.468773      2.293214      2.005945
      0.203473      2.804607      2.524399      2.349655      2.034729
      0.206331      2.862820      2.580025      2.406095      2.063310
      0.209169      2.921033      2.635651      2.462536      2.091695
      0.211989      2.979246      2.691276      2.518976      2.119888
      0.214789      3.037459      2.746902      2.575417      2.147895
      0.217572      3.095672      2.802528      2.631857      2.175721
      0.220337      3.153885      2.858154      2.688298      2.203369
      0.223085      3.212098      2.913780      2.744738      2.230846
      0.225815      3.270312      2.969405      2.801179      2.258154
      0.228530      3.328525      3.025031      2.857619      2.285298
      0.231228      3.386738      3.080657      2.914059      2.312282
      0.233911      3.444951      3.136283      2.970500      2.339109
      0.236578      3.503164      3.191908      3.026940      2.365784
      0.239231      3.561377      3.247534      3.083381      2.392308
      0.241869      3.619590      3.303160      3.139821      2.418687
      0.244492      3.677803      3.358786      3.196262      2.444922
      0.247102      3.736016      3.414412      3.252702      2.471018
      0.249698      3.794230      3.470037      3.309143      2.496976
      0.252280      3.852443      3.525663      3.365583      2.522800
      0.254849      3.910656      3.581289      3.422024      2.548493
      0.257406      3.968869      3.636915      3.478464      2.574057
      0.259949      4.027082      3.692540      3.534905      2.599494
      0.262481      4.085295      3.748166      3.591345      2.624808
      0.265000      4.143508      3.803792      3.647786      2.650000
      0.267507      4.201721      3.859418      3.704226      2.675073
      0.270003      4.259935      3.915044      3.760667      2.700029
      0.272487      4.318148      3.970669      3.817107      2.724870
      0.274960      4.376361      4.026295      3.873548      2.749599
      0.277422      4.434574      4.081921      3.929988      2.774216
      0.279873      4.492787      4.137547      3.986428      2.798725
      0.282313      4.551000      4.193172      4.042869      2.823128
      0.284742      4.609213      4.248798      4.099309      2.847425
      0.287162      4.667426      4.304424      4.155750      2.871619
      0.289571      4.725639      4.360050      4.212190      2.895711
      0.291970      4.783853      4.415676      4.268631      2.919704
      0.294360      4.842066      4.471301      4.325071      2.943598
      0.296740      4.900279      4.526927      4.381512      2.967396
      0.299110      4.958492      4.582553      4.437952      2.991099
      0.301471      5.016705      4.638179      4.494393      3.014708
      0.303823      5.074918      4.693804      4.550833      3.038225
      0.306165      5.133131      4.749430      4.607274      3.061652
      0.308499      5.191344      4.805056      4.663714      3.084989
      0.310824      5.249558      4.860682      4.720155      3.108238
      0.313140      5.307771      4.916308      4.776595      3.131401
