  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.15517
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.800000      0.600000      1.000000
      0.104050      1.052254      0.847740      0.645456      1.040505
      0.108024      1.104509      0.895480      0.690911      1.080236
      0.111925      1.156763      0.943220      0.736367      1.119249
      0.115759      1.209017      0.990959      0.781823      1.157594
      0.119531      1.261271      1.038699      0.827279      1.195314
      0.123245      1.313526      1.086439      0.872734      1.232448
      0.126903      1.365780      1.134179      0.918190      1.269030
      0.130509      1.418034      1.181919      0.963646      1.305093
      0.134066      1.470289      1.229659      1.009102      1.340664
      0.137577      1.522543      1.277399      1.054557      1.375769
      0.141043      1.574797      1.325139      1.100013      1.410432
      0.144467      1.627051      1.372878      1.145469      1.444674
      0.147851      1.679306      1.420618      1.190925      1.478515
      0.151197      1.731560      1.468358      1.236380      1.511973
      0.154506      1.783814      1.516098      1.281836      1.545064
      0.157781      1.836069      1.563838      1.327292      1.577805
      0.161021      1.888323      1.611578      1.372748      1.610210
      0.164229      1.940577      1.659318      1.418203      1.642292
      0.167406      1.992831      1.707057      1.463659      1.674064
      0.170554      2.045086      1.754797      1.509115      1.705537
      0.173672      2.097340      1.802537      1.554571      1.736722
      0.176763      2.149594      1.850277      1.600026      1.767629
      0.179827      2.201849      1.898017      1.645482      1.798269
      0.182865      2.254103      1.945757      1.690938      1.828650
      0.185878      2.306357      1.993497      1.736394      1.858780
      0.188867      2.358611      2.041237      1.781849      1.888669
      0.191832      2.410866      2.088976      1.827305      1.918322
      0.194775      2.463120      2.136716      1.872761      1.947749
      0.197695      2.515374      2.184456      1.918217      1.976954
      0.200595      2.567629      2.232196      1.963672      2.005945
      0.203473      2.619883      2.279936      2.009128      2.034729
      0.206331      2.672137      2.327676      2.054584      2.063310
      0.209169      2.724391      2.375416      2.100040      2.091695
      0.211989      2.776646      2.423156      2.145495      2.119888
      0.214789      2.828900      2.470895      2.190951      2.147895
      0.217572      2.881154      2.518635      2.236407      2.175721
      0.220337      2.933409      2.566375      2.281863      2.203369
      0.223085      2.985663      2.614115      2.327318      2.230846
      0.225815      3.037917      2.661855      2.372774      2.258154
      0.228530      3.090171      2.709595      2.418230      2.285298
      0.231228      3.142426      2.757335      2.463686      2.312282
      0.233911      3.194680      2.805074      2.509141      2.339109
      0.236578      3.246934      2.852814      2.554597      2.365784
      0.239231      3.299189      2.900554      2.600053      2.392308
      0.241869      3.351443      2.948294      2.645509      2.418687
      0.244492      3.403697      2.996034      2.690964      2.444922
      0.247102      3.455951      3.043774      2.736420      2.471018
      0.249698      3.508206      3.091514      2.781876      2.496976
      0.252280      3.560460      3.139254      2.827332      2.522800
      0.254849      3.612714      3.186993      2.872787      2.548493
      0.257406      3.664969      3.234733      2.918243      2.574057
      0.259949      3.717223      3.282473      2.963699      2.599494
      0.262481      3.769477      3.330213      3.009155      2.624808
      0.265000      3.821731      3.377953      3.054610      2.650000
      0.267507      3.873986      3.425693      3.100066      2.675073
      0.270003      3.926240      3.473433      3.145522      2.700029
      0.272487      3.978494      3.521172      3.190978      2.724870
      0.274960      4.030749      3.568912      3.236433      2.749599
      0.277422      4.083003      3.616652      3.281889      2.774216
      0.279873      4.135257      3.664392      3.327345      2.798725
      0.282313      4.187511      3.712132      3.372801      2.823128
      0.284742      4.239766      3.759872      3.418256      2.847425
      0.287162      4.292020      3.807612      3.463712      2.871619
      0.289571      4.344274      3.855352      3.509168      2.895711
      0.291970      4.396529      3.903091      3.554624      2.919704
      0.294360      4.448783      3.950831      3.600079      2.943598
      0.296740      4.501037      3.998571      3.645535      2.967396
      0.299110      4.553291      4.046311      3.690991      2.991099
      0.301471      4.605546      4.094051      3.736447      3.014708
      0.303823      4.657800      4.141791      3.781902      3.038225
      0.306165      4.710054      4.189531      3.827358      3.061652
      0.308499      4.762309      4.237270      3.872814      3.084989
      0.310824      4.814563      4.285010      3.918270      3.108238
      0.313140      4.866817      4.332750      3.963725      3.131401
      0.315448      4.919071      4.380490      4.009181      3.154478
      0.317747      4.971326      4.428230      4.054637      3.177471
      0.320038      5.023580      4.475970      4.100093      3.200382
      0.322321      5.075834      4.523710      4.145548      3.223210
      0.324596      5.128089      4.571450      4.191004      3.245958
      0.326863      5.180343      4.619189      4.236460      3.268627
      0.329122      5.232597      4.666929      4.281916      3.291217
      0.331373      5.284851      4.714669      4.327371      3.313730
      0.333617      5.337106      4.762409      4.372827      3.336167
      0.335853      5.389360      4.810149      4.418283      3.358529
      0.338082      5.441614      4.857889      4.463738      3.380816
      0.340303      5.493869      4.905629      4.509194      3.403030
      0.342517      5.546123      4.953368      4.554650      3.425172
      0.344724      5.598377      5.001108      4.600106      3.447243
      0.346924      5.650631      5.048848      4.645561      3.469243
      0.349117      5.702886      5.096588      4.691017      3.491173
      0.351304      5.755140      5.144328      4.736473      3.513035
      0.353483      5.807394      5.192068      4.781929      3.534829
      0.355656      5.859649      5.239808      4.827384      3.556556
      0.357822      5.911903      5.287548      4.872840      3.578217
      0.359981      5.964157      5.335287      4.918296      3.599813
      0.362134      6.016411      5.383027      4.963752      3.621344
      0.364281      6.068666      5.430767      5.009207      3.642811
      0.366422      6.120920      5.478507      5.054663      3.664215
      0.368556      6.173174      5.526247      5.100119      3.685557
      0.370684      6.225429      5.573987      5.145575      3.706837
      0.372806      6.277683      5.621727      5.191030      3.728057
      0.374922      6.329937      5.669467      5.236486      3.749216
      0.377032      6.382191      5.717206      5.281942      3.770315
      0.379136      6.434446      5.764946      5.327398      3.791356
      0.381234      6.486700      5.812686      5.372853      3.812338
      0.383326      6.538954      5.860426      5.418309      3.833263
      0.385413      6.591209      5.908166      5.463765      3.854131
      0.387494      6.643463      5.955906      5.509221      3.874942
      0.389570      6.695717      6.003646      5.554676      3.895698
      0.391640      6.747971      6.051385      5.600132      3.916399
      0.393705      6.800226      6.099125      5.645588      3.937045
      0.395764      6.852480      6.146865      5.691044      3.957637
      0.397818      6.904734      6.194605      5.736499      3.978176
      0.399866      6.956989      6.242345      5.781955      3.998662
      0.401910      7.009243      6.290085      5.827411      4.019095
      0.403948      7.061497      6.337825      5.872867      4.039477
      0.405981      7.113751      6.385565      5.918322      4.059807
      0.408009      7.166006      6.433304      5.963778      4.080087
      0.410032      7.218260      6.481044      6.009234      4.100316
      0.412050      7.270514      6.528784      6.054690      4.120495
      0.414063      7.322769      6.576524      6.100145      4.140626
      0.416071      7.375023      6.624264      6.145601      4.160707
      0.418074      7.427277      6.672004      6.191057      4.180740
      0.420073      7.479531      6.719744      6.236513      4.200725
      0.422066      7.531786      6.767483      6.281968      4.220663
      0.424055      7.584040      6.815223      6.327424      4.240554
      0.426040      7.636294      6.862963      6.372880      4.260398
      0.428020      7.688549      6.910703      6.418336      4.280196
      0.429995      7.740803      6.958443      6.463791      4.299948
      0.431966      7.793057      7.006183      6.509247      4.319656
      0.433932      7.845311      7.053923      6.554703      4.339318
      0.435894      7.897566      7.101663      6.600159      4.358936
      0.437851      7.949820      7.149402      6.645614      4.378510
      0.439804      8.002074      7.197142      6.691070      4.398040
      0.441753      8.054329      7.244882      6.736526      4.417527
      0.443697      8.106583      7.292622      6.781982      4.436971
      0.445637      8.158837      7.340362      6.827437      4.456372
      0.447573      8.211091      7.388102      6.872893      4.475732
      0.449505      8.263346      7.435842      6.918349      4.495049
      0.451433      8.315600      7.483581      6.963805      4.514325
      0.453356      8.367854      7.531321      7.009260      4.533560
      0.455275      8.420109      7.579061      7.054716      4.552755
      0.457191      8.472363      7.626801      7.100172      4.571909
      0.459102      8.524617      7.674541      7.145628      4.591023
      0.461010      8.576871      7.722281      7.191083      4.610097
      0.462913      8.629126      7.770021      7.236539      4.629132
      0.464813      8.681380      7.817761      7.281995      4.648128
      0.466708      8.733634      7.865500      7.327451      4.667085
      0.468600      8.785889      7.913240      7.372906      4.686003
      0.470488      8.838143      7.960980      7.418362      4.704884
      0.472373      8.890397      8.008720      7.463818      4.723727
      0.474253      8.942651      8.056460      7.509274      4.742532
      0.476130      8.994906      8.104200      7.554729      4.761300
      0.478003      9.047160      8.151940      7.600185      4.780031
      0.479873      9.099414      8.199679      7.645641      4.798725
      0.481738      9.151669      8.247419      7.691097      4.817384
      0.483601      9.203923      8.295159      7.736552      4.836006
      0.485459      9.256177      8.342899      7.782008      4.854592
      0.487314      9.308431      8.390639      7.827464      4.873143
      0.489166      9.360686      8.438379      7.872920      4.891658
      0.491014      9.412940      8.486119      7.918375      4.910139
      0.492858      9.465194      8.533859      7.963831      4.928585
      0.494700      9.517449      8.581598      8.009287      4.946996
      0.496537      9.569703      8.629338      8.054743      4.965373
      0.498372      9.621957      8.677078      8.100198      4.983716
      0.500203      9.674211      8.724818      8.145654      5.002026
      0.502030      9.726466      8.772558      8.191110      5.020302
      0.503855      9.778720      8.820298      8.236565      5.038545
      0.505675      9.830974      8.868038      8.282021      5.056755
      0.507493      9.883229      8.915778      8.327477      5.074932
      0.509308      9.935483      8.963517      8.372933      5.093077
      0.511119      9.987737      9.011257      8.418388      5.111189
      0.512927     10.039991      9.058997      8.463844      5.129270
      0.514732     10.092246      9.106737      8.509300      5.147318
      0.516534     10.144500      9.154477      8.554756      5.165335
      0.518332     10.196754      9.202217      8.600211      5.183321
      0.520128     10.249009      9.249957      8.645667      5.201275
      0.521920     10.301263      9.297696      8.691123      5.219199
      0.523709     10.353517      9.345436      8.736579      5.237092
      0.525495     10.405771      9.393176      8.782034      5.254954
      0.527279     10.458026      9.440916      8.827490      5.272786
      0.529059     10.510280      9.488656      8.872946      5.290588
      0.530836     10.562534      9.536396      8.918402      5.308360
      0.532610     10.614789      9.584136      8.963857      5.326102
      0.534382     10.667043      9.631876      9.009313      5.343815
      0.536150     10.719297      9.679615      9.054769      5.361499
      0.537915     10.771551      9.727355      9.100225      5.379153
      0.539678     10.823806      9.775095      9.145680      5.396778
      0.541438     10.876060      9.822835      9.191136      5.414375
      0.543194     10.928314      9.870575      9.236592      5.431943
      0.544948     10.980569      9.918315      9.282048      5.449483
      0.546699     11.032823      9.966055      9.327503      5.466995
      0.548448     11.085077     10.013794      9.372959      5.484478
      0.550193     11.137331     10.061534      9.418415      5.501934
      0.551936     11.189586     10.109274      9.463871      5.519362
      0.553676     11.241840     10.157014      9.509326      5.536763
      0.555414     11.294094     10.204754      9.554782      5.554136
      0.557148     11.346349     10.252494      9.600238      5.571483
      0.558880     11.398603     10.300234      9.645694      5.588802
      0.560609     11.450857     10.347974      9.691149      5.606095
      0.562336     11.503111     10.395713      9.736605      5.623360
      0.564060     11.555366     10.443453      9.782061      5.640600
      0.565781     11.607620     10.491193      9.827517      5.657813
      0.567500     11.659874     10.538933      9.872972      5.675000
      0.569216     11.712129     10.586673      9.918428      5.692161
      0.570930     11.764383     10.634413      9.963884      5.709296
      0.572641     11.816637     10.682153     10.009340      5.726405
      0.574349     11.868891     10.729892     10.054795      5.743489
      0.576055     11.921146     10.777632     10.100251      5.760548
      0.577758     11.973400     10.825372     10.145707      5.777581
      0.579459     12.025654     10.873112     10.191163      5.794590
      0.581157     12.077909     10.920852     10.236618      5.811573
      0.582853     12.130163     10.968592     10.282074      5.828531
      0.584547     12.182417     11.016332     10.327530      5.845465
      0.586237     12.234671     11.064072     10.372986      5.862375
      0.587926     12.286926     11.111811     10.418441      5.879260
      0.589612     12.339180     11.159551     10.463897      5.896121
      0.591296     12.391434     11.207291     10.509353      5.912958
      0.592977     12.443689     11.255031     10.554809      5.929771
      0.594656     12.495943     11.302771     10.600264      5.946560
      0.596333     12.548197     11.350511     10.645720      5.963325
      0.598007     12.600451     11.398251     10.691176      5.980067
      0.599679     12.652706     11.445990     10.736632      5.996785
      0.601348     12.704960     11.493730     10.782087      6.013481
      0.603015     12.757214     11.541470     10.827543      6.030153
      0.604680     12.809469     11.589210     10.872999      6.046802
      0.606343     12.861723     11.636950     10.918455      6.063428
      0.608003     12.913977     11.684690     10.963910      6.080031
      0.609661     12.966231     11.732430     11.009366      6.096612
      0.611317     13.018486     11.780170     11.054822      6.113170
      0.612971     13.070740     11.827909     11.100278      6.129706
      0.614622     13.122994     11.875649     11.145733      6.146220
      0.616271     13.175249     11.923389     11.191189      6.162711
      0.617918     13.227503     11.971129     11.236645      6.179180
      0.619563     13.279757     12.018869     11.282101      6.195628
      0.621205     13.332011     12.066609     11.327556      6.212053
      0.622846     13.384266     12.114349     11.373012      6.228457
      0.624484     13.436520     12.162089     11.418468      6.244840
      0.626120     13.488774     12.209828     11.463924      6.261201
      0.627754     13.541029     12.257568     11.509379      6.277540
      0.629386     13.593283     12.305308     11.554835      6.293859
      0.631016     13.645537     12.353048     11.600291      6.310156
      0.632643     13.697791     12.400788     11.645747      6.326432
      0.634269     13.750046     12.448528     11.691202      6.342687
      0.635892     13.802300     12.496268     11.736658      6.358922
      0.637514     13.854554     12.544007     11.782114      6.375136
      0.639133     13.906809     12.591747     11.827570      6.391329
      0.640750     13.959063     12.639487     11.873025      6.407501
      0.642365     14.011317     12.687227     11.918481      6.423654
      0.643979     14.063571     12.734967     11.963937      6.439786
      0.645590     14.115826     12.782707     12.009392      6.455898
      0.647199     14.168080     12.830447     12.054848      6.471989
      0.648806     14.220334     12.878187     12.100304      6.488061
      0.650411     14.272589     12.925926     12.145760      6.504113
      0.652015     14.324843     12.973666     12.191215      6.520145
      0.653616     14.377097     13.021406     12.236671      6.536158
      0.655215     14.429351     13.069146     12.282127      6.552151
      0.656812     14.481606     13.116886     12.327583      6.568124
      0.658408     14.533860     13.164626     12.373038      6.584078
      0.660001     14.586114     13.212366     12.418494      6.600013
      0.661593     14.638369     13.260105     12.463950      6.615928
      0.663182     14.690623     13.307845     12.509406      6.631824
      0.664770     14.742877     13.355585     12.554861      6.647702
      0.666356     14.795131     13.403325     12.600317      6.663560
      0.667940     14.847386     13.451065     12.645773      6.679399
      0.669522     14.899640     13.498805     12.691229      6.695220
      0.671102     14.951894     13.546545     12.736684      6.711022
      0.672681     15.004149     13.594285     12.782140      6.726806
      0.674257     15.056403     13.642024     12.827596      6.742571
      0.675832     15.108657     13.689764     12.873052      6.758317
      0.677405     15.160911     13.737504     12.918507      6.774046
      0.678976     15.213166     13.785244     12.963963      6.789756
      0.680545     15.265420     13.832984     13.009419      6.805448
      0.682112     15.317674     13.880724     13.054875      6.821121
      0.683678     15.369929     13.928464     13.100330      6.836777
      0.685242     15.422183     13.976203     13.145786      6.852415
      0.686804     15.474437     14.023943     13.191242      6.868035
      0.688364     15.526692     14.071683     13.236698      6.883638
      0.689922     15.578946     14.119423     13.282153      6.899222
      0.691479     15.631200     14.167163     13.327609      6.914789
      0.693034     15.683454     14.214903     13.373065      6.930339
      0.694587     15.735709     14.262643     13.418521      6.945871
      0.696139     15.787963     14.310383     13.463976      6.961386
      0.697688     15.840217     14.358122     13.509432      6.976884
      0.699236     15.892472     14.405862     13.554888      6.992364
      0.700783     15.944726     14.453602     13.600344      7.007827
      0.702327     15.996980     14.501342     13.645799      7.023273
      0.703870     16.049234     14.549082     13.691255      7.038703
      0.705411     16.101489     14.596822     13.736711      7.054115
      0.706951     16.153743     14.644562     13.782167      7.069510
      0.708489     16.205997     14.692301     13.827622      7.084889
      0.710025     16.258252     14.740041     13.873078      7.100251
      0.711560     16.310506     14.787781     13.918534      7.115597
      0.713093     16.362761     14.835521     13.963990      7.130926
      0.714624     16.415015     14.883261     14.009445      7.146238
      0.716153     16.467270     14.931001     14.054901      7.161535
      0.717681     16.519525     14.978741     14.100357      7.176814
      0.719208     16.571781     15.026481     14.145813      7.192078
      0.720733     16.624037     15.074220     14.191268      7.207325
      0.722256     16.676293     15.121960     14.236724      7.222557
      0.723777     16.728550     15.169700     14.282180      7.237772
      0.725297     16.780807     15.217440     14.327636      7.252971
      0.726815     16.833065     15.265180     14.373091      7.268154
      0.728332     16.885323     15.312920     14.418547      7.283322
      0.729847     16.937582     15.360660     14.464003      7.298474
      0.731361     16.989842     15.408400     14.509459      7.313610
      0.732873     17.042102     15.456139     14.554914      7.328730
      0.734383     17.094363     15.503879     14.600370      7.343835
      0.735892     17.146625     15.551619     14.645826      7.358924
      0.737400     17.198888     15.599359     14.691282      7.373998
      0.738906     17.251152     15.647099     14.736737      7.389056
      0.740410     17.303416     15.694839     14.782193      7.404099
      0.741913     17.355681     15.742579     14.827649      7.419127
      0.743414     17.407948     15.790318     14.873105      7.434140
      0.744914     17.460215     15.838058     14.918560      7.449137
      0.746412     17.512484     15.885798     14.964016      7.464120
      0.747909     17.564753     15.933538     15.009472      7.479087
      0.749404     17.617024     15.981278     15.054928      7.494040
      0.750898     17.669296     16.029018     15.100383      7.508977
      0.752390     17.721569     16.076758     15.145839      7.523900
      0.753881     17.773843     16.124498     15.191295      7.538808
